number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_beta,params_decay,params_dropout_ratio,params_emb_dim,params_lr,params_min_temp,params_num_experts,params_num_layer,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,state
17,46.604938271604944,2025-11-26 10:41:49.008458,2025-11-26 10:42:07.852547,0 days 00:00:18.844089,0.13237205054554776,32,0.00287155580427918,1.069347475090041e-06,0.4,300,8.229709962028755e-05,0.014603498110912853,8,4,46.604938271604944,,,PRUNED
18,54.93827160493827,2025-11-26 10:42:07.852811,2025-11-26 10:42:27.996964,0 days 00:00:20.144153,0.32599216532515096,32,0.003309562427444972,1.0235924238791878e-05,0.5,300,0.005143348401091864,0.8736760671408929,9,6,54.93827160493827,,,PRUNED
19,61.26543209876543,2025-11-26 10:42:27.997222,2025-11-26 10:43:14.289684,0 days 00:00:46.292462,0.018124507735443492,64,0.0010616012218440149,1.496175687925065e-05,0.30000000000000004,300,0.0005247790499282705,0.3755334960847151,5,4,61.26543209876543,61.26543209876543,,PRUNED
20,0.0,2025-11-26 10:43:14.289918,2025-11-26 10:43:14.799445,0 days 00:00:00.509527,0.040003724053782094,512,0.0017968901476184272,7.117648989058067e-06,0.2,300,0.001763501425710129,0.12772188415787605,8,5,,,,COMPLETE
21,58.17901234567901,2025-11-26 10:43:14.800341,2025-11-26 10:43:33.905271,0 days 00:00:19.104930,0.015817897811987534,32,0.004689018482096987,2.014320910594936e-06,0.5,300,0.009485908776300225,0.2369823138863963,10,3,58.17901234567901,,,PRUNED
22,74.12690227480786,2025-11-26 10:43:33.905492,2025-11-26 10:54:54.379143,0 days 00:11:20.473651,0.025611882237861535,32,0.009314414038474083,1.3155478616298073e-06,0.5,300,0.006206880967873698,0.23799854631668718,10,3,65.4320987654321,,,COMPLETE
23,70.49698835814988,2025-11-26 10:54:54.379617,2025-11-26 11:06:47.680644,0 days 00:11:53.301027,0.030571684869093434,32,0.0080610628209023,1.075129696093751e-06,0.4,300,0.0053301948465402,0.44660747186625144,9,3,60.64814814814815,66.0493827160494,69.9074074074074,COMPLETE
24,0.0,2025-11-26 11:06:47.681040,2025-11-26 11:10:14.888030,0 days 00:03:27.206990,0.06751595142661962,32,0.010351206307474261,2.890237895514191e-06,0.5,300,0.0014471802506288937,0.057028863659664294,10,4,,,,COMPLETE
25,0.0,2025-11-26 11:10:14.888269,2025-11-26 11:10:14.902570,0 days 00:00:00.014301,0.013734848611027974,128,0.009981544947925202,3.617809463002011e-06,0.4,300,0.003960056083741562,0.1552686981303739,8,3,,,,COMPLETE
26,0.0,2025-11-26 11:10:14.902698,2025-11-26 11:10:14.916759,0 days 00:00:00.014061,0.028088744309091397,32,0.003909601583372868,5.4677263365763805e-06,0.5,300,0.0007314160109364511,0.2860868901154783,9,4,,,,COMPLETE
27,0.0,2025-11-26 11:10:14.916893,2025-11-26 11:10:14.930993,0 days 00:00:00.014100,0.06189578010862042,32,0.002124845820008348,1.3137343112563203e-06,0.4,300,0.0021706063562142554,0.9947185659748251,10,3,,,,COMPLETE
28,0.0,2025-11-26 11:10:14.931135,2025-11-26 11:10:14.945972,0 days 00:00:00.014837,0.020124919125264065,32,0.006826840707291236,1.4170602547341598e-05,0.5,300,0.006155590770262913,0.18543632492788895,6,5,,,,COMPLETE
29,0.0,2025-11-26 11:10:14.946103,2025-11-26 11:10:14.960358,0 days 00:00:00.014255,0.04024479768907638,256,0.025142885409609583,4.622942821133759e-06,0.30000000000000004,300,0.0004076591908470265,0.4698786056216796,4,3,,,,COMPLETE
