number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_beta,params_decay,params_dropout_ratio,params_emb_dim,params_lr,params_min_temp,params_num_experts,params_num_layer,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,state
17,88.26086956521739,2025-11-26 07:00:59.693751,2025-11-26 07:02:17.592838,0 days 00:01:17.899087,0.045593385613615665,32,0.0021725439574913795,5.011724448986205e-06,0.30000000000000004,300,0.002139709768511186,0.10457305418793615,6,5,88.26086956521739,,,PRUNED
18,86.86956521739131,2025-11-26 07:02:17.593138,2025-11-26 07:03:39.844611,0 days 00:01:22.251473,0.11620246433276415,32,0.0063724808896552096,1.3031452073269931e-05,0.1,300,0.007070020029489173,0.041019921282916504,6,6,86.86956521739131,86.86956521739131,,PRUNED
19,76.31884057971014,2025-11-26 07:03:39.844991,2025-11-26 07:04:06.913949,0 days 00:00:27.068958,0.4188734081204221,32,0.08884204341875085,4.604321659651968e-05,0.5,300,0.00013615300986877048,0.01993651467996076,5,4,76.31884057971014,,,PRUNED
20,92.46355465076132,2025-11-26 07:04:06.914266,2025-11-26 07:19:41.720977,0 days 00:15:34.806711,0.03809404548689845,32,0.023315144204405325,1.2786282791315893e-05,0.4,300,0.0013269352483398999,0.0779510457563449,8,5,86.66666666666667,87.99999999999999,,COMPLETE
21,92.59172753181358,2025-11-26 07:19:41.721436,2025-11-26 07:35:13.267171,0 days 00:15:31.545735,0.0436830969858471,32,0.026782190814618363,1.2829475095312575e-05,0.4,300,0.0013889552791278468,0.0878900268387956,8,5,87.10144927536231,88.34782608695652,,COMPLETE
22,88.26086956521739,2025-11-26 07:35:13.267543,2025-11-26 07:36:31.582340,0 days 00:01:18.314797,0.07911558960845931,32,0.028135738751974365,1.1640147850106194e-05,0.4,300,0.002323010307655051,0.05834947724815854,8,5,88.26086956521739,,,PRUNED
23,79.5072463768116,2025-11-26 07:36:31.582633,2025-11-26 07:36:58.096374,0 days 00:00:26.513741,0.018143421709944648,32,0.04619126138937841,5.782685138472594e-06,0.5,300,0.0005079194585467104,0.14307148425426233,8,4,79.5072463768116,,,PRUNED
24,75.5072463768116,2025-11-26 07:36:58.096595,2025-11-26 07:37:11.789138,0 days 00:00:13.692543,0.059163047910611395,512,0.016417111574335355,3.423157280822e-06,0.4,300,0.0013860144190578482,0.08375823877761829,9,5,75.5072463768116,,,PRUNED
25,92.72954035146945,2025-11-26 07:37:11.789463,2025-11-26 07:50:35.679605,0 days 00:13:23.890142,0.147778584653278,32,0.021880673008688283,9.99137419736783e-06,0.5,300,0.00956298149248962,0.04676654964469579,7,5,88.05797101449276,88.05797101449276,,COMPLETE
26,83.10144927536233,2025-11-26 07:50:35.679902,2025-11-26 07:50:55.079602,0 days 00:00:19.399700,0.16839504059475557,64,0.04855734993214453,3.2136799729431744e-05,0.5,300,0.0038458654799310775,0.043244314573908954,7,3,83.10144927536233,,,PRUNED
27,92.56859054392378,2025-11-26 07:50:55.079916,2025-11-26 07:59:42.861391,0 days 00:08:47.781475,0.10237067985181371,256,0.01338581060048382,7.648761152942077e-06,0.5,300,0.007401093270338664,0.02497327198089993,7,5,87.76811594202898,88.1159420289855,,COMPLETE
28,91.73804250382277,2025-11-26 07:59:42.861704,2025-11-26 08:15:36.664586,0 days 00:15:53.802882,0.3410470561780395,32,0.0397109452035531,9.83866221808987e-06,0.5,300,0.004102538215475326,0.04935167198097672,9,4,,,,COMPLETE
29,84.6086956521739,2025-11-26 08:15:36.664996,2025-11-26 08:15:56.772466,0 days 00:00:20.107470,0.15767467640922136,64,0.007946541899652484,2.4171644126058612e-05,0.4,300,0.009145624527850843,0.011598918017367212,5,4,84.6086956521739,,,PRUNED
