experiment_id,lr,dropout_ratio,batch_size,num_experts,alpha,beta,min_temp,decay,num_layer,emb_dim,gate_dim,split_type,val_metric,val_metric_std,test_metric,test_metric_std,num_epochs_trained,early_stopped,timestamp,test_auprc,test_accuracy,test_f1,test_sensitivity,test_specificity
final_model,0.001,0.3,512,3,0.01,1.0,1.0,0.0001,5,300,50,scaffold,,,82.0526,,97,True,2025-11-18 06:43:44,0.7067,0.3185,0.4831,1.0000,0.0000
