experiment_id,lr,dropout_ratio,batch_size,num_experts,alpha,beta,min_temp,decay,num_layer,emb_dim,gate_dim,split_type,val_metric,val_metric_std,test_metric,test_metric_std,num_epochs_trained,early_stopped,timestamp,test_auprc,test_accuracy,test_f1,test_sensitivity,test_specificity
final_model,0.0001,0.0,512,7,0.01,0.1,0.1,0.0,5,300,50,scaffold,,,85.9905,,148,True,2025-11-18 06:48:55,0.5692,0.2174,0.3003,0.9955,0.0596
