SAMPLE_DATA_TYPE,pAC50,smiles
flor 40 hr,7.428660554,CN1CC\C(CC1)=C2\c4ccccc4C=Cc3ccccc23
flor 40 hr,7.378660554,O=C5Nc1ccccc1N5CCCN2CCN(CC2)C(c3ccccc3)c4ccccc4
glo 40 hr,7.378660554,O=C5Nc1ccccc1N5CCCN2CCN(CC2)C(c3ccccc3)c4ccccc4
flor 40 hr,6.878660554,Cl.CCOc1ccc(cc1OCC)Cc3nccc2cc(OCC)c(cc23)OCC
glo 40 hr,7.328660554,Cl.CCOc1ccc(cc1OCC)Cc3nccc2cc(OCC)c(cc23)OCC
flor 40 hr,7.428660554,FC(F)(F)c1ccc(cc1)C(\CCCCOC)=N\OCCN
flor 40 hr,7.428660554,CCN(CCOc1ccc(cc1)Cc2ccccc2)CC
flor 40 hr,6.928660554,[Br-].CCCCCCCCCCCCCCCC[n+]1ccccc1
glo 40 hr,6.928660554,[Br-].CCCCCCCCCCCCCCCC[n+]1ccccc1
flor 40 hr,6.028660554,CC(=O)O[Hg]c1ccccc1
glo 40 hr,6.028660554,CC(=O)O[Hg]c1ccccc1
flor 40 hr,7.58441631,Oc2ccc(Cl)cc2Cc1ccccc1
flor 40 hr,7.378660554,CN1CCN(CC1)C2=Nc4cc(Cl)ccc4Nc3ccccc23
flor 40 hr,6.928660554,O=C(CCCCCCCCCCCCCCC)NCCO
flor 40 hr,5.928660554,O=C(OC)Nc1nc2cc(ccc2n1)Sc3ccccc3
flor 40 hr,6.128660554,O=C(OC)Nc1nc2cc(ccc2n1)SCCC
flor 40 hr,7.328660554,CCN(CC)C(=O)c1ccc(cc1)[C@H](c2cc(OC)ccc2)N3C[C@@H](C)N(C[C@@H]3C)CC=C
flor 40 hr,7.378660554,CNCCCCOc2ccccc2Cc1ccccc1
flor 40 hr,7.328660554,Oc4cc(O)cc5O[C@H](c1ccc2O[C@H](CO)[C@H](Oc2c1)c3ccc(O)c(OC)c3)[C@@H](O)C(=O)c45
flor 40 hr,5.128660555,CN(C)C(=S)SSC(=S)N(C)C
glo 40 hr,5.228660555,CN(C)C(=S)SSC(=S)N(C)C
flor 40 hr,7.278660554,Cc3cc(C)nc3C=C1c2ccccc2NC1=O
flor 40 hr,7.378660554,CN(C)CCCN2c3ccccc3CCc1ccc(Cl)cc12
flor 40 hr,7.328660554,CN(C)CCCN1c3ccccc3Sc2ccc(Cl)cc12
glo 40 hr,7.378660554,CN(C)CCCN1c3ccccc3Sc2ccc(Cl)cc12
flor 40 hr,7.328660554,Fc1ccc(cc1)C(CCCN2CCC(CC2)N3c4ccccc4NC3=O)c5ccc(F)cc5
flor 40 hr,7.378660554,CN(C)C(C)CN1c3ccccc3Sc2ccccc12
glo 40 hr,5.328660554,CCN(CC)C(=S)SSC(=S)N(CC)CC
flor 40 hr,7.378660554,CCN(CC)CCNC(=O)c1cc(OCCCC)nc2ccccc12
flor 40 hr,7.178660554,Cl.CC(NCCC(c1ccccc1)c2ccccc2)c3ccccc3
glo 40 hr,7.328660554,Cl.CC(NCCC(c1ccccc1)c2ccccc2)c3ccccc3
flor 40 hr,6.716373388,Oc1cccc2cccnc12
flor 40 hr,7.328660554,[Cl-].C/[N+](C)=C1\C=C\C(C=C1)=C(/c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C
flor 40 hr,4.828660554,COc1ccc(cc1)C(=O)CC(=O)c2ccc(cc2)C(C)(C)C
flor 40 hr,7.378660554,Cl.Cl.Fc1ccc(cc1)C(OCCN2CCN(CC2)CCCc3ccccc3)c4ccc(F)cc4
glo 40 hr,7.428660554,Cl.Cl.Fc1ccc(cc1)C(OCCN2CCN(CC2)CCCc3ccccc3)c4ccc(F)cc4
flor 40 hr,7.378660554,Cl.FC(F)(F)c1cc2N(CCCN(C)C)c3ccccc3Sc2cc1
flor 40 hr,7.378660554,O=C(O)/C=C\C(=O)O.CN(C)CC(C)CN2c3ccccc3CCc1ccccc12
flor 40 hr,7.128660554,CCN(CC)CCNc1ccc(CO)c2Sc3ccccc3C(=O)c12
glo 40 hr,7.328660554,CCN(CC)CCNc1ccc(CO)c2Sc3ccccc3C(=O)c12
flor 40 hr,6.928660554,Fc1ccc(cc1)Cn4c5ccccc5nc4NC3CCN(CCc2ccc(OC)cc2)CC3
glo 40 hr,7.028660554,Fc1ccc(cc1)Cn4c5ccccc5nc4NC3CCN(CCc2ccc(OC)cc2)CC3
flor 40 hr,5.678660554,O=C(OC)Nc1nc2cc(ccc2n1)OCCC
glo 40 hr,6.644451664,Oc1cccc2cccnc12
glo 40 hr,7.428660554,[Cl-].C/[N+](C)=C1\C=C\C(C=C1)=C(/c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C
flor 40 hr,7.428660554,O=C2c3c(O[C@]12C(=CC(=O)C[C@H]1C)OC)c(Cl)c(OC)cc3OC
flor 40 hr,7.378660554,CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4
glo 40 hr,7.378660554,CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4
flor 40 hr,4.978660556,O=C(O)c3nn(Cc1ccc(Cl)cc1Cl)c2ccccc23
flor 40 hr,7.278660554,OCCN1CCN(CC1)CCCN2c4ccccc4Sc3ccc(Cl)cc23
glo 40 hr,7.378660554,OCCN1CCN(CC1)CCCN2c4ccccc4Sc3ccc(Cl)cc23
flor 40 hr,7.378660554,Cl.CN(C)CCCN1c3ccccc3Sc2ccccc12
flor 40 hr,7.378660554,Cc4cccc(C)c4NC(=O)CN3CCN(CCCC(c1ccc(F)cc1)c2ccc(F)cc2)CC3
glo 40 hr,7.378660554,Cc4cccc(C)c4NC(=O)CN3CCN(CCCC(c1ccc(F)cc1)c2ccc(F)cc2)CC3
flor 40 hr,7.428660554,O=C(O)C(O)(CC(=O)O)CC(=O)O.CN(C)CCOc1ccc(cc1)/C(c2ccccc2)=C(/CC)c3ccccc3
glo 40 hr,7.378660554,O=C(O)C(O)(CC(=O)O)CC(=O)O.CN(C)CCOc1ccc(cc1)/C(c2ccccc2)=C(/CC)c3ccccc3
glo 40 hr,7.378660554,[Cl-].[Cl-].C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1
flor 40 hr,7.378660554,CC=2CCCC(C)(C)C=2/C=CC(\C)=C\C=C\C(\C)=C\C(=O)Nc1ccc(O)cc1
flor 40 hr,7.328660554,Oc1ccc(cc1)C(C)(C)CC
flor 40 hr,7.378660554,O=C(OC)N\N=C\c2c[n+]([O-])c1ccccc1[n+]2[O-]
flor 40 hr,5.928660554,O=C(OC)Nc1nc2cc(ccc2n1)S(=O)c3ccccc3
flor 40 hr,7.428660554,Cl.CNCCCN2c3ccccc3CCc1ccccc12
flor 40 hr,7.428660554,N[C@@H](CO)[C@@H](O)CCCCCCCCCCCCCCC
flor 40 hr,7.028660554,[Cl-].CC(C)(C)CC(C)(C)c2ccc(OCCOCC[N+](C)(C)Cc1ccccc1)cc2
glo 40 hr,6.978660554,[Cl-].CC(C)(C)CC(C)(C)c2ccc(OCCOCC[N+](C)(C)Cc1ccccc1)cc2
flor 40 hr,7.428660554,CC(=O)c1ccc(cc1)c2ccc(cc2)C(=O)NCCCCN3CCN(CC3)c4ccccc4OC
flor 40 hr,7.278660554,Oc1cc(O)ccc1CCCCCC
flor 40 hr,7.278660554,[Na+].O=[N+]([O-])c1ccc(cc1)[C@@H](O)[C@@H](COC(=O)CCC([O-])=O)NC(=O)C(Cl)Cl
flor 40 hr,7.378660554,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2
flor 40 hr,7.378660554,OCCN(CCO)c2nc1c(nc(nc1c(n2)N3CCCCC3)N(CCO)CCO)N4CCCCC4
flor 40 hr,5.028660554,O=C(c1cc2nc(NC(=O)OC)nc2cc1)c3cccs3
flor 40 hr,7.378660554,CN3[C@H]1CC[C@@H]3C[C@@H](C1)OC(=O)c2cc(Cl)cc(Cl)c2
flor 40 hr,7.378660554,CN4CCCCC4CCN1c3ccccc3Sc2ccc(SC)cc12
flor 40 hr,7.378660554,CC(C)(Cc1ccccc1)N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc2ccccc2
flor 40 hr,7.378660554,CC(=O)c2cc3N(CCCN1CCC(CCO)CC1)c4ccccc4Sc3cc2
flor 40 hr,7.228660554,[O-][N+](=O)O.Clc3ccc(C(OCc1ccc(Cl)cc1)Cn2ccnc2)c(Cl)c3
flor 40 hr,6.728660554,O=C(O)\C=C/C(=O)O.C(C(C1CCCCC1)C2CCCCC2)C3CCCCN3
glo 40 hr,6.728660554,O=C(O)\C=C/C(=O)O.C(C(C1CCCCC1)C2CCCCC2)C3CCCCN3
flor 40 hr,7.328660554,Clc1ccc(cc1)C(c2ccccc2)N3CCCN(C)CC3
flor 40 hr,6.978660554,C[C@@H](CC)C(=O)O[C@H]2C[C@@H](C)C=C3C=C[C@H](C)[C@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@@H]23
glo 40 hr,7.328660554,C[C@@H](CC)C(=O)O[C@H]2C[C@@H](C)C=C3C=C[C@H](C)[C@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@@H]23
glo 40 hr,7.378660554,[I-].CC[N+](CCOc1ccc(cc1)/C=C/c2ccccc2)(CC)CC
flor 40 hr,7.028660554,Oc1ccc(cc1)N3C(=O)C(CCCC)C(=O)N3c2ccccc2
glo 40 hr,7.378660554,Oc1ccc(cc1)N3C(=O)C(CCCC)C(=O)N3c2ccccc2
flor 40 hr,7.378660554,Cl.CNCCCC2c3ccccc3C=Cc1ccccc12
flor 40 hr,7.378660554,O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O.CN1CCN(CC1)CCCN2c4ccccc4Sc3ccc(Cl)cc23
flor 40 hr,6.728660554,CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
glo 40 hr,6.678660554,CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
flor 40 hr,6.728660554,Oc1c(I)cc(Cl)c2cccnc12
flor 40 hr,7.378660554,O=C(OCc1ccccc1)NC[C@@H]3C[C@@H]4c5cccc2c5c(cn2C)C[C@H]4N(C)C3
flor 40 hr,7.571344742,O=C2C1(Cl)C3(Cl)C5(Cl)C1(Cl)C4(Cl)C2(Cl)C3(Cl)C4(Cl)C5(Cl)Cl
glo 40 hr,7.671344742,O=C2C1(Cl)C3(Cl)C5(Cl)C1(Cl)C4(Cl)C2(Cl)C3(Cl)C4(Cl)C5(Cl)Cl
flor 40 hr,7.654900032,Cl.Cc1nnc(o1)c2cc(C)c(cc2)c3ccc(cc3)C(=O)N6CCc5cc7OCC4(CCN(CC)CC4)c7cc56
glo 40 hr,7.654900032,Cl.Cc1nnc(o1)c2cc(C)c(cc2)c3ccc(cc3)C(=O)N6CCc5cc7OCC4(CCN(CC)CC4)c7cc56
flor 40 hr,7.587919464,Cl.COc1cccc(c1)c2ccc(cc2Cl)/C=C\CN3CCCCCC3
glo 40 hr,7.637919464,Cl.COc1cccc(c1)c2ccc(cc2Cl)/C=C\CN3CCCCCC3
flor 40 hr,7.641210446,O=C2CO[C@](CN2c1ccccc1)(CCN3CCC(NC(C)=O)(CC3)c4cccc(F)c4)c5ccc(Cl)c(Cl)c5.O=C(O)CCC(=O)O
glo 40 hr,7.641210446,O=C2CO[C@](CN2c1ccccc1)(CCN3CCC(NC(C)=O)(CC3)c4cccc(F)c4)c5ccc(Cl)c(Cl)c5.O=C(O)CCC(=O)O
flor 40 hr,7.337820132,C[C@@H](CC)C(=O)O[C@H]2C[C@@H](C)C=C3C=C[C@H](C)[C@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@@H]23
flor 40 hr,7.378660554,O=C(O)C(O)C(O)C(=O)O.COc4ccccc4OCCNCC(O)COc2cccc3nc1ccccc1c23
flor 40 hr,7.639896549,CC(C)(C)c1cc(ccc1O)C(C)(C)C
flor 40 hr,6.428660554,O=C(Nc1ccccc1)CCCCCCC(=O)NO
glo 40 hr,6.678660554,O=C(Nc1ccccc1)CCCCCCC(=O)NO
glo 40 hr,7.704900032,Cl.CS(=O)(=O)Nc1cc(ccc1O)OC[C@@H](O)CN[C@H]2CC[C@@H](CC2)c3ccc(cc3)C(=O)OCC
flor 40 hr,7.739896549,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl
flor 40 hr,7.639896549,CC(=O)[C@H]2CC[C@H]3[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@]23C
flor 40 hr,7.689896549,CC(C)(C)c1ccccc1O
flor 40 hr,7.846509029,Cl.FC(F)(F)c1ccc(Cl)c(c1Cl)C(=O)N[C@@H]([C@@H]3CN2CCC3CC2)c4ccccc4
glo 40 hr,6.378660554,O=C(Oc1ccccc1)CCCCCCCCC#CI
flor 40 hr,7.067424559,CCN1CCN(CC1)c3cc(c2ccc(F)cc2)c4CCCCCCc4n3
flor 40 hr,7.710320206,[O-][N+](=O)c2cc3nc(Cc1ccc(OCC)cc1)n(CCN(CC)CC)c3cc2
flor 40 hr,7.743475453,Cl.C[C@@H](NC)CC(c1ccccc1)(c2ccccc2)[C@@H](OC(C)=O)CC
flor 40 hr,7.378660554,Brc1ccc(cc1)C(OCCN(C)C)c2ccccc2
flor 40 hr,7.278660554,O=C(Oc2cc(ccc2OC(=O)c1ccc(C)cc1)C(O)CNC(C)(C)C)c3ccc(C)cc3
glo 40 hr,7.378660554,O=C(Oc2cc(ccc2OC(=O)c1ccc(C)cc1)C(O)CNC(C)(C)C)c3ccc(C)cc3
flor 40 hr,7.378660554,Clc4ccc5CCc1ccccc1N(CCCN2CCC(CC2)(C(N)=O)N3CCCCC3)c5c4
glo 40 hr,7.378660554,Clc4ccc5CCc1ccccc1N(CCCN2CCC(CC2)(C(N)=O)N3CCCCC3)c5c4
flor 40 hr,7.078660554,CCCS(=O)c1cc2nc(NC(=O)OC)nc2cc1
flor 40 hr,7.739896549,CC(=O)N1CCN(CC1)c2ccc(cc2)OC[C@H]4CO[C@@](Cn3cncc3)(O4)c5ccc(Cl)cc5Cl
glo 40 hr,7.739896549,CC(=O)N1CCN(CC1)c2ccc(cc2)OC[C@H]4CO[C@@](Cn3cncc3)(O4)c5ccc(Cl)cc5Cl
glo 40 hr,7.378660554,[I-].C[N+]1(CCCCC1)CC2COC(O2)(C3CCCCC3)c4ccccc4
flor 40 hr,7.328660554,C[C@H](CN1CCCC1)C(=O)c2ccc(cc2)C(F)(F)F
glo 40 hr,7.793475453,Cl.C[C@@H](NC)CC(c1ccccc1)(c2ccccc2)[C@@H](OC(C)=O)CC
flor 40 hr,6.278660554,Cc1ccc(c2[Hg]Oc12)[N+]([O-])=O
glo 40 hr,6.478660554,Cc1ccc(c2[Hg]Oc12)[N+]([O-])=O
flor 40 hr,7.539896549,FC(F)(F)c3cccc(C(=O)N[C@H]([C@@H]1CCCCN1)c2ccccc2)c3Cl
glo 40 hr,7.639896549,FC(F)(F)c3cccc(C(=O)N[C@H]([C@@H]1CCCCN1)c2ccccc2)c3Cl
flor 40 hr,7.639896549,O=C(c2ccc(C#Cc1ccccc1F)o2)N3CCC(CC3)c4cccc(CN)c4
flor 40 hr,7.378660554,[K+].Cc1ccccc1C(=O)N3CC/C(=N\OS([O-])(=O)=O)c2ccc(Cl)cc23
flor 40 hr,6.978660554,Fc6ccccc6C3=N[C@@H](NC(=O)c1cc2ccccc2n1)C(=O)N5CCc4cccc3c45
flor 40 hr,7.378660554,Oc1ccc(cc1OC)/C=C/C(=O)O[C@@H]3C[C@@H]4CN5CCc2c6ccc(OC)cc6nc2[C@H]5C[C@@H]4[C@@H]([C@H]3OC)C(=O)OC
flor 40 hr,7.589896549,Oc1ccc(cc1)C(C)(C)CC
flor 40 hr,5.585467532,[Na+].[O-][n+]1ccccc1[S-]
glo 40 hr,5.685467532,[Na+].[O-][n+]1ccccc1[S-]
flor 40 hr,7.428660554,O=C(O)[C@H](O)[C@H](O)C(=O)O.CN(C)C[C@H](C)CN1c3ccccc3Sc2ccccc12.CN(C)C[C@H](C)CN1c3ccccc3Sc2ccccc12
flor 40 hr,7.428660554,OC(C(C)N(C)CCOC(c1ccccc1)c2ccccc2)c3ccccc3
flor 40 hr,7.278660554,FC(F)(F)c1cc(ccc1Cl)NC(=O)Nc2ccc(Cl)cc2
flor 40 hr,7.746820786,Cl.CCC(=O)N(c1ccccc1)C2CCN(CC2)C(C)Cc3cccs3
flor 40 hr,7.739896549,Clc1ccccc1Cl
glo 40 hr,7.328660554,[Cl-].CN(C)c1ccc2nc3cc(C)c(N)cc3[s+]c2c1
flor 40 hr,5.228660555,S=C(SSC(=S)N1CCCCC1)N2CCCCC2
glo 40 hr,5.328660554,S=C(SSC(=S)N1CCCCC1)N2CCCCC2
flor 40 hr,5.186258408,Cl.C[C@H](NCC)Cc1ccccc1
flor 40 hr,7.328660554,[Cl-].C[n+]1c3cc(N)ccc3cc2ccc(N)cc12.Nc1cc2nc3cc(N)ccc3cc2cc1
flor 40 hr,7.028660554,[O-][N+](=O)O.Clc1ccc(cc1)CCC(Sc2c(Cl)cccc2Cl)Cn3ccnc3
flor 40 hr,7.428660554,Fc1ccc(cc1)n5cc(C3CCN(CCN2CCNC2=O)CC3)c4cc(Cl)ccc45
glo 40 hr,7.428660554,Fc1ccc(cc1)n5cc(C3CCN(CCN2CCNC2=O)CC3)c4cc(Cl)ccc45
flor 40 hr,7.378660554,Fc1ccc(cc1)Cn2c3ccccc3nc2N
glo 40 hr,7.078660554,Clc1nc(C(=O)OC)c(N)nc1Cl
flor 40 hr,7.378660554,Clc1ccc(CCCC[N+](CC)(CC)CCCCCCC)cc1.[O-]S(=O)(=O)c1ccc(C)cc1
glo 40 hr,7.378660554,Clc1ccc(CCCC[N+](CC)(CC)CCCCCCC)cc1.[O-]S(=O)(=O)c1ccc(C)cc1
flor 40 hr,7.378660554,Oc2cccc1C[C@H](CCc12)N(CCC)CCc3cccs3
glo 40 hr,6.678660554,[Cl-].C[n+]1c3cc(N)ccc3cc2ccc(N)cc12.Nc1cc2nc3cc(N)ccc3cc2cc1
flor 40 hr,7.428660554,CS(=O)(=O)O.CS(=O)(=O)O.CN(C)S(=O)(=O)c2cc3N(CCCN1CCN(C)CC1)c4ccccc4Sc3cc2
flor 40 hr,6.928660554,CC(=O)O.Oc1ccc(cc1)c5c(C)c2cc(O)ccc2n5Cc3ccc(cc3)OCCN4CCCCCC4
glo 40 hr,6.978660554,CC(=O)O.Oc1ccc(cc1)c5c(C)c2cc(O)ccc2n5Cc3ccc(cc3)OCCN4CCCCCC4
flor 40 hr,7.378660554,CCCN(CCC)C(=O)C(NC(=O)c1ccccc1)CCC(=O)OCCCN5CCN(CCOC(=O)Cc4c2cc(OC)ccc2n(C(=O)c3ccc(Cl)cc3)c4C)CC5
flor 40 hr,7.428660554,NC1(CCC1)c2ccc(cc2)c3nc5C=CN6C(=O)NN=C6c5cc3c4ccccc4
flor 40 hr,7.483104264,Cl.COc1ccc2C[C@H]4N(C)CC[C@@]35[C@@H](Oc1c23)[C@@H](O)C=C[C@@H]45
flor 40 hr,7.639896549,[K+].O.FC(F)(F)C(F)(F)COc3ccc(F)cc3c1cccc(c1)c2nc([n-]n2)C(N)=O
flor 40 hr,7.715920624,Cl.CC(C)N(C)C(=O)[C@@H](Cc2ccc(CN1[C@H](C)CCC[C@@H]1C)cc2)NC(=O)C[C@@H](NS(=O)(=O)c3cc4ccc(OC)cc4cc3)c5ccc6OCOc6c5
glo 40 hr,7.715920624,Cl.CC(C)N(C)C(=O)[C@@H](Cc2ccc(CN1[C@H](C)CCC[C@@H]1C)cc2)NC(=O)C[C@@H](NS(=O)(=O)c3cc4ccc(OC)cc4cc3)c5ccc6OCOc6c5
glo 40 hr,7.715920624,[Na+].CC[C@H](NC(=O)c3cc(F)ccc3[N-]S(=O)(=O)c1cccc2cccnc12)c4ccccc4
flor 40 hr,6.328660554,[Na+].[O-]C(=O)c1ccccc1S[Hg]CC
glo 40 hr,6.378660554,[Na+].[O-]C(=O)c1ccccc1S[Hg]CC
glo 40 hr,7.378660554,Cl.COc1cc(ccc1)C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2
flor 40 hr,7.278660554,c3ccc4Sc5ccccc5N(CC2CN1CCC2CC1)c4c3
flor 40 hr,7.378660554,Cl.Cl.FC(F)(F)c2cc3N(CCCN1CCN(C)CC1)c4ccccc4Sc3cc2
flor 40 hr,7.289896549,Cc2cc(/N=N/c1ccccc1C)ccc2N
flor 40 hr,7.639896549,Oc1ccc(cc1)C(C)CC
flor 40 hr,7.328660554,C[C@]32CC[C@@H]1[C@H]4CCCC=C4CC[C@H]1[C@@H]3CC[C@]2(O)C#C
glo 40 hr,7.378660554,C[C@]32CC[C@@H]1[C@H]4CCCC=C4CC[C@H]1[C@@H]3CC[C@]2(O)C#C
glo 40 hr,7.328660554,c3ccc4Sc5ccccc5N(CC2CN1CCC2CC1)c4c3
flor 40 hr,7.178660554,[Cl-].O.O.C[N+](C)(Cc1ccccc1)CCCCCCCCCCCCCC
glo 40 hr,6.978660554,[Cl-].O.O.C[N+](C)(Cc1ccccc1)CCCCCCCCCCCCCC
flor 40 hr,7.378660554,Oc1cc2cc(nc2cc1)c4nn(c3ncnc(N)c34)C(C)C
flor 40 hr,7.641896414,Cl.CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2
flor 40 hr,7.328660554,O=C(COc1ccc(CCC)cc1OC)N2CCN(CC2)C(=O)COc3ccc(CCC)cc3OC
flor 40 hr,7.128660554,N#C/C(C#N)=N\Nc1ccc(cc1)C2=NNC(=O)C[C@H]2C
flor 40 hr,7.743641349,O=C(O)C(O)(CC(=O)O)CC(=O)O.CN(C)CCOc1ccc(cc1)/C(c2ccccc2)=C(/CC)c3ccccc3
glo 40 hr,7.293641349,O=C(O)C(O)(CC(=O)O)CC(=O)O.CN(C)CCOc1ccc(cc1)/C(c2ccccc2)=C(/CC)c3ccccc3
flor 40 hr,7.378660554,Cl.Clc1ccc(cc1)CC3=NN(C(=O)c2ccccc23)C4CCCN(C)CC4
flor 40 hr,7.428660554,[O-][N+](=O)O.Clc3ccc(C(=N\OCc1ccc(Cl)cc1Cl)\Cn2ccnc2)c(Cl)c3
flor 40 hr,7.378660554,Cl.CCCCN(CCCC)CCC(O)c2cc1c(Cl)cc(Cl)cc1c3cc(ccc23)C(F)(F)F
glo 40 hr,7.378660554,Cl.CCCCN(CCCC)CCC(O)c2cc1c(Cl)cc(Cl)cc1c3cc(ccc23)C(F)(F)F
flor 40 hr,7.178660554,Cl.FC(F)(F)c3cccc(CCCN[C@H](C)c2cccc1ccccc12)c3
glo 40 hr,7.178660554,Cl.FC(F)(F)c3cccc(CCCN[C@H](C)c2cccc1ccccc12)c3
flor 40 hr,7.378660554,CN(C)CCOC1=Cc3ccccc3Sc2ccc(Cl)cc12
flor 40 hr,6.978660554,CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c2c3cc(ccc3oc2CCCC)NS(C)(=O)=O
glo 40 hr,6.978660554,CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c2c3cc(ccc3oc2CCCC)NS(C)(=O)=O
flor 40 hr,7.387019302,Cl.CC(C)(C)[C@@](C)(O)[C@H]7C[C@]64CC[C@]7(OC)[C@@H]1Oc3c(O)ccc2C[C@H]6N(CC[C@]14c23)CC5CC5
glo 40 hr,7.687019302,Cl.CC(C)(C)[C@@](C)(O)[C@H]7C[C@]64CC[C@]7(OC)[C@@H]1Oc3c(O)ccc2C[C@H]6N(CC[C@]14c23)CC5CC5
flor 40 hr,7.010439459,Cl.Clc1ccc(s1)c5onc(Cn3c4ccc(cc4cc3C(=O)NC2CCN(CC2)C(C)C)C(=O)O[C@@H](C)OC(=O)OCC)c5
glo 40 hr,7.010439459,Cl.Clc1ccc(s1)c5onc(Cn3c4ccc(cc4cc3C(=O)NC2CCN(CC2)C(C)C)C(=O)O[C@@H](C)OC(=O)OCC)c5
flor 40 hr,7.378660554,O=C(O)c1ccc(cc1)C(=C)c2cc3c(cc2C)C(C)(C)CCC3(C)C
glo 40 hr,7.378660554,O=C(OC)C1=C(C)NC(COC(N)=O)=C(C1c2cccc(Cl)c2Cl)C(=O)OC(C)C
flor 40 hr,4.578660557,Brc3ccc(Nc1c(F)c2ncn(C)c2cc1C(=O)NOCCO)c(Cl)c3
glo 40 hr,5.828660554,Brc3ccc(Nc1c(F)c2ncn(C)c2cc1C(=O)NOCCO)c(Cl)c3
flor 40 hr,5.028660554,O=C(NOCC1CC1)c3ccc(F)c(F)c3Nc2ccc(I)cc2Cl
glo 40 hr,5.728660554,O=C(NOCC1CC1)c3ccc(F)c(F)c3Nc2ccc(I)cc2Cl
flor 40 hr,7.328660554,Cl.CN(C\C=C\c1ccccc1)Cc3cccc2ccccc23
flor 40 hr,7.378660554,Clc2ccc(/C=N/NC(=N)N\N=C/c1ccc(Cl)cc1)cc2
glo 40 hr,7.378660554,[I-].C[N+](C)(Cc1cccs1)CCOc2ccccc2
flor 40 hr,7.428660554,O=C1O[C@H]2[C@@H](OC(C)=O)C(=O)O[C@H]2[C@@H]1OC(C)=O
flor 40 hr,7.428660554,CC(C)Oc1ccc(cc1)NC(=O)N2CCN(CC2)c5ncnc4cc(OCCCN3CCCCC3)c(OC)cc45
flor 40 hr,6.978660554,CO.COc4cc(Nc3c(C#N)cnc2cc(OCCCN1CCN(C)CC1)c(OC)cc23)c(Cl)cc4Cl
glo 40 hr,7.378660554,CO.COc4cc(Nc3c(C#N)cnc2cc(OCCCN1CCN(C)CC1)c(OC)cc23)c(Cl)cc4Cl
flor 40 hr,5.378660553,Cl.CN4CC[C@H](c3c(O)cc(O)c1c3OC(=CC1=O)c2ccccc2Cl)[C@H](O)C4
flor 40 hr,7.310439459,Cl.O=C(N3CC(CCN1CCC(CC1)(C(=O)N(C)C)N2CCCCC2)(OCC3)c4ccc(Cl)c(Cl)c4)c5ccccc5
glo 40 hr,7.260439459,Cl.O=C(N3CC(CCN1CCC(CC1)(C(=O)N(C)C)N2CCCCC2)(OCC3)c4ccc(Cl)c(Cl)c4)c5ccccc5
flor 40 hr,7.378660554,Cl.CN3CCC(OC(=O)C(OCCC)(c1ccccc1)c2ccccc2)CC3
glo 40 hr,7.028660554,Fc1ccc(cc1Cl)Nc4ncnc3cc(OCCCN2CCOCC2)c(NC(=O)C=C)cc34
flor 40 hr,7.378660554,Fc1ccc(cc1)N2CCN(CC2)CCCC(=O)NC3c5ccccc5SCc4ccccc34
flor 40 hr,4.178660545,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)B(O)O)c2cnccn2
glo 40 hr,4.32866056,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)B(O)O)c2cnccn2
glo 40 hr,7.239896549,CCN(CC)CCNc1ccc(CNC=O)c2Sc3ccc(OC)cc3C(=O)c12
flor 40 hr,7.652139691,O=C(Nc3nc(c1cc(OC)c(Cl)cc1OC)c(CCC2CCCCC2)s3)c5cc4cc(C)cc(C)c4n5CC(=O)O.FC(F)(F)C(=O)O
glo 40 hr,7.602139691,O=C(Nc3nc(c1cc(OC)c(Cl)cc1OC)c(CCC2CCCCC2)s3)c5cc4cc(C)cc(C)c4n5CC(=O)O.FC(F)(F)C(=O)O
flor 40 hr,7.328660554,Cl.CCN(CC)CCOC(=O)C(c1ccccc1)C2CCCCC2
