SAMPLE_DATA_TYPE,pAC50,smiles
glo 40 hr,6.339896549,[Na+].[O-]C(=O)c1ccccc1S[Hg]CC
flor 40 hr,5.839896549,CCCC[Sn](Cl)(CCCC)CCCC
glo 40 hr,5.539896549,CCCC[Sn](Cl)(CCCC)CCCC
glo 40 hr,7.039896549,Clc2ccc(NC(=O)Nc1ccc(Cl)cc1)cc2Cl
flor 40 hr,7.202108081,Cl.CCCOc1sc(c(C)c1Br)C(=O)N2CCC(CC2)c3cc(CN)ccc3F
glo 40 hr,7.452108081,Cl.CCCOc1sc(c(C)c1Br)C(=O)N2CCC(CC2)c3cc(CN)ccc3F
glo 40 hr,7.489896549,O=C(O)[C@@H](N2Sc1ccccc1C2=O)[C@@H](C)CC
flor 40 hr,6.389896549,[Hg+2].[Cl-].[Cl-]
flor 40 hr,6.689896549,O=C4c1ccccc1C(=O)C4c2nc3ccccc3c(Br)c2O
glo 40 hr,7.039896549,CC(C)(C)c1ccc(cc1)OC2CCCCC2OS(=O)OCC#C
flor 40 hr,7.339896549,N#CSCSc1nc2ccccc2s1
glo 40 hr,7.389896549,N#CSCSc1nc2ccccc2s1
flor 40 hr,7.742493708,CC2(OC(=O)N(Nc1ccccc1)C2=O)c4ccc(Oc3ccccc3)cc4
flor 40 hr,7.739896549,Clc3cc4CCc1cccnc1C(=C2/CCN(CC2)C(=O)OCC)\c4cc3
glo 40 hr,5.289896548,CCCC[Sn](CCCC)(OC(=O)C(=C)C)CCCC
glo 40 hr,6.589896549,[Hg+2].[Cl-].[Cl-]
glo 40 hr,7.689896549,Clc1cc(NC(=O)OCC#CCCl)ccc1
flor 40 hr,7.089896549,O=C2C=CC(=O)N2c1ccccc1
flor 40 hr,6.339896549,Cl[Hg]c1ccccc1
glo 40 hr,6.489896549,Cl[Hg]c1ccccc1
flor 40 hr,7.692493708,Clc1cc(cc(Cl)c1C)C(=O)NC(C)(CC)C(=O)CCl
glo 40 hr,7.692493708,Clc1cc(cc(Cl)c1C)C(=O)NC(C)(CC)C(=O)CCl
flor 40 hr,7.436003147,O[C@@H]3C(C)=C[C@H]5C(=O)O[C@H]1C[C@H](O[C@]2(C1)CC[C@H](C)[C@@H](CC)O2)CC=C(C)C[C@@H](C)C=CC=C4CO[C@H]3[C@@]45O
glo 40 hr,7.636003147,O[C@@H]3C(C)=C[C@H]5C(=O)O[C@H]1C[C@H](O[C@]2(C1)CC[C@H](C)[C@@H](CC)O2)CC=C(C)C[C@@H](C)C=CC=C4CO[C@H]3[C@@]45O
flor 40 hr,7.689896549,O=P(OC)(OC)SCN1c2ncc(Cl)cc2OC1=O
flor 40 hr,7.089896549,ClC(Cl)(Cl)SN2C(=O)c1ccccc1C2=O
glo 40 hr,7.189896549,ClC(Cl)(Cl)SN2C(=O)c1ccccc1C2=O
flor 40 hr,7.389896549,N#CCCC(Br)(CBr)C#N
glo 40 hr,7.589896549,N#CCCC(Br)(CBr)C#N
flor 40 hr,7.21863974,[K+].FC(F)(C(F)(F)S([O-])(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
flor 40 hr,7.389896549,[O-]S(C)(=O)=O.FC(F)(F)c1cc(cc(c1)C(F)(F)F)C(=O)N(C)C[C@@H](CC[N+]23CCC(CC2)(CC3)C4CCCCC4)c5ccc(Cl)c(Cl)c5
glo 40 hr,7.339896549,[O-]S(C)(=O)=O.FC(F)(F)c1cc(cc(c1)C(F)(F)F)C(=O)N(C)C[C@@H](CC[N+]23CCC(CC2)(CC3)C4CCCCC4)c5ccc(Cl)c(Cl)c5
flor 40 hr,7.289896549,Oc3cc4CC[C@@H]2[C@H](CC[C@@]1(C)[C@H]2CC[C@@]1(O)C#C)c4cc3
glo 40 hr,7.039896549,O=C2C=CC(=O)N2c1ccccc1
glo 40 hr,7.707759251,O=C(\C=C\C=C/CCCCC)OCC
flor 40 hr,6.710439459,O[C@H](CCn1c(c(c(c1C(C)C)C(=O)Nc2ccccc2)c3ccccc3)c4ccc(F)cc4)C[C@@H](O)CC(=O)O
flor 40 hr,7.739896549,Clc1ccc(cc1)CC3CCC(C)(C)C3(O)Cn2cncn2
flor 40 hr,7.589896549,NC(=O)N(O)[C@@H]3C=C[C@H](Oc2cc(Oc1ccc(F)cc1)ccc2)C3
flor 40 hr,7.389896549,CN(C)CCOc1ccc(cc1)/C(c2ccccc2)=C(/CC)c3ccccc3
glo 40 hr,7.389896549,CN(C)CCOc1ccc(cc1)/C(c2ccccc2)=C(/CC)c3ccccc3
flor 40 hr,7.639896549,Oc1ccc(CCCCCCC(C)C)cc1
flor 40 hr,7.589896549,CC(C)(C)c1cc(ccc1O)CC
glo 40 hr,7.139896549,[O-][N+](=O)C=Cc1ccccc1
flor 40 hr,6.689896549,Clc2cc(ccc2NC(=O)c1cc(Cl)ccc1O)[N+]([O-])=O
glo 40 hr,6.489896549,Clc2cc(ccc2NC(=O)c1cc(Cl)ccc1O)[N+]([O-])=O
glo 40 hr,7.739896549,Oc1ccc(CCCCCCCCCCCC)cc1
flor 40 hr,7.039896549,[Na+].CN(C)C([S-])=S
glo 40 hr,6.989896549,[Na+].CN(C)C([S-])=S
flor 40 hr,6.289896549,CC(=O)O[Hg]c1ccccc1
glo 40 hr,6.289896549,CC(=O)O[Hg]c1ccccc1
flor 40 hr,7.089896549,[Cl-].C/[N+](C)=C1\C=C\C(C=C1)=C(/c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C
glo 40 hr,7.639896549,[Cl-].C/[N+](C)=C1\C=C\C(C=C1)=C(/c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C
flor 40 hr,7.689683963,OC(CCCC)(Cn1cncn1)c2ccc(Cl)cc2Cl
flor 40 hr,7.722837409,OC(\C(=C/c1ccc(Cl)cc1Cl)n2cncn2)C(C)(C)C
flor 40 hr,7.639896549,CC(C)(C)N2N=CC(SCc1ccc(cc1)C(C)(C)C)=C(Cl)C2=O
flor 40 hr,7.689896549,Clc1ccc2Oc4ccccc4N=C(c2c1)N3CCNCC3
glo 40 hr,7.739896549,Clc1ccc2Oc4ccccc4N=C(c2c1)N3CCNCC3
flor 40 hr,7.689896549,Oc1cc(cc([N+]([O-])=O)c1O)C(=O)c2ccc(C)cc2
flor 40 hr,7.039896549,O=C(OC)Nc1nc2ccccc2n1
flor 40 hr,7.539896549,[Na+].[O-]S(=O)(=O)OCCCCCCCCCCCCCC
flor 40 hr,5.339896549,O[Sn](c1ccccc1)(c2ccccc2)c3ccccc3
glo 40 hr,5.239896548,O[Sn](c1ccccc1)(c2ccccc2)c3ccccc3
glo 40 hr,6.989896549,CN(C)S(=O)(=O)N(SC(Cl)(Cl)F)c1ccccc1
flor 40 hr,7.685034789,COc1cc(cc(OC)c1O)[C@@H]5c2cc7OCOc7cc2C(O[C@@H]3O[C@@H]4CO[C@@H](C)O[C@H]4[C@H](O)[C@H]3O)C6COC(=O)[C@H]56
flor 40 hr,7.639896549,[Cl-].C[N+](C)(C)CCCCCCCCCCCC
glo 40 hr,7.689896549,[Cl-].C[N+](C)(C)CCCCCCCCCCCC
glo 40 hr,7.160320206,O=C1C=CSN1CCCCCCCC
glo 40 hr,7.339896549,O=C2NSc1ccccc12
flor 40 hr,7.689896549,C[Si](Cn1cncn1)(c2ccc(F)cc2)c3ccc(F)cc3
flor 40 hr,7.339896549,C/C(C)=C\CCC(C)=CCCC(C)(O)C=C
flor 40 hr,7.589896549,C[C@]32CC[C@@H]1[C@H]4CCCC=C4CC[C@H]1[C@@H]3CC[C@]2(O)C#C
glo 40 hr,7.689896549,C[C@]32CC[C@@H]1[C@H]4CCCC=C4CC[C@H]1[C@@H]3CC[C@]2(O)C#C
flor 40 hr,7.389896549,Cl.CN(C)CCCN1c3ccccc3Sc2ccc(Cl)cc12
glo 40 hr,7.489896549,Cl.CN(C)CCCN1c3ccccc3Sc2ccc(Cl)cc12
glo 40 hr,7.589896549,O=Cc1ccccc1C=O
flor 40 hr,5.728660554,[Zn+2].S=C([S-])N(C)C.CN(C)C([S-])=S
glo 40 hr,5.628660554,[Zn+2].S=C([S-])N(C)C.CN(C)C([S-])=S
glo 40 hr,7.039896549,Oc2cc3ccccc3c1ccccc12
flor 40 hr,7.738885994,[O-][N+](=O)c1cc(c(N)c([N+]([O-])=O)c1N(CCC)CCC)C(F)(F)F
flor 40 hr,7.389896549,C=C(C)[C@@H]2Oc3ccc1C(=O)[C@H]4c5cc(OC)c(OC)cc5OC[C@H]4Oc1c3C2
glo 40 hr,7.439896549,C=C(C)[C@@H]2Oc3ccc1C(=O)[C@H]4c5cc(OC)c(OC)cc5OC[C@H]4Oc1c3C2
flor 40 hr,7.239896549,O=C(O)C(Br)CCCCCCCCCCCCCC
flor 40 hr,5.439896549,CN(C)C(=S)SSC(=S)N(C)C
glo 40 hr,5.339896549,CN(C)C(=S)SSC(=S)N(C)C
flor 40 hr,7.039896549,O=C(OC)Nc2nc1ccccc1n2C(=O)NCCCC
glo 40 hr,7.689896549,CC=1NC(C)=C(C(C=1C(=O)OCC(C)C)c2ccccc2[N+]([O-])=O)C(=O)OC
flor 40 hr,7.239896549,O=C3C=C(Oc2ccc1ccccc1c23)c4ccccc4
glo 40 hr,7.389896549,[Na+].COc1ccc(cc1)C(=O)C(/Br)=C\C([O-])=O
flor 40 hr,7.689896549,Oc1cc2c3ccccc3Cc2cc1
flor 40 hr,7.689896549,O=C(O)C1(CCCC1)c2ccc5c(c2)OC[C@H](Cc3ccc(cc3)c4ccccc4)[C@H]5O
flor 40 hr,6.389896549,O=C(CCCCC(=O)OCC(CC)CCCC)OCC(CCCC)CC
glo 40 hr,7.389896549,Clc1ccccc1C(c2ccccc2)(c3ccccc3)n4ccnc4
flor 40 hr,7.689896549,NS(=O)(=O)c1ccc(cc1)n3nc(cc3c2ccc(C)cc2)C(F)(F)F
glo 40 hr,7.689896549,NS(=O)(=O)c1ccc(cc1)n3nc(cc3c2ccc(C)cc2)C(F)(F)F
flor 40 hr,7.639896549,[O-][N+](=O)O[Cd]O[N+]([O-])=O
flor 40 hr,6.589896549,[O-][N+](=O)c2cc(c(Cl)c(c2Nc1ncc(cc1Cl)C(F)(F)F)[N+]([O-])=O)C(F)(F)F
flor 40 hr,7.739896549,N=C2N=C3O[C@H]1[C@H](O)[C@@H](CO)O[C@H]1N3C=C2
flor 40 hr,7.328660554,[Ca+2].O=S([O-])(=O)c1ccc(cc1)C(CC)CCCCCCCCC.CCC(CCCCCCCCC)c1ccc(cc1)S([O-])(=O)=O
flor 40 hr,7.639896549,OCCSCCCCCCCC
flor 40 hr,7.639896549,[Na+].O=S(=O)([O-])C(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC
flor 40 hr,7.032835032,ClC(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O
glo 40 hr,7.282835032,ClC(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O
flor 40 hr,7.390533785,O=[Se](O)O
glo 40 hr,7.340533785,O=[Se](O)O
flor 40 hr,7.738246738,[O-][N+](=O)O.Clc3ccc(C(OCc1ccc(Cl)cc1)Cn2ccnc2)c(Cl)c3
glo 40 hr,7.688246738,[O-][N+](=O)O.Clc3ccc(C(OCc1ccc(Cl)cc1)Cn2ccnc2)c(Cl)c3
flor 40 hr,7.192969333,O=C(c1ccc(cc1O)OC)c2ccc(OC)cc2O
flor 40 hr,7.243444525,[Br-].CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC
glo 40 hr,7.343444525,[Br-].CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC
glo 40 hr,7.68893923,[O-][N+](=O)c1cc(c(O)c(c1)[N+]([O-])=O)C2CCCCC2
flor 40 hr,7.689949682,Oc1ccc(cc1)C(=O)OCCCCCCCC
glo 40 hr,6.793655583,ICC(N)=O
flor 40 hr,7.683696087,Oc1ccc(cc1)C(=O)OCCCCCCCCC
glo 40 hr,7.642652298,[I-].CCCC[N+]1(C)CCCC1
glo 40 hr,7.589949681,Cl.N=C1C=C/C(C=C1)=C(\c2ccc(N)cc2)c3ccc(N)cc3
glo 40 hr,7.538193431,O=C(Oc1ccccc1)Oc2ccccc2
flor 40 hr,7.115055931,[Br-].CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1
glo 40 hr,7.315055931,[Br-].CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1
flor 40 hr,7.294182852,[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCCCCCCCC
glo 40 hr,7.344182852,[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCCCCCCCC
flor 40 hr,7.495235794,CC(C)(C)c1cc(c(C)cc1O)C(CCC)c2cc(c(O)cc2C)C(C)(C)C
glo 40 hr,7.495235794,CC(C)(C)c1cc(c(C)cc1O)C(CCC)c2cc(c(O)cc2C)C(C)(C)C
flor 40 hr,7.188672996,F[P-](F)(F)(F)(F)F.CCCCCC[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC
glo 40 hr,7.038672996,F[P-](F)(F)(F)(F)F.CCCCCC[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC
flor 40 hr,7.395130596,Cc1cc(OCCCCCC)c(C)c(C)c1O
flor 40 hr,7.239949681,Cc1ccc(S)cc1
flor 40 hr,7.389949681,CC(C)C=3CC[C@H]1C(=CC[C@H]2[C@@](C)(CCC[C@]12C)C(=O)OC)C=3
flor 40 hr,7.439949682,O=C(c1ccccc1)C2CCC2
flor 40 hr,7.539258532,Oc1c(I)cc(Cl)c2cccnc12
glo 40 hr,7.549113285,[I-].C[n+]1ccn(CCCCCC)c1
flor 40 hr,7.639949682,Nc1cc(ccc1OC)NC(C)=O
flor 40 hr,7.563884532,Clc1cc(C(=CCl)OP(=O)(OC)OC)c(Cl)cc1Cl
glo 40 hr,7.199428792,Fc1ccc(cc1)Cn4c5ccccc5nc4NC3CCN(CCc2ccc(OC)cc2)CC3
flor 40 hr,7.407886134,O=C(OCCOCC(COCCOC(=O)C=C)(CC)COCCOC(=O)C=C)C=C
glo 40 hr,7.507886134,O=C(OCCOCC(COCCOC(=O)C=C)(CC)COCCOC(=O)C=C)C=C
flor 40 hr,7.68040566,CC(C)CN1CCC3(CC1)NC4=C2NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H](C)[C@@H](OC)C=CO[C@@]6(C)Oc5c(C)c(O)c(C2=O)c(C4=N3)c5C6=O
flor 40 hr,7.18454583,O=C(O)/C=C/C(=O)O.Cc6occc6C(=O)Nc1ccc(cc1)C(=O)N5CCC(F)(F)C(=C\C(=O)N2CCC(CC2)N3CCCCC3)/c4ccccc45.O=C(\C=C2\c1ccccc1N(CCC2(F)F)C(=O)c3ccc(cc3)NC(=O)c4ccoc4C)N5CCC(CC5)N6CCCCC6
glo 40 hr,7.26234197,Cl.Cl.O.Oc3ccc4C[C@@H]1c2c(cccc2CCN1C)c4c3O.Oc3ccc2C[C@@H]1c4c(CCN1C)cccc4c2c3O
flor 40 hr,7.684287238,Oc1ccccc1CCCCCCCCCCCC
flor 40 hr,7.091964726,[Cl-].CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC
glo 40 hr,7.041964726,[Cl-].CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC
flor 40 hr,7.639949682,Cl.CN(C)CC\C=C1\c3ccccc3CCc2ccccc12
flor 40 hr,7.353917855,O[C@@H]9[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]9O[C@H]8[C@@H](O)[C@@H](CO)O[C@@H](OC6CC[C@@]3(C)C(=CC[C@H]2[C@@H]4C[C@@H]1N5C[C@@H](C)CC[C@@H]5[C@@H](C)[C@@H]1[C@@]4(C)CC[C@@H]23)C6)[C@@H]8O[C@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O
flor 40 hr,7.68040566,Clc1ccc(cc1Cl)C(Cl)(Cl)Cl
glo 40 hr,7.24827735,CC(CC)Nc1ccc(NC(C)CC)cc1
flor 40 hr,7.691382224,[Cl-].C[N+](C)(C)CCCCCCCCCCCCCCCCCC
glo 40 hr,7.744920135,O=C(O)CCC(=O)Oc2c(C)c(C)c1O[C@@](C)(CCc1c2C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
glo 40 hr,7.739949682,Cl.CN(C)CC\C=C1\c3ccccc3CCc2ccccc12
flor 40 hr,7.739949682,Oc1ccc(cc1)C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F
glo 40 hr,7.753917855,O[C@@H]9[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]9O[C@H]8[C@@H](O)[C@@H](CO)O[C@@H](OC6CC[C@@]3(C)C(=CC[C@H]2[C@@H]4C[C@@H]1N5C[C@@H](C)CC[C@@H]5[C@@H](C)[C@@H]1[C@@]4(C)CC[C@@H]23)C6)[C@@H]8O[C@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O
flor 40 hr,7.190215264,[Ag+].[K+].[C-]#N.[C-]#N
glo 40 hr,7.390215264,[Ag+].[K+].[C-]#N.[C-]#N
flor 40 hr,7.659755195,[O-][N+](=O)O.Clc3ccc(C(OCc1ccc(Cl)cc1)Cn2ccnc2)c(Cl)c3
flor 40 hr,7.247020927,[O-][N+](=O)/C=C/c1ccccc1
glo 40 hr,7.322020927,[O-][N+](=O)/C=C/c1ccccc1
flor 40 hr,7.033964875,[Br-].CCCCCCCCCCCCCCCC[n+]1ccccc1
glo 40 hr,7.133964875,[Br-].CCCCCCCCCCCCCCCC[n+]1ccccc1
flor 40 hr,7.567094793,Oc2ccc(Oc1ccccc1)cc2
flor 40 hr,7.638832753,C\C=C4\C(=O)C[C@@H]3[C@]4(C)CC[C@H]2[C@H]3CCC1=CC(=O)CC[C@@]12C
flor 40 hr,7.539737118,NC(=O)CCCCCCC/C=C\CCCCCCCC
flor 40 hr,7.691647078,O=C(N)c1ccccc1C(N)=O
glo 40 hr,7.037232977,[Br-].CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC
flor 40 hr,7.529217093,Cl.Cc4ncnc4C[C@H]3CCc2c(C)c1ccccc1n2C3=O
glo 40 hr,7.629217093,Cl.Cc4ncnc4C[C@H]3CCc2c(C)c1ccccc1n2C3=O
flor 40 hr,5.393866555,O=C(C)O[Sn](CCCC)(OC(=O)C)CCCC
glo 40 hr,5.243866554,O=C(C)O[Sn](CCCC)(OC(=O)C)CCCC
flor 40 hr,7.684448344,Cl.FC(F)(F)c2ccc(OC(CCNC)c1ccccc1)cc2
flor 40 hr,7.591011202,Oc2c(Sc1cc(Cl)cc(Cl)c1O)cc(Cl)cc2Cl
glo 40 hr,6.689896549,Cl.Nc1cc2nc3cc(N)ccc3cc2cc1
flor 40 hr,7.13915212,C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.FC(F)(F)S([O-])(=O)=O
glo 40 hr,6.98915212,C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.FC(F)(F)S([O-])(=O)=O
flor 40 hr,7.352108082,CN5CCC(NC(=O)c4ccc(Nc1nc2N(CC(F)(F)C(=O)N(C)c2cn1)C3CCCC3)c(OC)c4)CC5
glo 40 hr,7.652108082,CN5CCC(NC(=O)c4ccc(Nc1nc2N(CC(F)(F)C(=O)N(C)c2cn1)C3CCCC3)c(OC)c4)CC5
flor 40 hr,7.389896549,C=CCO
flor 40 hr,7.589949681,[NH4+].[O-][N+]([O-])=O
glo 40 hr,7.539896549,[K+].[I-]
glo 40 hr,6.9810546,ICCc1ccccc1
glo 40 hr,7.345130596,[I-].CCCCn1cc[n+](C)c1C
flor 40 hr,7.339896549,Oc1ccccc1CCCCCCCCCCCC
glo 40 hr,7.689896549,Oc1ccccc1CCCCCCCCCCCC
flor 40 hr,7.189896549,[Cl-].CCCCCCCCCCCCCCCC[n+]1ccccc1
glo 40 hr,7.239896549,[Cl-].CCCCCCCCCCCCCCCC[n+]1ccccc1
flor 40 hr,7.589896549,II
glo 40 hr,6.739896549,II
flor 40 hr,7.433803618,O.[Cd+2].O.[O-]C(C)=O.[O-]C(C)=O
flor 40 hr,7.644446287,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C[n+]1ccn(CCCCCCCCCC)c1
glo 40 hr,7.484233524,Cl.O.Nc1c3ccccc3nc2ccccc12
flor 40 hr,7.804058797,OCCOCCCCCCCC/C=C\CCCCCCCC
flor 40 hr,7.691541153,Cl.Cl.COc4cc5CCN[C@H](C[C@H]1C[C@H]2c3cc(OC)c(OC)cc3CCN2C[C@@H]1CC)c5cc4OC
flor 40 hr,7.343338964,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C[n+]1ccn(CCCCCCCCCCCC)c1
glo 40 hr,7.193338964,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C[n+]1ccn(CCCCCCCCCCCC)c1
flor 40 hr,7.591594118,[Cl-].C[n+]1ccn(CCCCCCCCCCCC)c1
flor 40 hr,7.731864641,ClC2(Cl)[C@]1(Cl)C(Cl)[C@@](Cl)(C(=C)C1(C)C)C2(Cl)Cl
flor 40 hr,7.339896549,Cl.CCCCCCCCCCCCN
glo 40 hr,7.539896549,Cl.CCCCCCCCCCCCN
flor 40 hr,7.036217239,[Zn+2].S=C([S-])N(CC)CC.CCN(CC)C([S-])=S
glo 40 hr,7.036217239,[Zn+2].S=C([S-])N(CC)CC.CCN(CC)C([S-])=S
glo 40 hr,7.641594118,[Cl-].C[n+]1ccn(CCCCCCCCCCCC)c1
flor 40 hr,7.390055931,F[P-](F)(F)(F)(F)F.C[n+]1ccn(CCCCCCCCCCCC)c1
glo 40 hr,7.540055931,F[P-](F)(F)(F)(F)F.C[n+]1ccn(CCCCCCCCCCCC)c1
flor 40 hr,7.743919284,F[P-](F)(F)(F)(F)F.C[n+]1ccn(CC)c1
glo 40 hr,7.643919284,F[P-](F)(F)(F)(F)F.C[n+]1ccn(CC)c1
flor 40 hr,7.688885994,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C[N+](C)(C)CCO
flor 40 hr,7.600677834,[Na+].COC2=NN(C(=O)[N-]S(=O)(=O)c1ccccc1OC(F)(F)F)C(=O)N2C
flor 40 hr,7.639896549,O=C(NC(C)(C)CS(=O)(=O)O)C=C
flor 40 hr,7.243708333,[Na+].CCN(CC)C([S-])=S
flor 40 hr,7.63851319,BrC(Br)(Br)C=O
glo 40 hr,7.63851319,BrC(Br)(Br)C=O
flor 40 hr,7.699269874,[Cl-].C[n+]1ccn(CCCCCCCCCCCCCCCC)c1
flor 40 hr,7.290639916,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC
glo 40 hr,7.190639916,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC
glo 40 hr,7.388672996,CN(C)c1ccc(cc1)C3(OC(=O)c2cc(ccc23)N(C)C)c4ccc(cc4)N(C)C
flor 40 hr,7.589896549,Clc1cccc(Cl)c1C(=O)Nc3cccc2c3oc(C)c2C(C)(C)O
flor 40 hr,6.566754514,O=S(=O)(O)O.Oc1cccc2cccnc12.Oc1cccc2cccnc12
flor 40 hr,7.739896549,CCCCC(COP(O)(=O)OCC(CC)CCCC)CC
flor 40 hr,7.037286382,Clc2ccc(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)cc2
glo 40 hr,7.087286382,Clc2ccc(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)cc2
flor 40 hr,7.089896549,OCCN1CCN=C1CCCCCCC/C=C\CCCCCCCC
glo 40 hr,7.239896549,OCCN1CCN=C1CCCCCCC/C=C\CCCCCCCC
flor 40 hr,7.589896549,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
flor 40 hr,7.339418109,Oc1ccc(CCCC)cc1
flor 40 hr,7.589949681,c1nc2CCCCc2nc1
flor 40 hr,7.739896549,[Na+].O=C([N-]S(=O)(=O)/C=C/c1ccccc1)c2ccc(F)cc2Cl
flor 40 hr,7.689949682,O=Nc2ccc(Nc1ccccc1)cc2
flor 40 hr,7.689896549,Cl.CN(C)C(C)CN1c3ccccc3Sc2ccccc12
flor 40 hr,7.289896549,O=[N+]([O-])c1c(Cl)c(cc([N+]([O-])=O)c1Cl)C(F)(F)F
glo 40 hr,7.139896549,O=[N+]([O-])c1c(Cl)c(cc([N+]([O-])=O)c1Cl)C(F)(F)F
flor 40 hr,7.689949682,CCCC(=O)OCCc1ccccc1
flor 40 hr,7.639949682,O=C1CCCCCCCCCCCCCCCO1
flor 40 hr,7.439896549,Cc1ccc(C=O)s1
flor 40 hr,7.739949682,C=CC(=O)OCCCCCCOC(=O)C=C
flor 40 hr,7.632026499,O=C(OCC(COC(=O)C(=C)C)(CC)COC(=O)C(=C)C)C(=C)C
flor 40 hr,7.389949681,COC(=O)c1cccc(c1)C(=O)OC
flor 40 hr,7.589896549,O=S(=O)(Nc1nccs1)c2ccc(N)cc2
flor 40 hr,7.389896549,O=C3c1ccccc1C(=O)N3SC2CCCCC2
glo 40 hr,7.639896549,O=C3c1ccccc1C(=O)N3SC2CCCCC2
glo 40 hr,6.689896549,IC(I)I
flor 40 hr,7.039896549,CCCC[Sn](CCCC)(CCCC)CCCC
glo 40 hr,6.689896549,CCCC[Sn](CCCC)(CCCC)CCCC
flor 40 hr,7.639949682,Nc1cc(Cl)c(N)cc1.O=S(=O)(O)O
flor 40 hr,7.589949681,Cl.Cc1cc(Cl)ccc1N
flor 40 hr,7.739896549,Cc2occc2SSc1ccoc1C
flor 40 hr,7.639896549,CC(C)(c1cc(ccc1O)C(C)(C)c2ccccc2)c3ccccc3
glo 40 hr,7.689896549,CC(C)(c1cc(ccc1O)C(C)(C)c2ccccc2)c3ccccc3
flor 40 hr,7.689896549,FC(F)(F)Oc3cc(CN[C@H]1CCCN[C@H]1c2ccccc2)c(OC)cc3
glo 40 hr,7.739896549,FC(F)(F)Oc3cc(CN[C@H]1CCCN[C@H]1c2ccccc2)c(OC)cc3
flor 40 hr,7.389949681,O=[N+]([O-])c1cc(ccc1Cl)[N+]([O-])=O
glo 40 hr,7.239949681,O=[N+]([O-])c1cc(ccc1Cl)[N+]([O-])=O
flor 40 hr,7.239949681,Cl.Nc2nc(N)ccc2/N=N/c1ccccc1
flor 40 hr,7.739896549,s1cccc1SSc2cccs2
flor 40 hr,7.339896549,ClC(Cl)(Cl)C(OC(C)=O)c1ccccc1
flor 40 hr,7.639896549,O=C1OCC(C)O1
flor 40 hr,7.689896549,CO[Si](CCCNCCN)(OC)OC
glo 40 hr,7.189896549,Brc1ccccc1N2Cc3cnc(nc3N(C)C2=O)Nc4ccc5OC(COc5c4)CO
glo 40 hr,7.339949682,Cl.O=C(OCC)c4ccccc4C=1c3cc(C)c(cc3OC2=C\C(=N\CC)C(C)=CC=12)NCC
flor 40 hr,7.689896549,N(=N/Nc1ccccc1)\c2ccccc2
flor 40 hr,7.789896549,CC(C)CCCCCCCOP(OCCCCCCCC(C)C)Oc1ccccc1
flor 40 hr,7.289896549,O.[Na+].O.O.CCN(CC)C([S-])=S
glo 40 hr,7.339896549,O.[Na+].O.O.CCN(CC)C([S-])=S
glo 40 hr,7.389949681,O=C(C)Nc1ccc(cc1)C(=O)CCl
flor 40 hr,7.089896549,CN(C)c1ccc(N=O)cc1
glo 40 hr,7.539896549,CN(C)c1ccc(N=O)cc1
