number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_beta,params_decay,params_dropout_ratio,params_emb_dim,params_lr,params_min_temp,params_num_experts,params_num_layer,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,state
10,0.0,2025-11-26 07:13:38.612787,2025-11-26 07:13:39.013415,0 days 00:00:00.400628,0.7963267971658495,512,0.004231953613871,9.987547144379617e-05,0.0,300,0.0016429927747708027,0.2017715110380745,3,7,,,,COMPLETE
11,96.033864257806,2025-11-26 07:13:39.014081,2025-11-26 07:24:03.695274,0 days 00:10:24.681193,0.11232273306025208,64,0.002363130566684879,2.945653671289619e-05,0.1,300,0.009457532694179486,0.06363421575486247,5,5,,,,COMPLETE
12,93.98848375768459,2025-11-26 07:24:03.695927,2025-11-26 07:36:31.268247,0 days 00:12:27.572320,0.15140677286751206,64,0.004130779469809752,2.954845704071221e-05,0.1,300,0.0018168481169456869,0.2672905835094876,5,6,94.44444444444444,96.75925925925925,96.99074074074075,COMPLETE
13,96.75897095850392,2025-11-26 07:36:31.268744,2025-11-26 07:50:44.220590,0 days 00:14:12.951846,0.1352097746562317,64,0.019681217091400482,4.30790071485762e-05,0.1,300,0.005285379713909255,0.06997368259289836,5,5,93.28703703703705,94.90740740740742,,COMPLETE
14,96.12462849407768,2025-11-26 07:50:44.221199,2025-11-26 08:03:04.235301,0 days 00:12:20.014102,0.11458150301497219,64,0.02203914384584809,1.206523165168551e-05,0.1,300,0.009548966003923368,0.05743184206807464,4,5,95.60185185185185,95.60185185185186,,COMPLETE
15,0.0,2025-11-26 08:03:04.235911,2025-11-26 08:03:04.594983,0 days 00:00:00.359072,0.07039067088856345,512,0.02566720349440979,1.0123772275578057e-05,0.1,300,0.0009667115185109809,0.04110394896002189,3,5,,,,COMPLETE
16,92.36111111111111,2025-11-26 08:03:04.595437,2025-11-26 08:03:50.271259,0 days 00:00:45.675822,0.21251557637748997,256,0.02027213016327684,1.3651476754997373e-05,0.0,300,0.004105229379291157,0.07331537798551306,4,6,92.36111111111111,,,PRUNED
17,85.41666666666667,2025-11-26 08:03:50.271553,2025-11-26 08:04:06.803387,0 days 00:00:16.531834,0.17448265804514224,64,0.021051141107671714,6.866950407612782e-05,0.1,300,0.0008945402598086778,0.011018647143132955,5,5,85.41666666666667,,,PRUNED
18,94.88946588264552,2025-11-26 08:04:06.803623,2025-11-26 08:16:05.296114,0 days 00:11:58.492491,0.06138424675962358,64,0.028001607498856062,4.6555095266636374e-05,0.1,300,0.002625591231404572,0.03790778968382822,4,7,97.22222222222221,,,COMPLETE
19,96.25373133742917,2025-11-26 08:16:05.296717,2025-11-26 08:27:32.888666,0 days 00:11:27.591949,0.27860845928848427,64,0.013390691986680565,1.7173104884574255e-05,0.0,300,0.009213802429743791,0.25206639278548515,3,6,95.83333333333334,,,COMPLETE
20,72.91666666666667,2025-11-26 08:27:32.889100,2025-11-26 08:28:11.230778,0 days 00:00:38.341678,0.8069519470410239,256,0.013966473523357928,1.858765244482564e-05,0.0,300,1.129465668985594e-05,0.3761797325026951,3,6,72.91666666666667,,,PRUNED
21,95.89553118139375,2025-11-26 08:28:11.231046,2025-11-26 08:37:53.281974,0 days 00:09:42.050928,0.2652969602222509,64,0.09275508399366746,1.0803632337256383e-05,0.0,300,0.008931819346356153,0.18315123056716268,4,5,97.22222222222221,,,COMPLETE
22,96.52777777777779,2025-11-26 08:37:53.282664,2025-11-26 08:38:40.330998,0 days 00:00:47.048334,0.12404507490430762,64,0.014229730705914791,3.923474961849009e-05,0.1,300,0.005653336723121524,0.0992560901022899,5,6,95.37037037037037,96.52777777777779,,PRUNED
23,96.10212259960203,2025-11-26 08:38:40.331281,2025-11-26 08:49:48.227634,0 days 00:11:07.896353,0.056423597487239394,64,0.0359994206213299,7.022921615569421e-06,0.2,300,0.005601086125899256,0.27866454504924637,3,5,96.06481481481482,,,COMPLETE
24,93.05555555555554,2025-11-26 08:49:48.228143,2025-11-26 08:50:04.768975,0 days 00:00:16.540832,0.2537276299963721,64,0.012337286847851568,2.0625001514947096e-05,0.0,300,0.0021590348136412414,0.545629733366915,4,5,93.05555555555554,,,PRUNED
25,0.0,2025-11-26 08:50:04.769256,2025-11-26 08:50:05.311199,0 days 00:00:00.541943,0.6181239889702295,512,0.017569538401569277,7.873963726265452e-05,0.1,300,0.0009207038792667778,0.029324392128985008,6,7,,,,COMPLETE
26,95.60185185185185,2025-11-26 08:50:05.311679,2025-11-26 08:50:45.805159,0 days 00:00:40.493480,0.15559499795238174,128,0.007429895180373407,1.271914318517801e-05,0.2,300,0.00581249293794827,0.05184194378662214,5,6,95.60185185185185,95.60185185185185,,PRUNED
27,95.20101878034268,2025-11-26 08:50:45.805388,2025-11-26 09:04:33.537310,0 days 00:13:47.731922,0.09145449921907033,64,0.03137207305346799,2.4094770270948448e-05,0.0,300,0.003102772841330696,0.08120254602221937,3,5,,,,COMPLETE
28,95.37037037037037,2025-11-26 09:04:33.537876,2025-11-26 09:05:21.257061,0 days 00:00:47.719185,0.3324624323794686,64,0.007035343209590023,4.171407526708295e-06,0.1,300,0.009979324504755808,0.1420183618894704,4,6,95.37037037037037,95.37037037037037,,PRUNED
29,89.12037037037037,2025-11-26 09:05:21.257339,2025-11-26 09:05:38.375176,0 days 00:00:17.117837,0.20613251703985183,64,0.09768095459247138,1.6261148300429512e-05,0.4,300,0.001432973317516574,0.026985585693133408,7,7,89.12037037037037,,,PRUNED
