experiment_id,lr,dropout_ratio,batch_size,num_experts,alpha,beta,min_temp,decay,num_layer,emb_dim,gate_dim,split_type,train_metric,val_metric,val_metric_std,test_metric,test_metric_std,num_epochs_trained,early_stopped,timestamp,train_rmse,train_r2,train_pearson,train_spearman,val_rmse,val_r2,val_pearson,val_spearman,test_rmse,test_r2,test_pearson,test_spearman,features
optuna_trial_19_seed_2,0.0041426757776687265,0.0,32,5,0.2950196249667298,0.01672714407678881,0.08649608822131147,6.185739339169801e-06,4,300,50,scaffold,2.8722,9.7483,,8.7964,,144,True,2025-11-26 12:03:33,4.5478,0.9315,0.9717,0.9074,15.3947,0.2335,0.5372,0.5474,12.7678,0.0725,0.4992,0.5904,basic+phys
optuna_trial_19_seed_3,0.0041426757776687265,0.0,32,5,0.2950196249667298,0.01672714407678881,0.08649608822131147,6.185739339169801e-06,4,300,50,scaffold,6.1527,8.3105,,8.4935,,53,True,2025-11-26 12:06:43,7.5579,0.8139,0.9378,0.8439,13.6140,0.2786,0.5960,0.5019,12.1428,0.1611,0.5249,0.5295,basic+phys
optuna_trial_19_seed_4,0.0041426757776687265,0.0,32,5,0.2950196249667298,0.01672714407678881,0.08649608822131147,6.185739339169801e-06,4,300,50,scaffold,3.3796,11.2936,,8.6429,,63,True,2025-11-26 12:10:31,5.2698,0.9026,0.9570,0.9048,17.3496,0.2974,0.5894,0.6015,12.1698,0.1573,0.5457,0.6274,basic+phys
optuna_trial_21_seed_0,0.009874353011194464,0.2,128,5,0.08821566917693532,0.015579574397584393,0.07932483689389597,2.632967621488191e-05,3,300,50,scaffold,7.0154,7.4290,,7.4392,,58,True,2025-11-26 12:12:38,9.3884,0.7215,0.8710,0.8281,12.1351,0.1095,0.5387,0.6140,11.0615,0.3038,0.5706,0.6129,basic+phys
optuna_trial_21_seed_1,0.009874353011194464,0.2,128,5,0.08821566917693532,0.015579574397584393,0.07932483689389597,2.632967621488191e-05,3,300,50,scaffold,5.1332,7.9179,,7.7727,,56,True,2025-11-26 12:14:28,8.3923,0.7784,0.8836,0.8636,13.0785,0.1013,0.5701,0.6015,11.8706,0.1983,0.5077,0.5132,basic+phys
optuna_trial_21_seed_2,0.009874353011194464,0.2,128,5,0.08821566917693532,0.015579574397584393,0.07932483689389597,2.632967621488191e-05,3,300,50,scaffold,5.7807,9.7953,,7.4069,,58,True,2025-11-26 12:16:22,9.4558,0.7020,0.8786,0.8586,15.4800,0.2249,0.5793,0.6073,11.0587,0.3042,0.5932,0.6279,basic+phys
optuna_trial_21_seed_3,0.009874353011194464,0.2,128,5,0.08821566917693532,0.015579574397584393,0.07932483689389597,2.632967621488191e-05,3,300,50,scaffold,5.3435,8.3649,,7.4872,,67,True,2025-11-26 12:18:28,8.0996,0.7854,0.8935,0.8311,13.6832,0.2712,0.5567,0.5157,11.1876,0.2879,0.5576,0.5685,basic+phys
optuna_trial_21_seed_4,0.009874353011194464,0.2,128,5,0.08821566917693532,0.015579574397584393,0.07932483689389597,2.632967621488191e-05,3,300,50,scaffold,4.6970,10.4115,,7.2710,,61,True,2025-11-26 12:20:23,7.9345,0.7766,0.8816,0.8502,16.0991,0.3950,0.6457,0.6988,11.2429,0.2808,0.5485,0.6029,basic+phys
optuna_trial_25_seed_0,0.005678607532277355,0.1,128,4,0.25235629368514895,0.012461919495670937,0.9986692081885722,3.311848695234277e-05,3,300,50,scaffold,5.3189,7.3445,,7.8944,,69,True,2025-11-26 12:24:56,8.5221,0.7685,0.8769,0.8466,12.1684,0.1046,0.5666,0.6589,11.0834,0.3011,0.5645,0.6115,basic+phys
optuna_trial_25_seed_1,0.005678607532277355,0.1,128,4,0.25235629368514895,0.012461919495670937,0.9986692081885722,3.311848695234277e-05,3,300,50,scaffold,5.1711,8.2847,,7.6602,,62,True,2025-11-26 12:26:58,8.0109,0.8006,0.8960,0.8581,13.6262,0.0245,0.5237,0.6069,11.3827,0.2628,0.5392,0.5654,basic+phys
optuna_trial_25_seed_2,0.005678607532277355,0.1,128,4,0.25235629368514895,0.012461919495670937,0.9986692081885722,3.311848695234277e-05,3,300,50,scaffold,4.5053,10.0006,,7.7870,,59,True,2025-11-26 12:28:53,7.8857,0.7948,0.8954,0.8737,14.4980,0.3201,0.5854,0.6073,11.1963,0.2868,0.5407,0.6056,basic+phys
optuna_trial_25_seed_3,0.005678607532277355,0.1,128,4,0.25235629368514895,0.012461919495670937,0.9986692081885722,3.311848695234277e-05,3,300,50,scaffold,4.7021,8.4968,,7.8424,,81,True,2025-11-26 12:31:31,7.8577,0.8036,0.9161,0.8829,13.1002,0.3320,0.6246,0.5813,11.2546,0.2793,0.5588,0.6128,basic+phys
optuna_trial_25_seed_4,0.005678607532277355,0.1,128,4,0.25235629368514895,0.012461919495670937,0.9986692081885722,3.311848695234277e-05,3,300,50,scaffold,4.9160,10.6384,,7.8264,,61,True,2025-11-26 12:33:30,8.4897,0.7474,0.8769,0.8306,17.9501,0.2479,0.5318,0.5411,11.6581,0.2267,0.5509,0.5939,basic+phys
optuna_trial_27_seed_0,0.003014276944387417,0.0,512,5,0.11155685611529165,0.021599027165353883,0.05681224540859694,9.256983070579644e-06,5,300,50,scaffold,2.3535,8.5852,,8.6881,,99,True,2025-11-26 12:38:06,4.7810,0.9313,0.9654,0.9406,12.5599,0.0461,0.5308,0.6097,12.5304,0.1067,0.4833,0.5951,basic+phys
optuna_trial_27_seed_1,0.003014276944387417,0.0,512,5,0.11155685611529165,0.021599027165353883,0.05681224540859694,9.256983070579644e-06,5,300,50,scaffold,2.6679,8.3264,,8.6173,,91,True,2025-11-26 12:40:36,5.0740,0.9206,0.9604,0.9272,12.8575,0.1314,0.5557,0.6265,12.4718,0.1150,0.4929,0.5930,basic+phys
optuna_trial_27_seed_2,0.003014276944387417,0.0,512,5,0.11155685611529165,0.021599027165353883,0.05681224540859694,9.256983070579644e-06,5,300,50,scaffold,1.9472,9.8562,,8.5763,,177,True,2025-11-26 12:45:22,3.4361,0.9587,0.9816,0.9615,14.1842,0.3493,0.5988,0.6280,12.5465,0.1044,0.4783,0.5535,basic+phys
