number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_beta,params_dropout_ratio,params_emb_dim,params_lr,params_num_experts,params_num_layer,state
12,0.0,2025-11-26 00:52:10.906913,2025-11-26 00:52:10.916648,0 days 00:00:00.009735,0.03570337459136614,256,0.018412266966572943,0.30000000000000004,300,0.0001408542271559702,6,4,COMPLETE
13,0.0,2025-11-26 00:52:10.916774,2025-11-26 00:52:10.926327,0 days 00:00:00.009553,0.4120699036921781,512,0.004157073827677447,0.4,300,0.000992085233622681,4,3,COMPLETE
14,0.0,2025-11-26 00:52:10.926441,2025-11-26 00:52:10.935840,0 days 00:00:00.009399,0.33082352576776575,128,0.019297624555042015,0.0,300,0.0006257678772565477,4,4,COMPLETE
15,0.0,2025-11-26 00:52:10.935955,2025-11-26 00:52:10.945279,0 days 00:00:00.009324,0.048631829307906056,32,0.0011688696440681808,0.2,300,0.00010473557047940077,7,3,COMPLETE
16,0.0,2025-11-26 00:52:10.945391,2025-11-26 00:52:10.954716,0 days 00:00:00.009325,0.614163500959163,32,0.004714794554933278,0.4,300,1.0907502166400514e-05,7,3,COMPLETE
17,0.0,2025-11-26 00:52:10.954845,2025-11-26 00:52:10.964423,0 days 00:00:00.009578,0.2357053153853211,128,0.0022977104383887044,0.30000000000000004,300,0.00019066812938911255,5,5,COMPLETE
18,0.0,2025-11-26 00:52:10.964537,2025-11-26 00:52:10.974151,0 days 00:00:00.009614,0.04337642332664913,64,0.01633279217839567,0.5,300,0.0009602561322150623,6,4,COMPLETE
19,0.0,2025-11-26 00:52:10.974264,2025-11-26 00:52:10.984132,0 days 00:00:00.009868,0.22967196377325477,256,0.011868441109213984,0.0,300,0.0002443025541110872,4,3,COMPLETE
20,0.0,2025-11-26 00:52:10.984248,2025-11-26 00:52:10.994508,0 days 00:00:00.010260,0.019755989556668203,512,0.03655326330462666,0.2,300,6.770513306167003e-05,3,4,COMPLETE
21,0.0,2025-11-26 00:52:10.994632,2025-11-26 00:52:11.004676,0 days 00:00:00.010044,0.17444337250509062,32,0.0035170915948940142,0.2,300,1.2439464681618558e-05,8,6,COMPLETE
22,0.0,2025-11-26 00:52:11.004799,2025-11-26 00:52:11.014933,0 days 00:00:00.010134,0.06961624352670541,32,0.0032334576636208422,0.30000000000000004,300,3.176189327339355e-05,7,5,COMPLETE
23,0.0,2025-11-26 00:52:11.015061,2025-11-26 00:52:11.024926,0 days 00:00:00.009865,0.15978872130263175,32,0.09443318787063917,0.2,300,0.0005164534982680016,8,6,COMPLETE
24,0.0,2025-11-26 00:52:11.025047,2025-11-26 00:52:11.034986,0 days 00:00:00.009939,0.3160612556432935,32,0.0061697312294138815,0.1,300,4.742323676656038e-05,8,5,COMPLETE
25,0.0,2025-11-26 00:52:11.035101,2025-11-26 00:52:11.044707,0 days 00:00:00.009606,0.6048657851373322,128,0.0017430965373991028,0.30000000000000004,300,1.6095570942606504e-05,7,3,COMPLETE
26,0.0,2025-11-26 00:52:11.044822,2025-11-26 00:52:11.054545,0 days 00:00:00.009723,0.05853030293733547,32,0.0057877083432333574,0.2,300,0.0011880828337752435,6,4,COMPLETE
27,0.0,2025-11-26 00:52:11.054668,2025-11-26 00:52:11.064517,0 days 00:00:00.009849,0.6007837623657114,32,0.0032627307784277794,0.4,300,0.00012099386942871193,8,6,COMPLETE
28,0.0,2025-11-26 00:52:11.064627,2025-11-26 00:52:11.074439,0 days 00:00:00.009812,0.029112964293175964,128,0.012214903539263763,0.1,300,0.00020826900423852017,5,3,COMPLETE
29,0.0,2025-11-26 00:52:11.074550,2025-11-26 00:52:11.084361,0 days 00:00:00.009811,0.08191053267697362,256,0.002789175595864404,0.0,300,2.001724251088179e-05,3,4,COMPLETE
