number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_beta,params_dropout_ratio,params_emb_dim,params_lr,params_num_experts,params_num_layer,state
0,0.0,2025-11-26 00:52:10.868158,2025-11-26 00:52:10.872382,0 days 00:00:00.004224,0.2928009899889185,32,0.002838954676550784,0.1,300,0.00022390889569600295,4,3,COMPLETE
1,0.0,2025-11-26 00:52:10.872537,2025-11-26 00:52:10.874413,0 days 00:00:00.001876,0.1472657731291144,128,0.00641904204963628,0.30000000000000004,300,0.00031646411475596805,8,3,COMPLETE
2,0.0,2025-11-26 00:52:10.874541,2025-11-26 00:52:10.876076,0 days 00:00:00.001535,0.13578898122683775,32,0.00338160372861042,0.2,300,2.936236168364466e-05,8,6,COMPLETE
3,0.0,2025-11-26 00:52:10.876193,2025-11-26 00:52:10.877634,0 days 00:00:00.001441,0.0807583513660527,256,0.0022780331611150016,0.1,300,7.547694779379219e-05,3,4,COMPLETE
4,0.0,2025-11-26 00:52:10.877745,2025-11-26 00:52:10.879176,0 days 00:00:00.001431,0.012609760661845652,64,0.008264416778028893,0.1,300,0.009516334816725489,3,5,COMPLETE
5,0.0,2025-11-26 00:52:10.879278,2025-11-26 00:52:10.880684,0 days 00:00:00.001406,0.2150437074466865,128,0.047063915203143285,0.1,300,3.1216108189018265e-05,8,4,COMPLETE
6,0.0,2025-11-26 00:52:10.880798,2025-11-26 00:52:10.882311,0 days 00:00:00.001513,0.09256231297904279,32,0.0019203575221963497,0.30000000000000004,300,0.0021215398157406625,7,3,COMPLETE
7,0.0,2025-11-26 00:52:10.882430,2025-11-26 00:52:10.883865,0 days 00:00:00.001435,0.11579655923038921,64,0.052758809313969326,0.2,300,0.004422873293812585,8,6,COMPLETE
8,0.0,2025-11-26 00:52:10.883961,2025-11-26 00:52:10.885300,0 days 00:00:00.001339,0.13359905198138547,128,0.006263974174173614,0.1,300,3.591344188365212e-05,5,6,COMPLETE
9,0.0,2025-11-26 00:52:10.885384,2025-11-26 00:52:10.886698,0 days 00:00:00.001314,0.11612397278567797,128,0.00922338594382109,0.4,300,0.003161352627077057,5,5,COMPLETE
10,0.0,2025-11-26 00:52:10.886779,2025-11-26 00:52:10.897145,0 days 00:00:00.010366,0.9607962601291888,512,0.0010434391167697527,0.5,300,0.00038151912066618145,4,3,COMPLETE
11,0.0,2025-11-26 00:52:10.897250,2025-11-26 00:52:10.906808,0 days 00:00:00.009558,0.4003958909108739,32,0.022657511292317672,0.0,300,0.00032964029084670286,6,3,COMPLETE
