number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_beta,params_dropout_ratio,params_emb_dim,params_lr,params_num_experts,params_num_layer,state
0,0.0,2025-11-26 00:52:05.192437,2025-11-26 00:52:05.196579,0 days 00:00:00.004142,0.024072738227240698,256,0.018262265799171555,0.4,300,0.004690403346967736,6,4,COMPLETE
1,0.0,2025-11-26 00:52:05.196718,2025-11-26 00:52:05.198497,0 days 00:00:00.001779,0.5312692987283062,128,0.062180215501551346,0.4,300,0.003490716266867672,6,4,COMPLETE
2,0.0,2025-11-26 00:52:05.198602,2025-11-26 00:52:05.200044,0 days 00:00:00.001442,0.09563538147100056,256,0.0050506333700897224,0.1,300,0.0032112597653158087,7,5,COMPLETE
3,0.0,2025-11-26 00:52:05.200145,2025-11-26 00:52:05.201550,0 days 00:00:00.001405,0.08929877040255223,32,0.010779910303395673,0.30000000000000004,300,0.006732299609898573,8,4,COMPLETE
4,0.0,2025-11-26 00:52:05.201650,2025-11-26 00:52:05.203046,0 days 00:00:00.001396,0.09999285412915603,512,0.040599458513265525,0.0,300,0.0008022473615623103,7,4,COMPLETE
5,0.0,2025-11-26 00:52:05.203142,2025-11-26 00:52:05.204536,0 days 00:00:00.001394,0.7169658636918548,64,0.013662704125134014,0.4,300,0.00023297291034290982,7,5,COMPLETE
6,0.0,2025-11-26 00:52:05.204646,2025-11-26 00:52:05.206125,0 days 00:00:00.001479,0.5989133668573534,512,0.0035795070826158343,0.30000000000000004,300,0.00046440827114373645,8,4,COMPLETE
7,0.0,2025-11-26 00:52:05.206255,2025-11-26 00:52:05.207688,0 days 00:00:00.001433,0.8299141429907774,32,0.06937866160661142,0.5,300,1.1050697092264322e-05,3,4,COMPLETE
8,0.0,2025-11-26 00:52:05.207787,2025-11-26 00:52:05.209156,0 days 00:00:00.001369,0.48767210261069593,64,0.04957091765306566,0.0,300,1.733219891291273e-05,4,3,COMPLETE
9,0.0,2025-11-26 00:52:05.209240,2025-11-26 00:52:05.210566,0 days 00:00:00.001326,0.22673768257107652,256,0.06623895787026844,0.30000000000000004,300,0.0011172392910976249,6,4,COMPLETE
10,0.0,2025-11-26 00:52:05.210650,2025-11-26 00:52:05.221433,0 days 00:00:00.010783,0.013963893437743081,256,0.0013490705525874924,0.5,300,9.650614296258788e-05,5,6,COMPLETE
11,0.0,2025-11-26 00:52:05.221527,2025-11-26 00:52:05.231223,0 days 00:00:00.009696,0.024961172596556027,128,0.023549205555232492,0.4,300,0.007666175331952568,5,3,COMPLETE
12,0.0,2025-11-26 00:52:05.231315,2025-11-26 00:52:05.240866,0 days 00:00:00.009551,0.031164436432292327,128,0.022541282520559536,0.4,300,0.002563499876003868,6,5,COMPLETE
13,0.0,2025-11-26 00:52:05.240969,2025-11-26 00:52:05.250564,0 days 00:00:00.009595,0.1966960736017085,128,0.09599614853408647,0.5,300,0.0021933124771736246,6,3,COMPLETE
14,0.0,2025-11-26 00:52:05.250661,2025-11-26 00:52:05.260358,0 days 00:00:00.009697,0.04528939327446034,128,0.023486738411094638,0.2,300,0.009711768069966046,4,6,COMPLETE
15,0.0,2025-11-26 00:52:05.260455,2025-11-26 00:52:05.270068,0 days 00:00:00.009613,0.2919948850768971,256,0.0047518301649832366,0.4,300,0.00012299701156516548,5,5,COMPLETE
16,0.0,2025-11-26 00:52:05.270166,2025-11-26 00:52:05.279600,0 days 00:00:00.009434,0.01057122121301367,128,0.03360136372702641,0.2,300,0.0013911665927436553,7,3,COMPLETE
17,0.0,2025-11-26 00:52:05.279699,2025-11-26 00:52:05.289222,0 days 00:00:00.009523,0.05012443367696865,256,0.014091398607851644,0.4,300,0.004068601011232658,4,4,COMPLETE
