number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_beta,params_dropout_ratio,params_emb_dim,params_lr,params_num_experts,params_num_layer,state
18,0.0,2025-11-26 00:52:05.289318,2025-11-26 00:52:05.298960,0 days 00:00:00.009642,0.3532122436934048,64,0.0011303190146916488,0.30000000000000004,300,0.0005508596190060198,6,5,COMPLETE
19,0.0,2025-11-26 00:52:05.299064,2025-11-26 00:52:05.308942,0 days 00:00:00.009878,0.01689091561703089,32,0.007975105823382242,0.5,300,0.00026238455437895144,5,3,COMPLETE
20,0.0,2025-11-26 00:52:05.309043,2025-11-26 00:52:05.319189,0 days 00:00:00.010146,0.1531739722649163,512,0.0021556103091591667,0.2,300,3.898810225924248e-05,3,4,COMPLETE
21,0.0,2025-11-26 00:52:05.319294,2025-11-26 00:52:05.328979,0 days 00:00:00.009685,0.06713190511574103,256,0.0061541071889251,0.1,300,0.0033839208001573023,7,5,COMPLETE
22,0.0,2025-11-26 00:52:05.329079,2025-11-26 00:52:05.338827,0 days 00:00:00.009748,0.13941730443153563,256,0.0027205604138466582,0.1,300,0.0047478328161814805,7,6,COMPLETE
23,0.0,2025-11-26 00:52:05.338934,2025-11-26 00:52:05.348681,0 days 00:00:00.009747,0.02341451086944026,256,0.008774371486145295,0.1,300,0.0016578133017833476,8,5,COMPLETE
24,0.0,2025-11-26 00:52:05.348790,2025-11-26 00:52:05.358628,0 days 00:00:00.009838,0.03804710428925601,256,0.005136399444120848,0.1,300,0.004340489003065079,6,4,COMPLETE
25,0.0,2025-11-26 00:52:05.358739,2025-11-26 00:52:05.368688,0 days 00:00:00.009949,0.0612856118140172,128,0.015328142949721695,0.2,300,0.0008518722468725719,7,5,COMPLETE
26,0.0,2025-11-26 00:52:05.368798,2025-11-26 00:52:05.379108,0 days 00:00:00.010310,0.13275981497467162,256,0.032334989514734944,0.30000000000000004,300,0.0024572079309321763,6,4,COMPLETE
27,0.0,2025-11-26 00:52:05.379226,2025-11-26 00:52:05.389356,0 days 00:00:00.010130,0.34943747046789286,256,0.0033116776439956926,0.4,300,0.006103200851393676,8,5,COMPLETE
28,0.0,2025-11-26 00:52:05.389464,2025-11-26 00:52:05.400087,0 days 00:00:00.010623,0.9923039819192055,128,0.0016291979400624706,0.0,300,0.001914898174394321,7,4,COMPLETE
29,0.0,2025-11-26 00:52:05.400197,2025-11-26 00:52:05.410726,0 days 00:00:00.010529,0.08921141475349244,32,0.010885603698487269,0.30000000000000004,300,0.008698734083082948,6,6,COMPLETE
