number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_beta,params_dropout_ratio,params_emb_dim,params_lr,params_num_experts,params_num_layer,state
0,0.0,2025-11-26 00:52:00.119564,2025-11-26 00:52:00.123787,0 days 00:00:00.004223,0.016196550392836965,64,0.010130547950299275,0.2,300,0.004937798564761359,7,4,COMPLETE
1,0.0,2025-11-26 00:52:00.123942,2025-11-26 00:52:00.125774,0 days 00:00:00.001832,0.25274175522468595,512,0.01690780706141247,0.30000000000000004,300,0.00018304045601561569,8,5,COMPLETE
2,0.0,2025-11-26 00:52:00.125884,2025-11-26 00:52:00.127276,0 days 00:00:00.001392,0.2121364030333301,128,0.0035454997333322657,0.30000000000000004,300,1.792851904565299e-05,4,5,COMPLETE
3,0.0,2025-11-26 00:52:00.127377,2025-11-26 00:52:00.128778,0 days 00:00:00.001401,0.020144876182330646,256,0.01948461010079045,0.0,300,0.0010530341073982346,5,6,COMPLETE
4,0.0,2025-11-26 00:52:00.128875,2025-11-26 00:52:00.130247,0 days 00:00:00.001372,0.012216638252147045,256,0.029554993155052264,0.2,300,0.0002379766788396141,6,3,COMPLETE
5,0.0,2025-11-26 00:52:00.130341,2025-11-26 00:52:00.131715,0 days 00:00:00.001374,0.18033399196954947,32,0.015968298365057525,0.2,300,0.005603273272841745,3,3,COMPLETE
6,0.0,2025-11-26 00:52:00.131812,2025-11-26 00:52:00.133262,0 days 00:00:00.001450,0.9246544405061221,128,0.08832451738562529,0.2,300,5.8339952973289804e-05,4,5,COMPLETE
7,0.0,2025-11-26 00:52:00.133380,2025-11-26 00:52:00.134811,0 days 00:00:00.001431,0.6125561971064205,64,0.002795524234770972,0.2,300,0.0004812082255033436,3,6,COMPLETE
8,0.0,2025-11-26 00:52:00.134906,2025-11-26 00:52:00.136228,0 days 00:00:00.001322,0.05326085835173093,256,0.0023377085632206645,0.0,300,6.777757859712382e-05,7,5,COMPLETE
9,0.0,2025-11-26 00:52:00.136311,2025-11-26 00:52:00.137617,0 days 00:00:00.001306,0.012025133531905412,32,0.001517919149551476,0.4,300,0.003977448578359168,5,4,COMPLETE
10,0.0,2025-11-26 00:52:00.137695,2025-11-26 00:52:00.147584,0 days 00:00:00.009889,0.04294719535714073,64,0.007165236243049977,0.5,300,0.0018401828191600025,8,4,COMPLETE
11,0.0,2025-11-26 00:52:00.147682,2025-11-26 00:52:00.156466,0 days 00:00:00.008784,0.31736986416747665,512,0.007354452253488762,0.30000000000000004,300,0.00017216428278447638,8,4,COMPLETE
12,0.0,2025-11-26 00:52:00.156563,2025-11-26 00:52:00.166506,0 days 00:00:00.009943,0.0780218048421409,512,0.04390589867607329,0.1,300,0.0008252637283307364,7,4,COMPLETE
13,0.0,2025-11-26 00:52:00.166672,2025-11-26 00:52:00.176718,0 days 00:00:00.010046,0.03394502774623038,512,0.010215893251795507,0.4,300,0.008359515215224735,7,5,COMPLETE
14,0.0,2025-11-26 00:52:00.176865,2025-11-26 00:52:00.186591,0 days 00:00:00.009726,0.13655613512513773,64,0.011716550736079787,0.1,300,9.623582336224813e-05,8,6,COMPLETE
15,0.0,2025-11-26 00:52:00.186717,2025-11-26 00:52:00.196430,0 days 00:00:00.009713,0.35430812115603477,512,0.005079719495666529,0.4,300,1.1603580406428282e-05,6,3,COMPLETE
16,0.0,2025-11-26 00:52:00.196555,2025-11-26 00:52:00.206956,0 days 00:00:00.010401,0.08259879103479979,64,0.043400808751624394,0.30000000000000004,300,0.0018496318754805828,7,5,COMPLETE
17,0.0,2025-11-26 00:52:00.207085,2025-11-26 00:52:00.216967,0 days 00:00:00.009882,0.46762062024503925,64,0.022012794109151263,0.1,300,3.497498412683775e-05,8,4,COMPLETE
18,0.0,2025-11-26 00:52:00.217094,2025-11-26 00:52:00.234258,0 days 00:00:00.017164,0.021764052494606837,512,0.08580249003400442,0.5,300,0.00027416362479414205,6,5,COMPLETE
19,0.0,2025-11-26 00:52:00.234459,2025-11-26 00:52:00.245109,0 days 00:00:00.010650,0.12227740976627757,32,0.0010942605180118937,0.30000000000000004,300,0.0005997502920643829,7,4,COMPLETE
20,0.0,2025-11-26 00:52:00.245250,2025-11-26 00:52:00.254971,0 days 00:00:00.009721,0.20887757989241063,128,0.03450209271671318,0.1,300,0.0026308225543735827,8,3,COMPLETE
21,0.0,2025-11-26 00:52:00.255094,2025-11-26 00:52:00.264690,0 days 00:00:00.009596,0.23097934856061525,128,0.003475321913704444,0.30000000000000004,300,1.5346209928526404e-05,4,5,COMPLETE
22,0.0,2025-11-26 00:52:00.264817,2025-11-26 00:52:00.274535,0 days 00:00:00.009718,0.3042342999453571,128,0.004409515021500267,0.4,300,2.5514308847873996e-05,4,5,COMPLETE
23,0.0,2025-11-26 00:52:00.274665,2025-11-26 00:52:00.284438,0 days 00:00:00.009773,0.16358562058694354,128,0.006744213659885768,0.30000000000000004,300,0.00013798814658034508,5,6,COMPLETE
24,0.0,2025-11-26 00:52:00.284565,2025-11-26 00:52:00.294460,0 days 00:00:00.009895,0.09596982912781425,64,0.013347214010173481,0.2,300,2.735472233053366e-05,6,5,COMPLETE
25,0.0,2025-11-26 00:52:00.294581,2025-11-26 00:52:00.303951,0 days 00:00:00.009370,0.6757858527932251,128,0.0019854896247437797,0.30000000000000004,300,0.0003653525031688895,4,4,COMPLETE
26,0.0,2025-11-26 00:52:00.304064,2025-11-26 00:52:00.313568,0 days 00:00:00.009504,0.06370146864681868,512,0.008598782997915229,0.4,300,4.861873187476918e-05,7,5,COMPLETE
27,0.0,2025-11-26 00:52:00.313689,2025-11-26 00:52:00.323307,0 days 00:00:00.009618,0.02687052785859577,128,0.004028750883594083,0.2,300,0.0011198217177475053,3,6,COMPLETE
28,0.0,2025-11-26 00:52:00.323423,2025-11-26 00:52:00.333207,0 days 00:00:00.009784,0.26905488913410386,64,0.005933185825877547,0.30000000000000004,300,0.0095633540028468,8,4,COMPLETE
29,0.0,2025-11-26 00:52:00.333322,2025-11-26 00:52:00.343044,0 days 00:00:00.009722,0.016150617327840892,256,0.019480406928120083,0.2,300,0.00010405896516777957,5,5,COMPLETE
