experiment_id,lr,dropout_ratio,batch_size,num_experts,alpha,beta,min_temp,decay,num_layer,emb_dim,gate_dim,split_type,val_metric,val_metric_std,test_metric,test_metric_std,num_epochs_trained,early_stopped,timestamp,test_auprc,test_accuracy,test_f1,test_sensitivity,test_specificity
final_model,0.001,0.0,512,5,0.1,0.1,1.0,0.0,5,300,50,random,,,78.5859,,115,True,2025-11-18 06:50:10,0.5260,0.4286,0.4074,1.0000,0.2889
