number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_beta,params_dropout_ratio,params_emb_dim,params_lr,params_num_experts,params_num_layer,state
0,0.0,2025-11-26 00:52:00.184690,2025-11-26 00:52:00.188616,0 days 00:00:00.003926,0.010150059049430012,256,0.011783554465882575,0.0,300,0.0004066036047996061,5,3,COMPLETE
1,0.0,2025-11-26 00:52:00.188752,2025-11-26 00:52:00.190523,0 days 00:00:00.001771,0.47563246522542973,64,0.005104586078076625,0.0,300,0.0019458157308315527,6,4,COMPLETE
2,0.0,2025-11-26 00:52:00.190635,2025-11-26 00:52:00.192041,0 days 00:00:00.001406,0.7708430072564457,128,0.0038911121273957072,0.0,300,4.599690220511979e-05,8,6,COMPLETE
3,0.0,2025-11-26 00:52:00.192143,2025-11-26 00:52:00.193533,0 days 00:00:00.001390,0.7913758483144453,64,0.007806623197821071,0.1,300,7.016752647657815e-05,5,3,COMPLETE
4,0.0,2025-11-26 00:52:00.193632,2025-11-26 00:52:00.195005,0 days 00:00:00.001373,0.16445330513865605,128,0.040347391599901444,0.0,300,0.0009934472888965043,5,6,COMPLETE
5,0.0,2025-11-26 00:52:00.195099,2025-11-26 00:52:00.196480,0 days 00:00:00.001381,0.04992271658311557,64,0.06688867560145985,0.1,300,0.0016662854563600016,4,4,COMPLETE
6,0.0,2025-11-26 00:52:00.196577,2025-11-26 00:52:00.198024,0 days 00:00:00.001447,0.014138693430276838,512,0.0025330290407109507,0.2,300,0.0006593073199454504,4,6,COMPLETE
7,0.0,2025-11-26 00:52:00.198140,2025-11-26 00:52:00.199542,0 days 00:00:00.001402,0.04383937794057165,32,0.09800937907470184,0.0,300,8.5771855789164e-05,5,6,COMPLETE
8,0.0,2025-11-26 00:52:00.199659,2025-11-26 00:52:00.200980,0 days 00:00:00.001321,0.016010878428981485,64,0.003140683345931727,0.0,300,4.2718424081409515e-05,3,4,COMPLETE
9,0.0,2025-11-26 00:52:00.201062,2025-11-26 00:52:00.202369,0 days 00:00:00.001307,0.022222199785789758,64,0.004177120880896377,0.2,300,0.0005939570756651441,7,5,COMPLETE
