experiment_id,lr,dropout_ratio,batch_size,num_experts,alpha,beta,min_temp,decay,num_layer,emb_dim,gate_dim,split_type,val_metric,val_metric_std,test_metric,test_metric_std,num_epochs_trained,early_stopped,timestamp,test_rmse,test_r2,test_pearson,test_spearman,val_rmse,val_r2,val_pearson,val_spearman
retune_exp001,0.001,0.0,512,3,0.01,0.1,0.1,0.0001,5,300,50,random,12.3574,,12.5498,,61,True,2025-11-17 22:04:32,17.2702,0.3006,0.5581,0.4583,17.5762,0.2839,0.5586,0.4439
retune_exp003,0.0001,0.0,512,7,0.01,1.0,1.0,0.0001,5,300,50,random,12.4801,,12.6670,,100,False,2025-11-17 22:46:01,17.3778,0.2919,0.5482,0.4557,17.2580,0.3096,0.5633,0.4685
retune_exp002,0.0001,0.3,512,7,1.0,1.0,0.1,0.0,5,300,50,random,12.5545,,12.7538,,100,False,2025-11-17 22:46:14,17.6119,0.2727,0.5291,0.4593,17.4005,0.2982,0.5510,0.4764
retune_exp000,0.001,0.3,512,7,0.1,0.1,1.0,0.0001,5,300,50,random,12.3112,,12.4838,,100,False,2025-11-17 22:51:53,17.1375,0.3113,0.5675,0.4760,17.1292,0.3199,0.5790,0.4886
retune_exp004,0.001,0.0,512,7,0.01,0.1,0.1,0.0,5,300,50,random,12.4460,,12.6065,,61,True,2025-11-17 23:09:13,17.3147,0.2970,0.5533,0.4595,17.8620,0.2605,0.5482,0.4400
retune_exp007,0.001,0.0,512,5,0.1,0.1,0.1,0.0,5,300,50,random,12.3922,,12.5828,,60,True,2025-11-17 23:59:26,17.2765,0.3001,0.5548,0.4643,17.7170,0.2724,0.5587,0.4506
retune_exp005,0.001,0.3,512,5,1.0,1.0,1.0,0.0001,5,300,50,random,12.2680,,12.4443,,100,False,2025-11-18 00:32:17,17.0816,0.3158,0.5715,0.4715,17.0713,0.3245,0.5812,0.4910
retune_exp006,0.0001,0.3,512,5,1.0,0.01,1.0,0.0001,5,300,50,random,12.5106,,12.7114,,100,False,2025-11-18 00:32:33,17.5017,0.2818,0.5379,0.4615,17.3339,0.3035,0.5570,0.4778
retune_exp008,0.0001,0.3,512,5,0.1,1.0,0.1,0.0,5,300,50,random,12.5609,,12.7483,,100,False,2025-11-18 00:56:16,17.6054,0.2732,0.5299,0.4591,17.4264,0.2961,0.5508,0.4763
