experiment_id,lr,dropout_ratio,batch_size,num_experts,alpha,beta,min_temp,decay,num_layer,emb_dim,gate_dim,split_type,val_metric,val_metric_std,test_metric,test_metric_std,num_epochs_trained,early_stopped,timestamp
enhanced_feat_exp000,0.0001,0.0,512,3,0.01,0.01,0.1,0.0,5,300,50,scaffold,81.9497,,69.5674,,100,False,2025-11-15 10:57:02
enhanced_feat_exp004,0.0001,0.3,512,7,0.1,0.01,1.0,0.0,5,300,50,scaffold,80.9131,,83.3909,,100,False,2025-11-15 10:58:39
enhanced_feat_exp008,0.0001,0.0,512,5,0.1,0.1,0.1,0.0001,5,300,50,scaffold,81.8147,,85.6891,,92,True,2025-11-15 11:01:51
enhanced_feat_exp014,0.0001,0.3,512,7,0.01,1.0,1.0,0.0,5,300,50,scaffold,80.7327,,83.1987,,100,False,2025-11-15 11:08:20
enhanced_feat_exp015,0.0001,0.3,512,7,1.0,0.01,1.0,0.0001,5,300,50,scaffold,75.4699,,70.3617,,96,True,2025-11-15 11:08:36
enhanced_feat_exp017,0.0001,0.3,512,7,0.01,0.01,1.0,0.0,5,300,50,scaffold,81.2995,,84.6305,,100,False,2025-11-15 11:09:46
enhanced_feat_exp018,0.001,0.3,512,7,1.0,1.0,0.1,0.0001,5,300,50,scaffold,76.7179,,46.4543,,27,True,2025-11-15 11:09:49
enhanced_feat_exp019,0.001,0.3,512,7,0.1,0.01,0.1,0.0,5,300,50,scaffold,83.1112,,83.0542,,100,False,2025-11-15 11:13:50
enhanced_feat_exp020,0.0001,0.3,512,7,1.0,0.01,0.1,0.0,5,300,50,scaffold,80.6540,,83.4305,,100,False,2025-11-15 11:14:48
enhanced_feat_exp022,0.001,0.3,512,7,0.01,1.0,1.0,0.0,5,300,50,scaffold,83.3634,,75.4194,,100,False,2025-11-15 11:15:05
enhanced_feat_exp029,0.001,0.3,512,7,1.0,1.0,1.0,0.0,5,300,50,scaffold,81.3009,,67.6994,,57,True,2025-11-15 11:20:25
enhanced_feat_exp031,0.0001,0.0,512,7,1.0,0.01,0.1,0.0,5,300,50,scaffold,81.4800,,83.6340,,100,False,2025-11-15 11:24:59
enhanced_feat_exp034,0.0001,0.3,512,5,0.1,0.01,1.0,0.0001,5,300,50,scaffold,80.8027,,86.4885,,100,False,2025-11-15 11:26:36
enhanced_feat_exp038,0.0001,0.0,512,3,0.01,1.0,0.1,0.0001,5,300,50,scaffold,78.7747,,83.9328,,59,True,2025-11-15 11:29:45
enhanced_feat_exp037,0.0001,0.3,512,7,1.0,1.0,0.1,0.0001,5,300,50,scaffold,75.6979,,81.0782,,88,True,2025-11-15 11:30:09
enhanced_feat_exp040,0.001,0.0,512,7,0.1,0.1,0.1,0.0,5,300,50,scaffold,83.0908,,80.4612,,100,False,2025-11-15 11:34:58
enhanced_feat_exp044,0.0001,0.3,512,3,1.0,0.1,1.0,0.0,5,300,50,scaffold,81.9672,,84.4768,,100,False,2025-11-15 11:36:52
enhanced_feat_exp046,0.001,0.3,512,3,0.01,0.01,0.1,0.0001,5,300,50,scaffold,80.0157,,75.7689,,26,True,2025-11-15 11:37:15
enhanced_feat_exp048,0.0001,0.0,512,3,1.0,0.1,0.1,0.0,5,300,50,scaffold,82.7047,,85.9648,,100,False,2025-11-15 11:41:10
enhanced_final,0.001,0.3,512,7,1.0,1.0,0.1,0.0001,5,300,50,scaffold,,,79.5138,,55,True,2025-11-16 08:24:58
