experiment_id,lr,dropout_ratio,batch_size,num_experts,alpha,beta,min_temp,decay,num_layer,emb_dim,gate_dim,split_type,val_metric,val_metric_std,test_metric,test_metric_std,num_epochs_trained,early_stopped,timestamp,test_auprc,test_accuracy,test_f1,test_sensitivity,test_specificity,val_auprc,val_accuracy,val_f1,val_sensitivity,val_specificity
exp_1035,0.0001,0.3,512,3,0.1,0.1,1.0,1e-05,5,300,50,scaffold,83.9380,,85.5631,,291,True,2025-11-20 04:41:16,0.8184,0.4422,0.6113,1.0000,0.0065,0.7917,0.4545,0.6208,1.0000,0.0147
exp_1036,0.0001,0.1,32,3,0.01,0.01,1.0,1e-05,5,300,50,scaffold,83.4705,,66.9527,,63,True,2025-11-20 04:46:09,0.5653,0.4386,0.6097,1.0000,0.0000,0.5454,0.4464,0.6173,1.0000,0.0000
exp_1040,0.001,0.1,512,3,0.01,0.1,0.1,1e-05,5,300,50,scaffold,83.3487,,82.7462,,56,True,2025-11-20 04:49:04,0.7717,0.4414,0.6110,1.0000,0.0051,0.7408,0.4521,0.6197,1.0000,0.0103
exp_1038,0.001,0.3,32,7,0.1,0.01,1.0,0.0,5,300,50,scaffold,81.6154,,49.9537,,65,True,2025-11-20 04:51:40,0.4385,0.4386,0.6097,1.0000,0.0000,0.4477,0.4464,0.6173,1.0000,0.0000
exp_1041,0.001,0.0,32,5,0.01,1.0,1.0,0.0001,5,300,50,scaffold,81.4472,,59.1424,,51,True,2025-11-20 04:58:14,0.5057,0.4386,0.6097,1.0000,0.0000,0.5005,0.4464,0.6173,1.0000,0.0000
exp_1037,1e-05,0.1,512,5,1.0,0.01,1.0,1e-05,5,300,50,scaffold,82.8403,,85.3787,,500,False,2025-11-20 05:02:17,0.8205,0.4795,0.6272,0.9982,0.0744,0.7785,0.5016,0.6414,0.9982,0.1012
exp_1039,0.0001,0.3,512,3,0.01,0.01,1.0,0.0,5,300,50,scaffold,85.5612,,87.4814,,500,False,2025-11-20 05:03:34,0.8354,0.4455,0.6125,0.9991,0.0130,0.8162,0.4594,0.6229,1.0000,0.0235
exp_1042,1e-05,0.3,32,3,1.0,1.0,0.1,0.0001,5,300,50,scaffold,79.4744,,81.3028,,88,True,2025-11-20 05:07:26,0.7649,0.4386,0.6097,1.0000,0.0000,0.7225,0.4464,0.6173,1.0000,0.0000
exp_1045,0.0001,0.1,512,3,1.0,1.0,1.0,0.0001,5,300,50,scaffold,79.7561,,81.5177,,116,True,2025-11-20 05:08:38,0.7577,0.4386,0.6097,1.0000,0.0000,0.7309,0.4464,0.6173,1.0000,0.0000
exp_1043,0.0001,0.3,512,7,0.1,1.0,1.0,1e-05,5,300,50,scaffold,81.4080,,83.2533,,296,True,2025-11-20 05:11:09,0.7840,0.4503,0.6146,0.9991,0.0217,0.7611,0.4643,0.6246,0.9982,0.0337
exp_1048,0.001,0.1,512,7,1.0,0.1,0.1,1e-05,5,300,50,scaffold,81.5495,,80.2490,,70,True,2025-11-20 05:14:10,0.7250,0.4422,0.6113,1.0000,0.0065,0.7327,0.4521,0.6197,1.0000,0.0103
exp_1044,0.0001,0.3,32,7,0.1,0.01,1.0,0.0,5,300,50,scaffold,80.1184,,72.8574,,67,True,2025-11-20 05:16:29,0.6371,0.4386,0.6097,1.0000,0.0000,0.6064,0.4464,0.6173,1.0000,0.0000
exp_1047,0.0001,0.3,32,3,0.1,0.01,0.1,0.0001,5,300,50,scaffold,78.7879,,65.0730,,55,True,2025-11-20 05:19:02,0.5734,0.4386,0.6097,1.0000,0.0000,0.5716,0.4464,0.6173,1.0000,0.0000
exp_1046,0.0001,0.3,32,5,0.01,1.0,1.0,0.0,5,300,50,scaffold,85.1593,,55.0947,,98,True,2025-11-20 05:25:10,0.4655,0.4386,0.6097,1.0000,0.0000,0.4912,0.4464,0.6173,1.0000,0.0000
exp_1049,1e-05,0.3,32,5,1.0,1.0,0.1,1e-05,5,300,50,scaffold,81.5858,,82.1571,,100,True,2025-11-20 05:32:27,0.7824,0.4390,0.6099,1.0000,0.0007,0.7298,0.4481,0.6180,1.0000,0.0029
exp_1051,0.0001,0.3,32,5,0.01,0.01,0.1,0.0,5,300,50,scaffold,84.6108,,75.0812,,74,True,2025-11-20 05:32:38,0.6305,0.4386,0.6097,1.0000,0.0000,0.6303,0.4464,0.6173,1.0000,0.0000
exp_1053,0.001,0.3,512,5,0.1,1.0,1.0,0.0,5,300,50,scaffold,85.0630,,86.3386,,102,True,2025-11-20 05:37:22,0.8147,0.4475,0.6133,0.9991,0.0166,0.8042,0.4586,0.6225,1.0000,0.0220
exp_1050,1e-05,0.1,512,3,0.01,0.1,1.0,0.0001,5,300,50,scaffold,80.7519,,83.5284,,500,False,2025-11-20 05:39:59,0.7863,0.4402,0.6104,1.0000,0.0029,0.7546,0.4497,0.6187,1.0000,0.0059
exp_1054,0.001,0.0,32,5,0.1,1.0,0.1,0.0001,5,300,50,scaffold,81.4707,,55.4793,,51,True,2025-11-20 05:41:49,0.4644,0.4386,0.6097,1.0000,0.0000,0.5007,0.4464,0.6173,1.0000,0.0000
exp_1056,0.001,0.1,512,7,0.01,1.0,0.1,0.0001,5,300,50,scaffold,78.3615,,64.9729,,57,True,2025-11-20 05:42:54,0.5630,0.4386,0.6097,1.0000,0.0000,0.5620,0.4464,0.6173,1.0000,0.0000
