experiment_id,lr,dropout_ratio,batch_size,num_experts,alpha,beta,min_temp,decay,num_layer,emb_dim,gate_dim,split_type,train_metric,val_metric,val_metric_std,test_metric,test_metric_std,num_epochs_trained,early_stopped,timestamp,train_auprc,train_accuracy,train_f1,train_sensitivity,train_specificity,val_auprc,val_accuracy,val_f1,val_sensitivity,val_specificity,test_auprc,test_accuracy,test_f1,test_sensitivity,test_specificity
ames_v2_0059,0.0001,0.0,128,3,0.1,0.01,1,0.0,6,300,50,scaffold,99.9903,84.2473,,78.8543,,61,True,2025-11-21 13:24:25,0.9999,0.9961,0.9963,0.9967,0.9954,0.8502,0.7442,0.7759,0.7835,0.6930,0.8463,0.7289,0.7650,0.7391,0.7138
handwrite_1,0.0001,0.3,128,3,0.1,0.01,1,0.0,6,300,50,scaffold,98.2825,86.3562,,81.5295,,118,True,2025-11-21 13:35:52,0.9847,0.9338,0.9388,0.9595,0.9050,0.8757,0.7772,0.8129,0.8564,0.6741,0.8677,0.7419,0.7773,0.7540,0.7240
handwrite_1,0.0001,0.5,128,3,0.1,0.01,1,0.0,6,300,50,scaffold,95.3606,87.1693,,82.9410,,273,True,2025-11-21 13:50:20,0.9584,0.8852,0.8903,0.8812,0.8896,0.8914,0.7772,0.8043,0.8102,0.7342,0.8752,0.7495,0.7864,0.7724,0.7155
handwrite_1,0.0001,0.3,128,3,0.1,0.01,1,0.0,5,300,50,scaffold,97.2646,88.1071,,83.3063,,233,True,2025-11-21 13:50:55,0.9758,0.9146,0.9181,0.9057,0.9246,0.9102,0.7937,0.8171,0.8151,0.7658,0.8709,0.7605,0.7970,0.7874,0.7206
handwrite_1,0.0001,0.5,128,3,0.1,0.01,1,0.0,5,300,50,scaffold,95.3761,88.2942,,83.6854,,413,True,2025-11-21 13:59:44,0.9598,0.8865,0.8925,0.8908,0.8817,0.9070,0.8061,0.8270,0.8200,0.7880,0.8793,0.7694,0.8062,0.8034,0.7189
handwrite_1,0.0001,0.1,128,3,0.1,0.01,1,0.0,4,300,50,scaffold,98.1493,85.1135,,82.8730,,233,True,2025-11-21 14:03:06,0.9827,0.9342,0.9371,0.9268,0.9425,0.8762,0.7772,0.8005,0.7908,0.7595,0.8686,0.7694,0.8071,0.8080,0.7121
handwrite_1,0.0001,0.3,128,3,0.1,0.01,1,0.0,4,300,50,scaffold,97.4382,86.6399,,82.2759,,421,True,2025-11-21 14:11:59,0.9776,0.9150,0.9198,0.9220,0.9071,0.8872,0.7964,0.8177,0.8078,0.7816,0.8582,0.7639,0.7988,0.7851,0.7325
handwrite_1,0.0001,0.5,128,3,0.1,0.01,1,0.0,4,300,50,scaffold,93.6891,87.7522,,80.3946,,456,True,2025-11-21 14:20:56,0.9437,0.8590,0.8638,0.8452,0.8746,0.8950,0.8074,0.8250,0.8029,0.8133,0.8405,0.7495,0.7836,0.7598,0.7342
