experiment_id,lr,dropout_ratio,batch_size,num_experts,alpha,beta,min_temp,decay,num_layer,emb_dim,gate_dim,split_type,train_metric,val_metric,val_metric_std,test_metric,test_metric_std,num_epochs_trained,early_stopped,timestamp,train_auprc,train_accuracy,train_f1,train_sensitivity,train_specificity,val_auprc,val_accuracy,val_f1,val_sensitivity,val_specificity,test_auprc,test_accuracy,test_f1,test_sensitivity,test_specificity
ames_v3_0013,0.001,0.4,32,5,0.1,0.01,1,0.0001,5,300,50,scaffold,97.3086,87.4573,,83.8977,,62,True,2025-11-22 04:21:48,0.9758,0.9197,0.9232,0.9127,0.9275,0.8922,0.8116,0.8327,0.8297,0.7880,0.8717,0.7831,0.8211,0.8333,0.7087
ames_v3_0019,0.0005,0.4,32,5,0.1,0.01,1,0.001,5,300,50,scaffold,94.8625,86.8451,,81.6343,,83,True,2025-11-22 04:26:42,0.9537,0.8726,0.8731,0.8292,0.9213,0.8648,0.7730,0.7893,0.7518,0.8006,0.8528,0.7481,0.7921,0.8034,0.6661
ames_v3_0018,0.0005,0.4,16,5,0.1,0.01,1,0.001,5,300,50,scaffold,93.1135,86.8059,,83.3793,,70,True,2025-11-22 04:28:31,0.9386,0.8543,0.8629,0.8674,0.8397,0.8659,0.7785,0.7975,0.7713,0.7880,0.8696,0.7708,0.8060,0.7977,0.7308
ames_v3_0003,0.001,0.4,32,4,0.1,0.01,1,0.001,5,300,50,scaffold,94.7658,86.4117,,82.9072,,151,True,2025-11-22 04:29:24,0.9525,0.8724,0.8833,0.9131,0.8267,0.8897,0.7868,0.8191,0.8540,0.6994,0.8694,0.7536,0.7921,0.7862,0.7053
ames_v3_0009,0.0001,0.4,32,4,0.1,0.01,1,0.0001,5,300,50,scaffold,96.9117,87.7799,,84.1223,,225,True,2025-11-22 04:30:00,0.9727,0.9073,0.9102,0.8886,0.9284,0.9005,0.8074,0.8241,0.7981,0.8196,0.8744,0.7790,0.8152,0.8161,0.7240
ames_v3_0021,0.0001,0.4,32,5,0.1,0.01,1,0.0001,5,300,50,scaffold,97.3199,88.7277,,84.5628,,243,True,2025-11-22 04:31:51,0.9767,0.9162,0.9204,0.9161,0.9163,0.8992,0.8129,0.8350,0.8370,0.7816,0.8778,0.7769,0.8094,0.7931,0.7530
ames_v3_0025,0.001,0.4,32,6,0.1,0.01,1,0.0001,5,300,50,scaffold,97.9585,87.5882,,83.9029,,79,True,2025-11-22 04:40:18,0.9810,0.9293,0.9323,0.9202,0.9396,0.8684,0.7730,0.7893,0.7518,0.8006,0.8707,0.7687,0.8000,0.7747,0.7598
ames_v3_0031,0.0005,0.4,32,6,0.1,0.01,1,0.001,5,300,50,scaffold,96.9303,87.5335,,82.6598,,138,True,2025-11-22 04:41:36,0.9721,0.9109,0.9153,0.9109,0.9109,0.8807,0.7964,0.8259,0.8540,0.7215,0.8587,0.7605,0.7901,0.7552,0.7683
ames_v3_0011,0.0001,0.4,32,4,0.1,0.01,1,0.001,5,300,50,scaffold,97.0166,87.7491,,82.1216,,317,True,2025-11-22 04:41:43,0.9740,0.9073,0.9105,0.8919,0.9246,0.8666,0.8047,0.8234,0.8054,0.8038,0.8538,0.7481,0.7832,0.7621,0.7274
ames_v3_0010,0.0001,0.4,16,4,0.1,0.01,1,0.001,5,300,50,scaffold,94.7522,86.4763,,83.1804,,187,True,2025-11-22 04:45:33,0.9535,0.8736,0.8775,0.8563,0.8930,0.8625,0.7799,0.7990,0.7737,0.7880,0.8655,0.7550,0.7906,0.7747,0.7257
ames_v3_0008,0.0001,0.4,16,4,0.1,0.01,1,0.0001,5,300,50,scaffold,96.2045,87.9447,,84.2774,,188,True,2025-11-22 04:47:56,0.9643,0.8985,0.9026,0.8897,0.9084,0.8852,0.7909,0.8081,0.7786,0.8070,0.8747,0.7749,0.8038,0.7724,0.7785
ames_v3_0016,0.0005,0.4,16,5,0.1,0.01,1,0.0001,5,300,50,scaffold,96.3889,87.4773,,84.1702,,73,True,2025-11-22 04:49:41,0.9625,0.9058,0.9097,0.8975,0.9150,0.8873,0.7978,0.8183,0.8054,0.7880,0.8745,0.7763,0.8098,0.7977,0.7445
ames_v3_0012,0.001,0.4,16,5,0.1,0.01,1,0.0001,5,300,50,scaffold,96.0446,87.4041,,83.1735,,75,True,2025-11-22 04:51:43,0.9624,0.8938,0.9018,0.9220,0.8621,0.8670,0.7799,0.8068,0.8127,0.7373,0.8750,0.7509,0.7793,0.7368,0.7717
ames_v3_0045,0.0001,0.4,32,7,0.1,0.01,1,0.0001,5,300,50,scaffold,95.7181,87.9447,,84.3586,,165,True,2025-11-22 04:53:09,0.9629,0.8887,0.8928,0.8767,0.9021,0.8965,0.7909,0.8105,0.7908,0.7911,0.8743,0.7701,0.8002,0.7713,0.7683
ames_v3_0015,0.001,0.4,32,5,0.1,0.01,1,0.001,5,300,50,scaffold,93.9184,85.7033,,81.9589,,89,True,2025-11-22 05:02:41,0.9449,0.8653,0.8737,0.8812,0.8476,0.8811,0.7854,0.8156,0.8394,0.7152,0.8539,0.7536,0.7857,0.7563,0.7496
ames_v3_0017,0.0005,0.4,32,5,0.1,0.01,1,0.0001,5,300,50,scaffold,98.5997,87.8777,,83.1125,,125,True,2025-11-22 05:03:27,0.9865,0.9413,0.9441,0.9369,0.9463,0.8689,0.7703,0.7925,0.7762,0.7627,0.8643,0.7673,0.8079,0.8195,0.6899
ames_v3_0022,0.0001,0.4,16,5,0.1,0.01,1,0.001,5,300,50,scaffold,94.9667,87.5527,,83.0461,,206,True,2025-11-22 05:06:58,0.9545,0.8808,0.8878,0.8919,0.8684,0.8823,0.7854,0.8116,0.8175,0.7437,0.8587,0.7769,0.8165,0.8310,0.6968
ames_v3_0020,0.0001,0.4,16,5,0.1,0.01,1,0.0001,5,300,50,scaffold,96.7377,88.1949,,83.8669,,206,True,2025-11-22 05:08:58,0.9707,0.9060,0.9126,0.9283,0.8809,0.9058,0.7964,0.8263,0.8564,0.7184,0.8690,0.7735,0.8138,0.8287,0.6917
ames_v3_0036,0.001,0.4,16,7,0.1,0.01,1,0.0001,5,300,50,scaffold,97.3646,87.4234,,84.2462,,110,True,2025-11-22 05:09:44,0.9706,0.9254,0.9297,0.9332,0.9167,0.8674,0.7909,0.8190,0.8370,0.7310,0.8732,0.7735,0.8177,0.8506,0.6593
ames_v3_0027,0.001,0.4,32,6,0.1,0.01,1,0.001,5,300,50,scaffold,95.1186,88.0886,,80.6767,,111,True,2025-11-22 05:18:34,0.9552,0.8861,0.8918,0.8875,0.8846,0.8338,0.7730,0.8014,0.8102,0.7247,0.8443,0.7557,0.7942,0.7897,0.7053
ames_v3_0023,0.0001,0.4,32,5,0.1,0.01,1,0.001,5,300,50,scaffold,97.9946,88.6692,,82.6788,,399,True,2025-11-22 05:19:15,0.9817,0.9278,0.9313,0.9257,0.9300,0.8751,0.7964,0.8221,0.8321,0.7500,0.8586,0.7632,0.8021,0.8034,0.7036
ames_v3_0041,0.0005,0.4,32,7,0.1,0.01,1,0.0001,5,300,50,scaffold,98.0039,88.0894,,83.0525,,94,True,2025-11-22 05:20:34,0.9825,0.9262,0.9289,0.9116,0.9425,0.8653,0.7937,0.8157,0.8078,0.7753,0.8610,0.7618,0.7953,0.7747,0.7428
ames_v3_0033,0.0001,0.4,32,6,0.1,0.01,1,0.0001,5,300,50,scaffold,97.0035,88.1656,,82.7138,,235,True,2025-11-22 05:21:40,0.9735,0.9089,0.9126,0.8994,0.9196,0.9075,0.8129,0.8321,0.8200,0.8038,0.8592,0.7660,0.8050,0.8092,0.7019
ames_v3_0028,0.0005,0.4,16,6,0.1,0.01,1,0.0001,5,300,50,scaffold,96.7665,87.4719,,84.4146,,81,True,2025-11-22 05:25:20,0.9688,0.9071,0.9112,0.9012,0.9138,0.8748,0.7813,0.8030,0.7883,0.7722,0.8794,0.7838,0.8189,0.8184,0.7325
ames_v3_0056,0.0001,0.4,16,8,0.1,0.01,1,0.0001,5,300,50,scaffold,95.0843,88.4174,,83.9263,,123,True,2025-11-22 05:25:45,0.9547,0.8757,0.8786,0.8504,0.9042,0.9017,0.8019,0.8186,0.7908,0.8165,0.8738,0.7646,0.7915,0.7483,0.7888
ames_v3_0014,0.001,0.4,16,5,0.1,0.01,1,0.001,5,300,50,scaffold,93.0908,86.0190,,82.3000,,242,True,2025-11-22 05:31:01,0.9374,0.8492,0.8624,0.8938,0.7993,0.8514,0.7469,0.8004,0.8978,0.5506,0.8678,0.7646,0.8039,0.8080,0.7002
ames_v3_0034,0.0001,0.4,16,6,0.1,0.01,1,0.001,5,300,50,scaffold,94.2912,86.7558,,82.3510,,154,True,2025-11-22 05:32:01,0.9480,0.8693,0.8733,0.8526,0.8880,0.8861,0.7882,0.8041,0.7689,0.8133,0.8556,0.7461,0.7818,0.7621,0.7223
ames_v3_0055,0.0005,0.4,32,8,0.1,0.01,1,0.001,5,300,50,scaffold,95.8746,86.6727,,82.5853,,76,True,2025-11-22 05:32:28,0.9632,0.8877,0.8897,0.8563,0.9229,0.8623,0.7868,0.8035,0.7713,0.8070,0.8543,0.7701,0.8108,0.8253,0.6882
ames_v3_0051,0.001,0.4,32,8,0.1,0.01,1,0.001,5,300,50,scaffold,94.5882,86.0020,,82.0300,,70,True,2025-11-22 05:35:41,0.9491,0.8742,0.8794,0.8674,0.8817,0.8442,0.7703,0.7931,0.7786,0.7595,0.8530,0.7577,0.7951,0.7874,0.7138
ames_v3_0032,0.0001,0.4,16,6,0.1,0.01,1,0.0001,5,300,50,scaffold,96.6193,88.2141,,83.4590,,200,True,2025-11-22 05:35:50,0.9694,0.9003,0.9025,0.8726,0.9313,0.9041,0.8088,0.8197,0.7689,0.8608,0.8657,0.7708,0.8054,0.7943,0.7359
ames_v3_0042,0.0005,0.4,16,7,0.1,0.01,1,0.001,5,300,50,scaffold,93.5298,85.2128,,82.4528,,74,True,2025-11-22 05:40:34,0.9357,0.8596,0.8659,0.8574,0.8621,0.8660,0.7937,0.8231,0.8491,0.7215,0.8588,0.7646,0.8039,0.8080,0.7002
ames_v3_0058,0.0001,0.4,16,8,0.1,0.01,1,0.001,5,300,50,scaffold,93.9093,87.2586,,83.5241,,122,True,2025-11-22 05:42:33,0.9459,0.8536,0.8506,0.7883,0.9267,0.8769,0.7730,0.7755,0.6934,0.8766,0.8645,0.7660,0.8028,0.7977,0.7189
ames_v3_0029,0.0005,0.4,32,6,0.1,0.01,1,0.0001,5,300,50,scaffold,97.6961,88.3212,,83.0866,,94,True,2025-11-22 05:44:37,0.9770,0.9181,0.9209,0.9016,0.9367,0.8859,0.7923,0.8091,0.7786,0.8101,0.8581,0.7660,0.7967,0.7678,0.7632
ames_v3_0059,0.0001,0.4,32,8,0.1,0.01,1,0.001,5,300,50,scaffold,94.3466,87.7375,,82.5303,,149,True,2025-11-22 05:47:40,0.9495,0.8691,0.8741,0.8600,0.8792,0.8942,0.7895,0.8109,0.7981,0.7785,0.8507,0.7426,0.7649,0.7011,0.8041
ames_v3_0038,0.001,0.4,16,7,0.1,0.01,1,0.001,5,300,50,scaffold,95.3048,86.7273,,83.0324,,259,True,2025-11-22 05:50:20,0.9585,0.8859,0.8908,0.8797,0.8930,0.8701,0.7950,0.8163,0.8054,0.7816,0.8593,0.7618,0.7988,0.7920,0.7172
ames_v3_0035,0.0001,0.4,32,6,0.1,0.01,1,0.001,5,300,50,scaffold,96.9276,86.6188,,83.0578,,323,True,2025-11-22 05:55:26,0.9707,0.9013,0.9034,0.8734,0.9325,0.8721,0.7579,0.7690,0.7129,0.8165,0.8583,0.7625,0.7893,0.7448,0.7888
ames_v3_0046,0.0001,0.4,16,7,0.1,0.01,1,0.001,5,300,50,scaffold,94.0912,86.8013,,83.3533,,136,True,2025-11-22 05:56:02,0.9451,0.8693,0.8729,0.8496,0.8913,0.8574,0.7717,0.7946,0.7810,0.7595,0.8614,0.7577,0.7872,0.7506,0.7683
ames_v3_0047,0.0001,0.4,32,7,0.1,0.01,1,0.001,5,300,50,scaffold,94.8869,87.4719,,82.9354,,169,True,2025-11-22 05:56:19,0.9555,0.8799,0.8850,0.8745,0.8859,0.8898,0.8033,0.8241,0.8151,0.7880,0.8596,0.7605,0.7941,0.7736,0.7411
ames_v3_0050,0.001,0.4,16,8,0.1,0.01,1,0.001,5,300,50,scaffold,91.4135,85.0119,,80.0356,,54,True,2025-11-22 05:57:02,0.9237,0.8357,0.8457,0.8515,0.8180,0.8319,0.7538,0.7830,0.7859,0.7120,0.8224,0.7358,0.7726,0.7517,0.7121
ames_v3_0044,0.0001,0.4,16,7,0.1,0.01,1,0.0001,5,300,50,scaffold,96.1823,88.1033,,84.4450,,175,True,2025-11-22 06:05:20,0.9649,0.9024,0.9089,0.9205,0.8821,0.8880,0.8033,0.8304,0.8516,0.7405,0.8735,0.7790,0.8139,0.8092,0.7342
ames_v3_0024,0.001,0.4,16,6,0.1,0.01,1,0.0001,5,300,50,scaffold,96.3629,88.4113,,83.2814,,89,True,2025-11-22 06:08:20,0.9605,0.8914,0.8930,0.8570,0.9300,0.9037,0.7799,0.7900,0.7324,0.8418,0.8735,0.7536,0.7839,0.7483,0.7615
ames_v3_0083,0.0001,0.5,32,5,0.1,0.01,1,0.001,5,300,50,scaffold,93.5779,86.4817,,82.5425,,237,True,2025-11-22 06:09:45,0.9434,0.8624,0.8685,0.8593,0.8659,0.8851,0.8033,0.8228,0.8078,0.7975,0.8561,0.7522,0.7926,0.7931,0.6917
ames_v3_0064,0.0005,0.5,16,4,0.1,0.01,1,0.0001,5,300,50,scaffold,94.4827,87.4080,,84.6138,,79,True,2025-11-22 06:11:29,0.9483,0.8683,0.8698,0.8322,0.9088,0.8673,0.7717,0.7866,0.7445,0.8070,0.8837,0.7605,0.7960,0.7828,0.7274
ames_v3_0030,0.0005,0.4,16,6,0.1,0.01,1,0.001,5,300,50,scaffold,94.7602,86.3755,,82.6313,,158,True,2025-11-22 06:18:04,0.9360,0.8771,0.8794,0.8478,0.9100,0.8471,0.7882,0.8046,0.7713,0.8101,0.8465,0.7708,0.8128,0.8333,0.6780
ames_v3_0040,0.0005,0.4,16,7,0.1,0.01,1,0.0001,5,300,50,scaffold,96.9000,87.7529,,84.6547,,82,True,2025-11-22 06:18:39,0.9653,0.9124,0.9162,0.9053,0.9204,0.8811,0.7937,0.8130,0.7932,0.7943,0.8749,0.7914,0.8245,0.8207,0.7479
ames_v3_0037,0.001,0.4,32,7,0.1,0.01,1,0.0001,5,300,50,scaffold,97.9488,87.8499,,84.0557,,74,True,2025-11-22 06:19:21,0.9817,0.9280,0.9316,0.9276,0.9284,0.8777,0.8019,0.8257,0.8297,0.7658,0.8722,0.7824,0.8214,0.8379,0.7002
ames_v3_0043,0.0005,0.4,32,7,0.1,0.01,1,0.001,5,300,50,scaffold,97.7282,87.7275,,82.0603,,171,True,2025-11-22 06:21:26,0.9773,0.9209,0.9241,0.9105,0.9325,0.8830,0.7923,0.8081,0.7737,0.8165,0.8571,0.7591,0.7972,0.7931,0.7087
ames_v3_0039,0.001,0.4,32,7,0.1,0.01,1,0.001,5,300,50,scaffold,95.6846,86.4502,,82.3973,,118,True,2025-11-22 06:22:46,0.9611,0.8893,0.8944,0.8871,0.8917,0.8479,0.7730,0.8010,0.8078,0.7278,0.8518,0.7804,0.8200,0.8379,0.6951
ames_v3_0078,0.0005,0.5,16,5,0.1,0.01,1,0.001,5,300,50,scaffold,93.9520,86.5733,,83.2932,,163,True,2025-11-22 06:25:15,0.9466,0.8673,0.8724,0.8582,0.8776,0.8728,0.7950,0.8185,0.8175,0.7658,0.8663,0.7735,0.8114,0.8161,0.7104
ames_v3_0069,0.0001,0.5,32,4,0.1,0.01,1,0.0001,5,300,50,scaffold,95.3370,87.6320,,84.1694,,268,True,2025-11-22 06:26:28,0.9589,0.8822,0.8874,0.8782,0.8867,0.8958,0.7978,0.8183,0.8054,0.7880,0.8702,0.7673,0.8035,0.7966,0.7240
ames_v3_0073,0.001,0.5,32,5,0.1,0.01,1,0.0001,5,300,50,scaffold,96.5823,87.2848,,83.2764,,118,True,2025-11-22 06:26:47,0.9691,0.9052,0.9108,0.9161,0.8930,0.8735,0.7854,0.8147,0.8345,0.7215,0.8695,0.7653,0.8021,0.7966,0.7189
ames_v3_0076,0.0005,0.5,16,5,0.1,0.01,1,0.0001,5,300,50,scaffold,95.7241,86.9907,,83.7445,,112,True,2025-11-22 06:27:04,0.9613,0.8918,0.8958,0.8797,0.9055,0.8786,0.7813,0.8020,0.7835,0.7785,0.8696,0.7708,0.8063,0.7989,0.7291
ames_v3_0049,0.001,0.4,32,8,0.1,0.01,1,0.0001,5,300,50,scaffold,98.1246,87.5235,,84.0486,,83,True,2025-11-22 06:31:31,0.9832,0.9323,0.9362,0.9395,0.9242,0.8694,0.8088,0.8359,0.8613,0.7405,0.8715,0.7742,0.8077,0.7943,0.7445
ames_v3_0068,0.0001,0.5,16,4,0.1,0.01,1,0.0001,5,300,50,scaffold,94.9572,87.4719,,84.7498,,223,True,2025-11-22 06:31:35,0.9549,0.8785,0.8835,0.8715,0.8863,0.8847,0.7882,0.8113,0.8054,0.7658,0.8808,0.7749,0.8124,0.8161,0.7138
ames_v3_0077,0.0005,0.5,32,5,0.1,0.01,1,0.0001,5,300,50,scaffold,97.4927,87.9670,,83.8971,,152,True,2025-11-22 06:33:46,0.9775,0.9232,0.9275,0.9291,0.9167,0.8799,0.7992,0.8228,0.8248,0.7658,0.8746,0.7776,0.8121,0.8046,0.7376
ames_v3_0026,0.001,0.4,16,6,0.1,0.01,1,0.001,5,300,50,scaffold,92.3050,85.8958,,82.8720,,146,True,2025-11-22 06:34:37,0.9289,0.8455,0.8509,0.8340,0.8584,0.8652,0.7799,0.8095,0.8273,0.7184,0.8542,0.7618,0.7923,0.7609,0.7632
ames_v3_0053,0.0005,0.4,32,8,0.1,0.01,1,0.0001,5,300,50,scaffold,97.9159,88.0063,,83.2816,,91,True,2025-11-22 06:35:52,0.9811,0.9236,0.9262,0.9068,0.9425,0.8822,0.7923,0.8138,0.8029,0.7785,0.8659,0.7557,0.7811,0.7299,0.7939
ames_v3_0048,0.001,0.4,16,8,0.1,0.01,1,0.0001,5,300,50,scaffold,97.3752,87.1447,,82.2299,,93,True,2025-11-22 06:43:35,0.9763,0.9164,0.9215,0.9280,0.9034,0.8779,0.8047,0.8289,0.8370,0.7627,0.8517,0.7584,0.7877,0.7506,0.7700
ames_v3_0072,0.001,0.5,16,5,0.1,0.01,1,0.0001,5,300,50,scaffold,93.9102,86.5041,,84.0449,,69,True,2025-11-22 06:45:15,0.9394,0.8685,0.8732,0.8567,0.8817,0.8607,0.7937,0.8120,0.7883,0.8006,0.8689,0.7625,0.7984,0.7874,0.7257
ames_v3_0052,0.0005,0.4,16,8,0.1,0.01,1,0.0001,5,300,50,scaffold,97.6259,87.8615,,83.5902,,93,True,2025-11-22 06:46:56,0.9781,0.9223,0.9256,0.9150,0.9304,0.8824,0.8088,0.8252,0.7981,0.8228,0.8555,0.7680,0.8000,0.7770,0.7547
ames_v3_0060,0.001,0.5,16,4,0.1,0.01,1,0.0001,5,300,50,scaffold,92.9193,85.6532,,82.9092,,64,True,2025-11-22 06:52:21,0.9305,0.8547,0.8567,0.8214,0.8921,0.8346,0.7744,0.7760,0.6910,0.8829,0.8579,0.7749,0.8113,0.8103,0.7223
ames_v3_0088,0.0005,0.5,16,6,0.1,0.01,1,0.0001,5,300,50,scaffold,94.6599,86.9275,,84.1409,,71,True,2025-11-22 06:52:40,0.9516,0.8791,0.8839,0.8708,0.8884,0.8883,0.7964,0.8195,0.8175,0.7690,0.8764,0.7687,0.8060,0.8046,0.7155
ames_v3_0061,0.001,0.5,32,4,0.1,0.01,1,0.0001,5,300,50,scaffold,94.9928,86.8328,,83.9237,,64,True,2025-11-22 06:53:04,0.9548,0.8793,0.8840,0.8704,0.8892,0.8653,0.7758,0.8034,0.8102,0.7310,0.8672,0.7653,0.7981,0.7770,0.7479
ames_v3_0057,0.0001,0.4,32,8,0.1,0.01,1,0.0001,5,300,50,scaffold,97.0183,88.4929,,83.5846,,241,True,2025-11-22 06:53:57,0.9730,0.9089,0.9147,0.9235,0.8925,0.8941,0.7923,0.8205,0.8394,0.7310,0.8694,0.7735,0.8090,0.8034,0.7291
ames_v3_0093,0.0001,0.5,32,6,0.1,0.01,1,0.0001,5,300,50,scaffold,94.7313,87.5358,,83.4506,,204,True,2025-11-22 06:55:55,0.9529,0.8777,0.8832,0.8749,0.8809,0.8997,0.8116,0.8298,0.8127,0.8101,0.8700,0.7666,0.8012,0.7874,0.7359
ames_v3_0089,0.0005,0.5,32,6,0.1,0.01,1,0.0001,5,300,50,scaffold,96.8306,87.7991,,83.7406,,116,True,2025-11-22 07:01:55,0.9714,0.9073,0.9113,0.9005,0.9150,0.8777,0.8033,0.8250,0.8200,0.7816,0.8763,0.7708,0.8113,0.8253,0.6899
ames_v3_0085,0.001,0.5,32,6,0.1,0.01,1,0.0001,5,300,50,scaffold,95.7055,87.5474,,84.0853,,65,True,2025-11-22 07:02:09,0.9601,0.8901,0.8940,0.8771,0.9046,0.8616,0.7827,0.8005,0.7713,0.7975,0.8671,0.7735,0.8084,0.8000,0.7342
ames_v3_0054,0.0005,0.4,16,8,0.1,0.01,1,0.001,5,300,50,scaffold,93.9040,85.8496,,82.1111,,97,True,2025-11-22 07:02:30,0.9389,0.8612,0.8655,0.8448,0.8796,0.8162,0.7524,0.7727,0.7445,0.7627,0.8384,0.7673,0.8066,0.8126,0.7002
ames_v3_0065,0.0005,0.5,32,4,0.1,0.01,1,0.0001,5,300,50,scaffold,96.2327,87.2740,,84.1140,,100,True,2025-11-22 07:08:33,0.9666,0.8969,0.9026,0.9035,0.8896,0.8676,0.7950,0.8181,0.8151,0.7690,0.8781,0.7708,0.8010,0.7724,0.7683
ames_v3_0071,0.0001,0.5,32,4,0.1,0.01,1,0.001,5,300,50,scaffold,91.7527,85.5285,,82.1751,,158,True,2025-11-22 07:09:51,0.9276,0.8416,0.8510,0.8559,0.8255,0.8675,0.7689,0.8028,0.8321,0.6867,0.8541,0.7358,0.7595,0.6989,0.7905
ames_v3_0090,0.0005,0.5,16,6,0.1,0.01,1,0.001,5,300,50,scaffold,94.0093,86.9445,,84.3835,,157,True,2025-11-22 07:13:25,0.9445,0.8665,0.8728,0.8667,0.8663,0.8656,0.7840,0.8045,0.7859,0.7816,0.8745,0.7735,0.8084,0.8000,0.7342
ames_v3_0092,0.0001,0.5,16,6,0.1,0.01,1,0.0001,5,300,50,scaffold,94.2718,86.9660,,84.6034,,180,True,2025-11-22 07:14:14,0.9462,0.8695,0.8740,0.8567,0.8838,0.8610,0.8047,0.8243,0.8102,0.7975,0.8743,0.7749,0.8149,0.8299,0.6934
ames_v3_0062,0.001,0.5,16,4,0.1,0.01,1,0.001,5,300,50,scaffold,89.3306,84.7601,,79.2581,,84,True,2025-11-22 07:15:28,0.9039,0.8214,0.8282,0.8143,0.8292,0.8479,0.7538,0.7882,0.8102,0.6804,0.8198,0.6966,0.7126,0.6299,0.7956
ames_v3_0066,0.0005,0.5,16,4,0.1,0.01,1,0.001,5,300,50,scaffold,90.8576,84.0956,,79.6930,,65,True,2025-11-22 07:20:12,0.9086,0.8363,0.8465,0.8537,0.8167,0.8242,0.7854,0.8116,0.8175,0.7437,0.8473,0.7090,0.7389,0.6897,0.7376
ames_v3_0102,0.0005,0.5,16,7,0.1,0.01,1,0.001,5,300,50,scaffold,92.6011,85.1158,,82.1784,,74,True,2025-11-22 07:22:18,0.9312,0.8514,0.8565,0.8392,0.8651,0.8487,0.7620,0.7867,0.7762,0.7437,0.8527,0.7509,0.7901,0.7851,0.7002
ames_v3_0067,0.0005,0.5,32,4,0.1,0.01,1,0.001,5,300,50,scaffold,93.7239,86.1083,,80.0452,,98,True,2025-11-22 07:22:35,0.9440,0.8659,0.8726,0.8689,0.8626,0.8635,0.7772,0.8058,0.8175,0.7247,0.8471,0.7248,0.7586,0.7241,0.7257
ames_v3_0074,0.001,0.5,16,5,0.1,0.01,1,0.001,5,300,50,scaffold,92.0274,85.7225,,84.0091,,214,True,2025-11-22 07:22:59,0.9276,0.8443,0.8585,0.8931,0.7897,0.8762,0.7813,0.8219,0.8929,0.6361,0.8745,0.7721,0.8265,0.9092,0.5690
ames_v3_0075,0.001,0.5,32,5,0.1,0.01,1,0.001,5,300,50,scaffold,92.2396,85.9528,,81.3869,,95,True,2025-11-22 07:23:40,0.9296,0.8496,0.8558,0.8440,0.8559,0.8236,0.7662,0.7912,0.7835,0.7437,0.8467,0.7371,0.7724,0.7471,0.7223
ames_v3_0103,0.0005,0.5,32,7,0.1,0.01,1,0.001,5,300,50,scaffold,96.3119,87.0184,,82.9975,,167,True,2025-11-22 07:26:17,0.9665,0.8956,0.9009,0.8975,0.8934,0.9010,0.7840,0.8030,0.7786,0.7911,0.8460,0.7680,0.8057,0.8057,0.7121
ames_v3_0063,0.001,0.5,32,4,0.1,0.01,1,0.001,5,300,50,scaffold,95.2732,87.0492,,83.1068,,275,True,2025-11-22 07:32:21,0.9601,0.8810,0.8863,0.8775,0.8850,0.8728,0.8129,0.8373,0.8516,0.7627,0.8586,0.7714,0.8113,0.8230,0.6951
ames_v3_0070,0.0001,0.5,16,4,0.1,0.01,1,0.001,5,300,50,scaffold,93.3945,85.0411,,82.8066,,225,True,2025-11-22 07:32:56,0.9405,0.8614,0.8663,0.8496,0.8746,0.8661,0.7868,0.8084,0.7956,0.7753,0.8594,0.7605,0.7965,0.7851,0.7240
ames_v3_0100,0.0005,0.5,16,7,0.1,0.01,1,0.0001,5,300,50,scaffold,95.2418,87.2763,,84.2958,,74,True,2025-11-22 07:33:35,0.9577,0.8861,0.8912,0.8823,0.8905,0.8609,0.7909,0.8123,0.8005,0.7785,0.8755,0.7721,0.8137,0.8333,0.6814
ames_v3_0099,0.001,0.5,32,7,0.1,0.01,1,0.001,5,300,50,scaffold,92.1234,85.5793,,80.6895,,81,True,2025-11-22 07:34:52,0.9218,0.8418,0.8486,0.8388,0.8451,0.8454,0.7552,0.7797,0.7664,0.7405,0.8506,0.7165,0.7388,0.6713,0.7836
ames_v3_0109,0.001,0.5,32,8,0.1,0.01,1,0.0001,5,300,50,scaffold,96.6617,87.3187,,83.9094,,81,True,2025-11-22 07:38:16,0.9689,0.8922,0.8935,0.8556,0.9334,0.8664,0.7565,0.7643,0.6983,0.8323,0.8766,0.7756,0.8128,0.8161,0.7155
ames_v3_0091,0.0005,0.5,32,6,0.1,0.01,1,0.001,5,300,50,scaffold,94.5707,87.2709,,81.2624,,120,True,2025-11-22 07:41:15,0.9503,0.8779,0.8828,0.8697,0.8871,0.8733,0.7758,0.7980,0.7835,0.7658,0.8319,0.7495,0.7887,0.7828,0.7002
ames_v3_0095,0.0001,0.5,32,6,0.1,0.01,1,0.001,5,300,50,scaffold,92.7277,85.7826,,81.5387,,196,True,2025-11-22 07:51:02,0.9344,0.8512,0.8567,0.8414,0.8621,0.8805,0.7868,0.8030,0.7689,0.8101,0.8488,0.7399,0.7659,0.7126,0.7802
ames_v3_0086,0.001,0.5,16,6,0.1,0.01,1,0.001,5,300,50,scaffold,92.7760,86.0836,,81.5716,,223,True,2025-11-22 07:54:56,0.9308,0.8506,0.8649,0.9042,0.7905,0.8464,0.7304,0.7874,0.8832,0.5316,0.8547,0.7577,0.8089,0.8586,0.6082
ames_v3_0129,0.0001,0.6,32,4,0.1,0.01,1,0.0001,5,300,50,scaffold,91.3283,86.2323,,83.8771,,145,True,2025-11-22 07:59:22,0.9234,0.8428,0.8511,0.8504,0.8342,0.8843,0.7964,0.8177,0.8078,0.7816,0.8684,0.7735,0.8116,0.8172,0.7087
