experiment_id,lr,dropout_ratio,batch_size,num_experts,alpha,beta,min_temp,decay,num_layer,emb_dim,gate_dim,split_type,train_metric,val_metric,val_metric_std,test_metric,test_metric_std,num_epochs_trained,early_stopped,timestamp,train_auprc,train_accuracy,train_f1,train_sensitivity,train_specificity,val_auprc,val_accuracy,val_f1,val_sensitivity,val_specificity,test_auprc,test_accuracy,test_f1,test_sensitivity,test_specificity,features
ablation_MACCS_48,0.0001,0.3,32,3,0.1,0.01,1,0,3,300,50,scaffold,94.3543,83.4159,,83.8828,,100,True,2025-11-23 06:18:06,0.9400,0.8736,0.8802,0.8894,0.8563,0.8386,0.7400,0.7893,0.8009,0.6456,0.8798,0.7721,0.8211,0.8729,0.6216,basic+maccs
ablation_Basic_2,0.001,0.3,32,3,0.1,0.01,1,0,5,300,50,scaffold,99.5197,84.0367,,86.8433,,62,True,2025-11-23 06:18:32,0.9956,0.9623,0.9636,0.9549,0.9704,0.8653,0.7620,0.7953,0.7602,0.7649,0.9037,0.7907,0.8305,0.8557,0.6935,basic
ablation_Basic_Phys_ECFP_29,0.0005,0.3,128,5,0.1,0.01,1,0,3,300,50,scaffold,99.8517,76.8921,,82.0549,,56,True,2025-11-23 06:20:57,0.9985,0.9908,0.9912,0.9925,0.9889,0.7819,0.6809,0.7296,0.7081,0.6386,0.8684,0.7502,0.7901,0.7847,0.6986,basic+ecfp+phys
ablation_Basic_MACCS_ECFP_53,0.0001,0.3,128,5,0.1,0.01,1,0,3,300,50,scaffold,99.6344,81.0153,,82.9557,,61,True,2025-11-23 06:21:30,0.9965,0.9727,0.9741,0.9838,0.9606,0.8236,0.7221,0.7694,0.7624,0.6596,0.8692,0.7570,0.8074,0.8499,0.6182,basic+ecfp+maccs
ablation_Basic_Phys_MACCS_5,0.001,0.3,128,5,0.1,0.01,1,0,3,300,50,scaffold,98.4514,85.6847,,83.6982,,61,True,2025-11-23 06:21:31,0.9857,0.9291,0.9308,0.9131,0.9466,0.8628,0.7607,0.8054,0.8145,0.6772,0.8720,0.7584,0.8099,0.8591,0.6079,basic+maccs+phys
ablation_Phys_24,0.0005,0.3,32,3,0.1,0.01,1,0,3,300,50,scaffold,97.0598,83.9946,,87.8089,,130,True,2025-11-23 06:22:54,0.9704,0.9101,0.9134,0.9079,0.9125,0.8861,0.7552,0.7986,0.7986,0.6877,0.9048,0.7948,0.8402,0.9003,0.6370,basic+phys
ablation_MACCS_51,0.0001,0.3,128,3,0.1,0.01,1,0,5,300,50,scaffold,95.6806,83.8716,,86.4508,,87,True,2025-11-23 06:23:38,0.9626,0.8885,0.8939,0.8996,0.8764,0.8695,0.7483,0.7884,0.7715,0.7123,0.8941,0.8044,0.8383,0.8465,0.7414,basic+maccs
ablation_Basic_Phys_ECFP_28,0.0005,0.3,32,5,0.1,0.01,1,0,3,300,50,scaffold,88.0758,73.7247,,75.9554,,53,True,2025-11-23 06:23:46,0.8302,0.8435,0.8652,0.9616,0.7146,0.6334,0.6094,0.7096,0.7851,0.3368,0.8242,0.7021,0.7517,0.7526,0.6267,basic+ecfp+phys
ablation_MACCS_50,0.0001,0.3,32,3,0.1,0.01,1,0,5,300,50,scaffold,94.6502,83.3881,,84.7226,,63,True,2025-11-23 06:23:48,0.9518,0.8789,0.8847,0.8906,0.8661,0.8722,0.7510,0.7936,0.7873,0.6947,0.8834,0.7701,0.8123,0.8305,0.6798,basic+maccs
ablation_Basic_MACCS_ECFP_52,0.0001,0.3,32,5,0.1,0.01,1,0,3,300,50,scaffold,93.3489,78.4163,,81.0520,,53,True,2025-11-23 06:24:54,0.9045,0.8889,0.8981,0.9376,0.8357,0.7161,0.6355,0.7091,0.7308,0.4877,0.8623,0.7454,0.7915,0.8064,0.6541,basic+ecfp+maccs
ablation_Basic_5,0.001,0.3,128,5,0.1,0.01,1,0,3,300,50,scaffold,98.0262,84.3590,,85.6115,,130,True,2025-11-23 06:25:46,0.9812,0.9305,0.9338,0.9391,0.9211,0.8670,0.7648,0.8023,0.7851,0.7333,0.9003,0.7879,0.8237,0.8270,0.7295,basic
ablation_Basic_Phys_MACCS_4,0.001,0.3,32,5,0.1,0.01,1,0,3,300,50,scaffold,96.9815,83.4238,,82.7738,,58,True,2025-11-23 06:26:28,0.9679,0.9185,0.9218,0.9195,0.9175,0.8401,0.7497,0.7973,0.8100,0.6561,0.8663,0.7783,0.8228,0.8591,0.6575,basic+maccs+phys
ablation_Basic_4,0.001,0.3,32,5,0.1,0.01,1,0,3,300,50,scaffold,97.4525,84.6694,,85.8483,,78,True,2025-11-23 06:27:52,0.9764,0.9052,0.9049,0.8646,0.9495,0.8583,0.7634,0.7918,0.7398,0.8000,0.8962,0.7982,0.8368,0.8637,0.7003,basic
