experiment_id,timestamp,lr,dropout_ratio,batch_size,num_experts,num_layer,emb_dim,decay,features,Test_Metric_Mean,Test_Metric_Std,Test_auprc_mean,Test_auprc_std,Test_accuracy_mean,Test_accuracy_std,Test_f1_mean,Test_f1_std,Test_sensitivity_mean,Test_sensitivity_std,Test_specificity_mean,Test_specificity_std
ablation_Basic_110,2025-11-24 13:27:04,0.0005,0.3,32,3,3,300,0.0001,basic,84.7000,0.9748,0.8899,0.0113,0.7809,0.0073,0.8176,0.0117,0.7955,0.0413,0.7590,0.0541
ablation_Basic_131,2025-11-24 13:27:51,0.0005,0.3,128,5,3,300,0.0001,basic,84.5511,0.9975,0.8873,0.0089,0.7828,0.0032,0.8234,0.0040,0.8185,0.0226,0.7262,0.0355
ablation_Basic_136,2025-11-24 13:29:01,0.0005,0.3,128,5,5,300,1e-05,basic,85.3486,1.0365,0.9022,0.0049,0.7863,0.0098,0.8259,0.0123,0.8206,0.0291,0.7308,0.0284
ablation_Basic_109,2025-11-24 13:29:36,0.0005,0.3,32,3,3,300,1e-05,basic,84.4570,0.9380,0.8867,0.0129,0.7812,0.0072,0.8238,0.0070,0.8273,0.0231,0.7060,0.0292
ablation_Basic_130,2025-11-24 13:31:13,0.0005,0.3,128,5,3,300,1e-05,basic,84.5570,0.9539,0.8904,0.0106,0.7875,0.0065,0.8268,0.0058,0.8201,0.0186,0.7329,0.0371
ablation_Basic_102,2025-11-24 13:31:16,0.001,0.5,32,7,7,300,0.0,basic,85.1558,0.8161,0.8989,0.0058,0.7828,0.0079,0.8229,0.0115,0.8174,0.0383,0.7276,0.0507
ablation_Basic_137,2025-11-24 13:34:32,0.0005,0.3,128,5,5,300,0.0001,basic,85.2377,0.9143,0.9001,0.0054,0.7861,0.0097,0.8255,0.0110,0.8187,0.0270,0.7341,0.0382
ablation_Basic_141,2025-11-24 13:42:37,0.0005,0.3,128,5,7,300,0.0,basic,83.4862,1.2976,0.8880,0.0090,0.7702,0.0151,0.8143,0.0145,0.8153,0.0270,0.6982,0.0242
ablation_Basic_121,2025-11-24 13:44:30,0.0005,0.3,32,3,7,300,1e-05,basic,83.9260,1.4251,0.8851,0.0140,0.7801,0.0123,0.8163,0.0150,0.7914,0.0313,0.7603,0.0371
ablation_Basic_142,2025-11-24 13:46:15,0.0005,0.3,128,5,7,300,1e-05,basic,83.4218,1.2490,0.8884,0.0086,0.7706,0.0105,0.8123,0.0134,0.8045,0.0406,0.7167,0.0496
ablation_Basic_143,2025-11-24 13:47:37,0.0005,0.3,128,5,7,300,0.0001,basic,83.4681,1.1714,0.8896,0.0088,0.7657,0.0081,0.8064,0.0136,0.7914,0.0490,0.7259,0.0608
ablation_Basic_132,2025-11-24 13:49:34,0.0005,0.3,32,5,5,300,0.0,basic,85.0043,1.2227,0.8980,0.0069,0.7841,0.0138,0.8213,0.0162,0.8043,0.0384,0.7504,0.0413
ablation_Basic_133,2025-11-24 13:55:55,0.0005,0.3,32,5,5,300,1e-05,basic,85.1289,1.0577,0.8997,0.0056,0.7868,0.0093,0.8260,0.0095,0.8186,0.0269,0.7352,0.0430
ablation_Basic_148,2025-11-24 13:59:45,0.0005,0.3,128,7,3,300,1e-05,basic,84.1468,1.4273,0.8869,0.0122,0.7758,0.0183,0.8136,0.0165,0.7913,0.0281,0.7508,0.0090
ablation_Basic_122,2025-11-24 13:59:51,0.0005,0.3,32,3,7,300,0.0001,basic,83.7533,1.1295,0.8883,0.0049,0.7747,0.0077,0.8133,0.0066,0.7930,0.0185,0.7450,0.0242
ablation_Basic_127,2025-11-24 14:00:54,0.0005,0.3,32,5,3,300,1e-05,basic,84.5029,1.1962,0.8901,0.0104,0.7805,0.0155,0.8204,0.0168,0.8127,0.0386,0.7285,0.0294
ablation_Basic_134,2025-11-24 14:01:17,0.0005,0.3,32,5,5,300,0.0001,basic,85.0043,0.9433,0.8979,0.0046,0.7812,0.0080,0.8195,0.0100,0.8047,0.0411,0.7456,0.0478
ablation_Basic_147,2025-11-24 14:01:48,0.0005,0.3,128,7,3,300,0.0,basic,84.0863,1.4157,0.8866,0.0120,0.7754,0.0192,0.8126,0.0176,0.7878,0.0304,0.7556,0.0050
ablation_Basic_126,2025-11-24 14:03:33,0.0005,0.3,32,5,3,300,0.0,basic,84.6735,0.9090,0.8923,0.0096,0.7809,0.0123,0.8201,0.0151,0.8097,0.0397,0.7349,0.0327
ablation_Basic_153,2025-11-24 14:04:14,0.0005,0.3,128,7,5,300,0.0,basic,85.3957,0.9848,0.9023,0.0061,0.7878,0.0097,0.8266,0.0133,0.8195,0.0361,0.7365,0.0384
ablation_Basic_128,2025-11-24 14:05:34,0.0005,0.3,32,5,3,300,0.0001,basic,84.3582,1.2430,0.8896,0.0121,0.7839,0.0119,0.8241,0.0126,0.8190,0.0237,0.7269,0.0230
ablation_Basic_154,2025-11-24 14:08:13,0.0005,0.3,128,7,5,300,1e-05,basic,85.4784,0.9579,0.9025,0.0057,0.7827,0.0093,0.8242,0.0118,0.8246,0.0320,0.7146,0.0367
ablation_Basic_149,2025-11-24 14:08:19,0.0005,0.3,128,7,3,300,0.0001,basic,84.2976,1.5373,0.8885,0.0130,0.7808,0.0179,0.8202,0.0138,0.8076,0.0200,0.7376,0.0237
ablation_Basic_155,2025-11-24 14:10:28,0.0005,0.3,128,7,5,300,0.0001,basic,85.2380,0.9040,0.9002,0.0055,0.7876,0.0135,0.8271,0.0150,0.8228,0.0324,0.7305,0.0281
ablation_Basic_120,2025-11-24 14:12:00,0.0005,0.3,32,3,7,300,0.0,basic,83.6069,1.4014,0.8872,0.0116,0.7742,0.0094,0.8132,0.0135,0.7960,0.0351,0.7390,0.0346
ablation_Basic_139,2025-11-24 14:17:58,0.0005,0.3,32,5,7,300,1e-05,basic,84.1471,1.5087,0.8901,0.0080,0.7824,0.0147,0.8213,0.0152,0.8101,0.0380,0.7383,0.0292
ablation_Basic_138,2025-11-24 14:22:32,0.0005,0.3,32,5,7,300,0.0,basic,84.0887,1.5435,0.8916,0.0085,0.7789,0.0144,0.8237,0.0095,0.8347,0.0167,0.6866,0.0442
ablation_Basic_159,2025-11-24 14:22:42,0.0005,0.3,128,7,7,300,0.0,basic,83.6720,1.1507,0.8885,0.0077,0.7732,0.0131,0.8179,0.0139,0.8248,0.0362,0.6872,0.0625
ablation_Basic_151,2025-11-24 14:24:28,0.0005,0.3,32,7,5,300,1e-05,basic,84.8938,1.1325,0.8985,0.0065,0.7815,0.0111,0.8219,0.0142,0.8172,0.0400,0.7241,0.0408
ablation_Basic_160,2025-11-24 14:25:15,0.0005,0.3,128,7,7,300,1e-05,basic,83.7701,1.5731,0.8908,0.0084,0.7758,0.0183,0.8180,0.0170,0.8156,0.0335,0.7119,0.0160
ablation_Basic_150,2025-11-24 14:26:24,0.0005,0.3,32,7,5,300,0.0,basic,84.8339,1.1921,0.8975,0.0075,0.7804,0.0110,0.8228,0.0146,0.8269,0.0412,0.7054,0.0439
ablation_Basic_161,2025-11-24 14:28:15,0.0005,0.3,128,7,7,300,0.0001,basic,83.1599,1.8317,0.8853,0.0140,0.7675,0.0120,0.8127,0.0103,0.8156,0.0233,0.6874,0.0512
ablation_Basic_152,2025-11-24 14:33:25,0.0005,0.3,32,7,5,300,0.0001,basic,85.2432,0.8615,0.9007,0.0032,0.7850,0.0047,0.8249,0.0092,0.8197,0.0343,0.7287,0.0496
ablation_Basic_140,2025-11-24 14:33:34,0.0005,0.3,32,5,7,300,0.0001,basic,83.6921,1.2985,0.8854,0.0079,0.7690,0.0167,0.8058,0.0191,0.7771,0.0373,0.7545,0.0323
ablation_Basic_144,2025-11-24 14:41:54,0.0005,0.3,32,7,3,300,0.0,basic,84.3234,1.1515,0.8910,0.0118,0.7709,0.0090,0.8108,0.0167,0.7981,0.0591,0.7279,0.0726
ablation_Basic_146,2025-11-24 14:44:04,0.0005,0.3,32,7,3,300,0.0001,basic,84.8498,1.2052,0.8924,0.0131,0.7896,0.0130,0.8328,0.0104,0.8468,0.0155,0.6957,0.0390
ablation_Basic_145,2025-11-24 14:45:33,0.0005,0.3,32,7,3,300,1e-05,basic,84.3992,1.0394,0.8897,0.0121,0.7727,0.0058,0.8152,0.0129,0.8135,0.0530,0.7079,0.0711
ablation_Basic_156,2025-11-24 14:49:26,0.0005,0.3,32,7,7,300,0.0,basic,83.6254,1.1160,0.8871,0.0069,0.7761,0.0085,0.8174,0.0082,0.8101,0.0248,0.7212,0.0314
ablation_Basic_166,2025-11-24 14:53:11,0.0005,0.5,128,3,3,300,1e-05,basic,84.3012,1.2096,0.8811,0.0138,0.7805,0.0106,0.8206,0.0117,0.8120,0.0248,0.7286,0.0278
ablation_Basic_157,2025-11-24 14:54:33,0.0005,0.3,32,7,7,300,1e-05,basic,83.8703,1.0301,0.8909,0.0047,0.7771,0.0101,0.8190,0.0119,0.8163,0.0322,0.7127,0.0420
ablation_Basic_171,2025-11-24 14:55:37,0.0005,0.5,128,3,5,300,0.0,basic,85.1443,0.9224,0.8990,0.0071,0.7865,0.0109,0.8261,0.0126,0.8205,0.0211,0.7316,0.0209
ablation_Basic_167,2025-11-24 14:58:14,0.0005,0.5,128,3,3,300,0.0001,basic,84.1781,1.5248,0.8822,0.0151,0.7815,0.0150,0.8217,0.0176,0.8164,0.0336,0.7234,0.0293
ablation_Basic_173,2025-11-24 14:58:16,0.0005,0.5,128,3,5,300,0.0001,basic,85.1754,0.9688,0.8986,0.0078,0.7890,0.0124,0.8280,0.0157,0.8231,0.0294,0.7328,0.0245
ablation_Basic_172,2025-11-24 14:59:07,0.0005,0.5,128,3,5,300,1e-05,basic,84.9519,0.8746,0.8978,0.0054,0.7853,0.0090,0.8246,0.0121,0.8173,0.0276,0.7328,0.0319
ablation_Basic_165,2025-11-24 15:00:56,0.0005,0.5,128,3,3,300,0.0,basic,84.3896,1.2451,0.8838,0.0151,0.7841,0.0100,0.8258,0.0082,0.8269,0.0113,0.7148,0.0181
ablation_Basic_177,2025-11-24 15:03:43,0.0005,0.5,128,3,7,300,0.0,basic,84.5210,1.2686,0.8908,0.0090,0.7813,0.0092,0.8198,0.0088,0.8045,0.0201,0.7436,0.0202
ablation_Basic_178,2025-11-24 15:09:01,0.0005,0.5,128,3,7,300,1e-05,basic,84.5937,1.3691,0.8919,0.0099,0.7809,0.0137,0.8182,0.0129,0.7973,0.0225,0.7539,0.0127
ablation_Basic_158,2025-11-24 15:09:07,0.0005,0.3,32,7,7,300,0.0001,basic,83.3948,1.3005,0.8846,0.0047,0.7716,0.0196,0.8098,0.0258,0.7918,0.0627,0.7384,0.0601
ablation_Basic_179,2025-11-24 15:09:15,0.0005,0.5,128,3,7,300,0.0001,basic,84.0816,1.3853,0.8846,0.0112,0.7802,0.0137,0.8189,0.0121,0.8032,0.0253,0.7438,0.0149
ablation_Basic_168,2025-11-24 15:26:47,0.0005,0.5,32,3,5,300,0.0,basic,85.0807,1.0483,0.8995,0.0080,0.7812,0.0095,0.8237,0.0107,0.8272,0.0222,0.7066,0.0351
ablation_Basic_169,2025-11-24 15:27:32,0.0005,0.5,32,3,5,300,1e-05,basic,85.3345,0.8647,0.9013,0.0066,0.7874,0.0086,0.8267,0.0128,0.8214,0.0281,0.7311,0.0259
ablation_Basic_189,2025-11-24 15:32:34,0.0005,0.5,128,5,5,300,0.0,basic,85.2848,0.8216,0.9009,0.0050,0.7887,0.0092,0.8278,0.0106,0.8214,0.0232,0.7356,0.0314
ablation_Basic_191,2025-11-24 15:35:42,0.0005,0.5,128,5,5,300,0.0001,basic,85.2884,0.7331,0.9011,0.0034,0.7894,0.0080,0.8278,0.0100,0.8188,0.0214,0.7420,0.0293
ablation_Basic_190,2025-11-24 15:39:53,0.0005,0.5,128,5,5,300,1e-05,basic,85.2496,0.7211,0.9007,0.0025,0.7870,0.0088,0.8253,0.0115,0.8147,0.0228,0.7419,0.0251
ablation_Basic_170,2025-11-24 15:47:53,0.0005,0.5,32,3,5,300,0.0001,basic,85.4635,0.9934,0.9019,0.0079,0.7900,0.0124,0.8285,0.0150,0.8217,0.0286,0.7378,0.0152
ablation_Basic_183,2025-11-24 15:51:35,0.0005,0.5,128,5,3,300,0.0,basic,84.7813,1.2134,0.8910,0.0110,0.7817,0.0126,0.8218,0.0139,0.8148,0.0337,0.7280,0.0388
ablation_Basic_185,2025-11-24 15:51:39,0.0005,0.5,128,5,3,300,0.0001,basic,84.7363,1.3351,0.8914,0.0122,0.7824,0.0129,0.8222,0.0147,0.8147,0.0344,0.7299,0.0404
ablation_Basic_184,2025-11-24 15:55:30,0.0005,0.5,128,5,3,300,1e-05,basic,84.7172,1.1307,0.8919,0.0106,0.7797,0.0124,0.8181,0.0150,0.8027,0.0362,0.7426,0.0382
ablation_Basic_196,2025-11-24 15:59:51,0.0005,0.5,128,5,7,300,1e-05,basic,84.1104,1.4617,0.8889,0.0096,0.7768,0.0153,0.8146,0.0191,0.7953,0.0392,0.7451,0.0352
ablation_Basic_174,2025-11-24 15:59:58,0.0005,0.5,32,3,7,300,0.0,basic,84.7747,1.1377,0.8937,0.0091,0.7826,0.0111,0.8217,0.0120,0.8110,0.0287,0.7371,0.0234
ablation_Basic_162,2025-11-24 16:03:51,0.0005,0.5,32,3,3,300,0.0,basic,84.6257,1.2213,0.8894,0.0116,0.7812,0.0137,0.8207,0.0132,0.8100,0.0265,0.7335,0.0375
ablation_Basic_195,2025-11-24 16:05:19,0.0005,0.5,128,5,7,300,0.0,basic,83.9192,1.1574,0.8870,0.0065,0.7780,0.0159,0.8177,0.0202,0.8083,0.0454,0.7273,0.0388
ablation_Basic_175,2025-11-24 16:05:46,0.0005,0.5,32,3,7,300,1e-05,basic,84.7757,1.1498,0.8930,0.0127,0.7846,0.0112,0.8232,0.0128,0.8114,0.0252,0.7409,0.0230
ablation_Basic_197,2025-11-24 16:06:19,0.0005,0.5,128,5,7,300,0.0001,basic,84.1662,1.2921,0.8900,0.0081,0.7798,0.0137,0.8188,0.0137,0.8047,0.0228,0.7386,0.0169
ablation_Basic_186,2025-11-24 16:12:17,0.0005,0.5,32,5,5,300,0.0,basic,85.3170,0.6930,0.9017,0.0038,0.7850,0.0086,0.8244,0.0088,0.8163,0.0192,0.7351,0.0232
ablation_Basic_164,2025-11-24 16:13:36,0.0005,0.5,32,3,3,300,0.0001,basic,84.5972,1.5418,0.8900,0.0159,0.7778,0.0196,0.8139,0.0218,0.7884,0.0367,0.7600,0.0277
ablation_Basic_187,2025-11-24 16:18:38,0.0005,0.5,32,5,5,300,1e-05,basic,85.0747,1.0645,0.8978,0.0083,0.7844,0.0075,0.8242,0.0085,0.8176,0.0256,0.7320,0.0379
ablation_Basic_163,2025-11-24 16:19:15,0.0005,0.5,32,3,3,300,1e-05,basic,84.7422,1.2733,0.8912,0.0119,0.7782,0.0147,0.8217,0.0186,0.8298,0.0486,0.6941,0.0470
ablation_Basic_188,2025-11-24 16:19:33,0.0005,0.5,32,5,5,300,0.0001,basic,85.1426,0.4491,0.9004,0.0013,0.7805,0.0117,0.8152,0.0150,0.7842,0.0244,0.7742,0.0123
ablation_Basic_176,2025-11-24 16:22:26,0.0005,0.5,32,3,7,300,0.0001,basic,85.0128,0.8771,0.8964,0.0068,0.7909,0.0128,0.8281,0.0173,0.8170,0.0380,0.7470,0.0361
ablation_Basic_180,2025-11-24 16:34:33,0.0005,0.5,32,5,3,300,0.0,basic,85.2282,0.9989,0.8955,0.0088,0.7824,0.0123,0.8249,0.0172,0.8322,0.0483,0.7002,0.0594
ablation_Basic_209,2025-11-24 16:35:30,0.0005,0.5,128,7,5,300,0.0001,basic,85.1738,0.8638,0.8983,0.0060,0.7887,0.0072,0.8278,0.0092,0.8219,0.0248,0.7349,0.0363
ablation_Basic_208,2025-11-24 16:35:37,0.0005,0.5,128,7,5,300,1e-05,basic,84.9670,0.8758,0.8974,0.0064,0.7872,0.0108,0.8260,0.0144,0.8187,0.0336,0.7360,0.0350
ablation_Basic_207,2025-11-24 16:42:51,0.0005,0.5,128,7,5,300,0.0,basic,85.0318,0.8198,0.8987,0.0058,0.7839,0.0082,0.8240,0.0125,0.8193,0.0322,0.7261,0.0358
ablation_Basic_193,2025-11-24 16:45:53,0.0005,0.5,32,5,7,300,1e-05,basic,84.5782,1.2903,0.8935,0.0096,0.7828,0.0128,0.8226,0.0171,0.8167,0.0417,0.7275,0.0387
ablation_Basic_181,2025-11-24 16:46:46,0.0005,0.5,32,5,3,300,1e-05,basic,84.9513,1.2878,0.8936,0.0112,0.7823,0.0175,0.8207,0.0226,0.8109,0.0552,0.7355,0.0492
ablation_Basic_202,2025-11-24 16:49:31,0.0005,0.5,128,7,3,300,1e-05,basic,84.9234,1.2424,0.8933,0.0136,0.7823,0.0151,0.8214,0.0160,0.8112,0.0356,0.7354,0.0195
ablation_Basic_182,2025-11-24 16:49:49,0.0005,0.5,32,5,3,300,0.0001,basic,85.0711,1.3251,0.8961,0.0119,0.7820,0.0138,0.8212,0.0170,0.8114,0.0375,0.7346,0.0385
ablation_Basic_201,2025-11-24 16:50:44,0.0005,0.5,128,7,3,300,0.0,basic,84.7246,1.2289,0.8907,0.0135,0.7805,0.0126,0.8194,0.0149,0.8066,0.0354,0.7387,0.0229
ablation_Basic_214,2025-11-24 16:52:36,0.0005,0.5,128,7,7,300,1e-05,basic,84.0861,1.4766,0.8895,0.0099,0.7749,0.0120,0.8138,0.0137,0.7968,0.0357,0.7405,0.0291
ablation_Basic_213,2025-11-24 16:54:27,0.0005,0.5,128,7,7,300,0.0,basic,84.0519,1.5380,0.8900,0.0100,0.7768,0.0113,0.8166,0.0115,0.8042,0.0309,0.7334,0.0182
ablation_Basic_194,2025-11-24 16:54:33,0.0005,0.5,32,5,7,300,0.0001,basic,84.6518,1.1046,0.8938,0.0080,0.7887,0.0111,0.8280,0.0120,0.8227,0.0213,0.7322,0.0291
ablation_Basic_215,2025-11-24 16:54:58,0.0005,0.5,128,7,7,300,0.0001,basic,84.1332,1.4847,0.8892,0.0100,0.7752,0.0153,0.8137,0.0174,0.7957,0.0385,0.7420,0.0228
ablation_Basic_192,2025-11-24 16:56:01,0.0005,0.5,32,5,7,300,0.0,basic,84.3528,1.0078,0.8930,0.0066,0.7815,0.0093,0.8204,0.0140,0.8090,0.0373,0.7367,0.0369
ablation_Basic_203,2025-11-24 16:56:50,0.0005,0.5,128,7,3,300,0.0001,basic,85.1305,1.2792,0.8966,0.0105,0.7827,0.0110,0.8223,0.0120,0.8135,0.0274,0.7337,0.0278
ablation_Basic_204,2025-11-24 17:12:50,0.0005,0.5,32,7,5,300,0.0,basic,84.9842,0.9070,0.8977,0.0053,0.7844,0.0093,0.8248,0.0121,0.8218,0.0276,0.7231,0.0254
ablation_Basic_205,2025-11-24 17:21:58,0.0005,0.5,32,7,5,300,1e-05,basic,85.2948,0.9582,0.8997,0.0055,0.7864,0.0101,0.8264,0.0128,0.8231,0.0276,0.7268,0.0304
ablation_Basic_206,2025-11-24 17:31:56,0.0005,0.5,32,7,5,300,0.0001,basic,85.3228,1.0013,0.9001,0.0068,0.7892,0.0202,0.8268,0.0222,0.8167,0.0389,0.7437,0.0114
ablation_Basic_198,2025-11-24 17:32:06,0.0005,0.5,32,7,3,300,0.0,basic,85.1408,1.2686,0.8960,0.0100,0.7819,0.0120,0.8226,0.0150,0.8195,0.0399,0.7209,0.0420
ablation_Basic_199,2025-11-24 17:43:37,0.0005,0.5,32,7,3,300,1e-05,basic,85.0487,1.3651,0.8961,0.0119,0.7822,0.0160,0.8212,0.0191,0.8120,0.0423,0.7329,0.0341
ablation_Basic_231,2025-11-24 17:47:00,0.0001,0.3,128,3,7,300,0.0,basic,83.1177,1.1310,0.8847,0.0088,0.7682,0.0099,0.8072,0.0116,0.7853,0.0209,0.7393,0.0221
ablation_Basic_226,2025-11-24 17:48:19,0.0001,0.3,128,3,5,300,1e-05,basic,84.7258,1.0605,0.8948,0.0050,0.7839,0.0114,0.8239,0.0164,0.8196,0.0363,0.7242,0.0353
ablation_Basic_232,2025-11-24 17:52:58,0.0001,0.3,128,3,7,300,1e-05,basic,82.8917,1.2492,0.8833,0.0077,0.7655,0.0078,0.8057,0.0086,0.7860,0.0181,0.7319,0.0184
ablation_Basic_225,2025-11-24 17:55:42,0.0001,0.3,128,3,5,300,0.0,basic,84.7838,1.0617,0.8963,0.0058,0.7831,0.0136,0.8247,0.0173,0.8276,0.0376,0.7099,0.0311
ablation_Basic_200,2025-11-24 17:56:02,0.0005,0.5,32,7,3,300,0.0001,basic,85.1530,1.0845,0.8966,0.0081,0.7903,0.0148,0.8309,0.0193,0.8375,0.0524,0.7125,0.0542
ablation_Basic_211,2025-11-24 17:56:05,0.0005,0.5,32,7,7,300,1e-05,basic,84.7180,0.8982,0.8953,0.0054,0.7784,0.0083,0.8147,0.0144,0.7898,0.0383,0.7597,0.0412
ablation_Basic_221,2025-11-24 18:03:53,0.0001,0.3,128,3,3,300,0.0001,basic,84.0609,1.1216,0.8786,0.0125,0.7835,0.0100,0.8257,0.0115,0.8300,0.0274,0.7075,0.0383
ablation_Basic_212,2025-11-24 18:05:44,0.0005,0.5,32,7,7,300,0.0001,basic,84.4249,0.9095,0.8923,0.0069,0.7789,0.0135,0.8137,0.0180,0.7834,0.0374,0.7701,0.0292
ablation_Basic_233,2025-11-24 18:09:08,0.0001,0.3,128,3,7,300,0.0001,basic,82.6689,1.0018,0.8801,0.0071,0.7590,0.0126,0.7957,0.0211,0.7628,0.0531,0.7511,0.0597
ablation_Basic_220,2025-11-24 18:11:02,0.0001,0.3,128,3,3,300,1e-05,basic,84.0546,0.9694,0.8786,0.0121,0.7790,0.0069,0.8208,0.0099,0.8192,0.0288,0.7134,0.0330
ablation_Basic_210,2025-11-24 18:12:00,0.0005,0.5,32,7,7,300,0.0,basic,84.8066,0.9524,0.8972,0.0066,0.7823,0.0136,0.8181,0.0194,0.7951,0.0458,0.7610,0.0412
ablation_Basic_227,2025-11-24 18:14:17,0.0001,0.3,128,3,5,300,0.0001,basic,84.7900,1.0357,0.8951,0.0069,0.7864,0.0084,0.8267,0.0123,0.8254,0.0326,0.7218,0.0432
ablation_Basic_219,2025-11-24 18:23:28,0.0001,0.3,128,3,3,300,0.0,basic,84.1730,1.1923,0.8818,0.0110,0.7800,0.0116,0.8223,0.0118,0.8238,0.0271,0.7087,0.0252
ablation_Basic_228,2025-11-24 18:26:56,0.0001,0.3,32,3,7,300,0.0,basic,83.0357,0.9795,0.8823,0.0085,0.7702,0.0094,0.8102,0.0132,0.7943,0.0288,0.7299,0.0322
ablation_Basic_230,2025-11-24 18:27:22,0.0001,0.3,32,3,7,300,0.0001,basic,83.4595,0.7512,0.8853,0.0083,0.7710,0.0130,0.8090,0.0147,0.7849,0.0264,0.7477,0.0268
ablation_Basic_222,2025-11-24 18:27:43,0.0001,0.3,32,3,5,300,0.0,basic,84.5783,0.9910,0.8933,0.0061,0.7823,0.0105,0.8239,0.0121,0.8246,0.0259,0.7130,0.0383
ablation_Basic_223,2025-11-24 18:34:37,0.0001,0.3,32,3,5,300,1e-05,basic,84.6359,0.8852,0.8942,0.0061,0.7805,0.0139,0.8217,0.0156,0.8189,0.0294,0.7172,0.0341
ablation_Basic_224,2025-11-24 18:38:20,0.0001,0.3,32,3,5,300,0.0001,basic,84.4253,0.9139,0.8925,0.0063,0.7817,0.0113,0.8225,0.0137,0.8187,0.0277,0.7205,0.0333
ablation_Basic_229,2025-11-24 18:38:37,0.0001,0.3,32,3,7,300,1e-05,basic,83.4203,0.6354,0.8854,0.0057,0.7668,0.0094,0.8056,0.0118,0.7821,0.0224,0.7415,0.0140
ablation_Basic_251,2025-11-24 18:58:09,0.0001,0.3,128,5,7,300,0.0001,basic,83.2685,1.2736,0.8819,0.0088,0.7736,0.0106,0.8181,0.0127,0.8242,0.0294,0.6917,0.0307
ablation_Basic_249,2025-11-24 18:59:27,0.0001,0.3,128,5,7,300,0.0,basic,82.9405,1.3870,0.8803,0.0096,0.7661,0.0124,0.8104,0.0125,0.8088,0.0305,0.6971,0.0317
ablation_Basic_250,2025-11-24 19:00:18,0.0001,0.3,128,5,7,300,1e-05,basic,83.1151,1.2756,0.8817,0.0086,0.7688,0.0120,0.8125,0.0123,0.8106,0.0297,0.7016,0.0318
ablation_Basic_244,2025-11-24 19:02:50,0.0001,0.3,128,5,5,300,1e-05,basic,85.1446,1.1935,0.8988,0.0066,0.7889,0.0121,0.8275,0.0131,0.8197,0.0326,0.7385,0.0346
ablation_Basic_218,2025-11-24 19:04:03,0.0001,0.3,32,3,3,300,0.0001,basic,84.3973,0.9106,0.8860,0.0081,0.7826,0.0100,0.8219,0.0124,0.8128,0.0371,0.7330,0.0469
ablation_Basic_243,2025-11-24 19:13:34,0.0001,0.3,128,5,5,300,0.0,basic,85.0015,1.1807,0.8979,0.0057,0.7885,0.0125,0.8271,0.0133,0.8194,0.0348,0.7381,0.0353
ablation_Basic_216,2025-11-24 19:13:41,0.0001,0.3,32,3,3,300,0.0,basic,84.3830,0.9123,0.8853,0.0090,0.7820,0.0101,0.8219,0.0121,0.8145,0.0315,0.7293,0.0325
ablation_Basic_238,2025-11-24 19:18:29,0.0001,0.3,128,5,3,300,1e-05,basic,84.3637,0.9070,0.8863,0.0089,0.7837,0.0028,0.8239,0.0056,0.8185,0.0214,0.7265,0.0352
ablation_Basic_245,2025-11-24 19:24:49,0.0001,0.3,128,5,5,300,0.0001,basic,85.1120,1.0886,0.8984,0.0054,0.7909,0.0113,0.8298,0.0130,0.8253,0.0264,0.7346,0.0275
ablation_Basic_237,2025-11-24 19:25:59,0.0001,0.3,128,5,3,300,0.0,basic,84.4252,1.0309,0.8866,0.0088,0.7830,0.0050,0.8228,0.0068,0.8150,0.0252,0.7305,0.0390
ablation_Basic_239,2025-11-24 19:26:41,0.0001,0.3,128,5,3,300,0.0001,basic,84.3430,0.9649,0.8860,0.0113,0.7839,0.0055,0.8231,0.0084,0.8131,0.0214,0.7358,0.0342
ablation_Basic_217,2025-11-24 19:37:14,0.0001,0.3,32,3,3,300,1e-05,basic,84.5629,1.0539,0.8892,0.0090,0.7850,0.0139,0.8257,0.0121,0.8237,0.0348,0.7234,0.0454
ablation_Basic_240,2025-11-24 19:42:14,0.0001,0.3,32,5,5,300,0.0,basic,85.0447,1.1854,0.8995,0.0061,0.7853,0.0118,0.8275,0.0119,0.8332,0.0258,0.7073,0.0326
ablation_Basic_247,2025-11-24 19:46:40,0.0001,0.3,32,5,7,300,1e-05,basic,83.4486,1.1851,0.8862,0.0076,0.7650,0.0099,0.8073,0.0139,0.7981,0.0499,0.7138,0.0625
ablation_Basic_248,2025-11-24 19:47:12,0.0001,0.3,32,5,7,300,0.0001,basic,83.5796,1.3517,0.8871,0.0086,0.7655,0.0151,0.8090,0.0186,0.8061,0.0541,0.7016,0.0614
ablation_Basic_246,2025-11-24 19:48:26,0.0001,0.3,32,5,7,300,0.0,basic,83.4849,1.1463,0.8851,0.0062,0.7669,0.0070,0.8061,0.0081,0.7838,0.0271,0.7410,0.0265
ablation_Basic_241,2025-11-24 19:49:24,0.0001,0.3,32,5,5,300,1e-05,basic,85.0959,0.9694,0.9001,0.0044,0.7865,0.0097,0.8275,0.0099,0.8281,0.0242,0.7187,0.0364
ablation_Basic_242,2025-11-24 19:50:22,0.0001,0.3,32,5,5,300,0.0001,basic,85.1245,0.8670,0.8992,0.0039,0.7889,0.0088,0.8293,0.0107,0.8304,0.0281,0.7220,0.0371
ablation_Basic_234,2025-11-24 20:03:58,0.0001,0.3,32,5,3,300,0.0,basic,84.4631,0.9318,0.8873,0.0096,0.7839,0.0093,0.8248,0.0078,0.8222,0.0187,0.7223,0.0141
