experiment_id,timestamp,lr,dropout_ratio,batch_size,num_experts,num_layer,emb_dim,decay,features,Test_Metric_Mean,Test_Metric_Std,Test_auprc_mean,Test_auprc_std,Test_accuracy_mean,Test_accuracy_std,Test_f1_mean,Test_f1_std,Test_sensitivity_mean,Test_sensitivity_std,Test_specificity_mean,Test_specificity_std
ablation_Basic_261,2025-11-24 20:06:04,0.0001,0.3,128,7,5,300,0.0,basic,85.1053,1.0688,0.8999,0.0075,0.7846,0.0098,0.8260,0.0125,0.8281,0.0341,0.7128,0.0458
ablation_Basic_256,2025-11-24 20:09:00,0.0001,0.3,128,7,3,300,1e-05,basic,84.3596,1.3032,0.8858,0.0105,0.7800,0.0144,0.8203,0.0153,0.8132,0.0270,0.7256,0.0205
ablation_Basic_262,2025-11-24 20:11:21,0.0001,0.3,128,7,5,300,1e-05,basic,85.0829,1.0612,0.8996,0.0073,0.7852,0.0093,0.8262,0.0119,0.8270,0.0329,0.7159,0.0462
ablation_Basic_255,2025-11-24 20:14:12,0.0001,0.3,128,7,3,300,0.0,basic,84.3659,1.2993,0.8868,0.0125,0.7806,0.0106,0.8211,0.0120,0.8148,0.0251,0.7248,0.0226
ablation_Basic_267,2025-11-24 20:15:45,0.0001,0.3,128,7,7,300,0.0,basic,82.5448,1.3075,0.8786,0.0102,0.7624,0.0124,0.8024,0.0158,0.7819,0.0356,0.7298,0.0337
ablation_Basic_257,2025-11-24 20:16:14,0.0001,0.3,128,7,3,300,0.0001,basic,84.4074,1.4497,0.8879,0.0122,0.7813,0.0156,0.8222,0.0170,0.8193,0.0322,0.7192,0.0209
ablation_Basic_268,2025-11-24 20:17:28,0.0001,0.3,128,7,7,300,1e-05,basic,82.6200,1.1714,0.8770,0.0092,0.7642,0.0103,0.8074,0.0144,0.8012,0.0378,0.7025,0.0484
ablation_Basic_263,2025-11-24 20:20:03,0.0001,0.3,128,7,5,300,0.0001,basic,84.9933,1.0533,0.8985,0.0064,0.7841,0.0113,0.8235,0.0129,0.8157,0.0269,0.7324,0.0193
ablation_Basic_269,2025-11-24 20:20:47,0.0001,0.3,128,7,7,300,0.0001,basic,82.7385,1.0227,0.8789,0.0094,0.7690,0.0068,0.8128,0.0111,0.8124,0.0322,0.6965,0.0493
ablation_Basic_252,2025-11-24 20:29:07,0.0001,0.3,32,7,3,300,0.0,basic,84.1930,1.1389,0.8858,0.0094,0.7793,0.0161,0.8178,0.0181,0.8029,0.0381,0.7408,0.0247
ablation_Basic_253,2025-11-24 20:32:29,0.0001,0.3,32,7,3,300,1e-05,basic,84.2725,1.1410,0.8867,0.0092,0.7787,0.0154,0.8172,0.0173,0.8016,0.0374,0.7415,0.0257
ablation_Basic_259,2025-11-24 20:36:11,0.0001,0.3,32,7,5,300,1e-05,basic,84.9490,1.0654,0.8983,0.0075,0.7831,0.0113,0.8219,0.0140,0.8108,0.0373,0.7391,0.0378
ablation_Basic_265,2025-11-24 20:37:24,0.0001,0.3,32,7,7,300,1e-05,basic,82.7265,0.7911,0.8815,0.0101,0.7633,0.0077,0.8065,0.0123,0.7992,0.0389,0.7057,0.0528
ablation_Basic_264,2025-11-24 20:37:49,0.0001,0.3,32,7,7,300,0.0,basic,82.9134,1.1345,0.8835,0.0094,0.7676,0.0083,0.8091,0.0124,0.7976,0.0352,0.7189,0.0390
ablation_Basic_235,2025-11-24 20:41:57,0.0001,0.3,32,5,3,300,1e-05,basic,84.5342,0.8645,0.8890,0.0104,0.7848,0.0091,0.8238,0.0109,0.8146,0.0324,0.7366,0.0326
ablation_Basic_266,2025-11-24 20:45:54,0.0001,0.3,32,7,7,300,0.0001,basic,82.9486,1.1701,0.8828,0.0100,0.7657,0.0097,0.8053,0.0157,0.7860,0.0432,0.7317,0.0474
ablation_Basic_236,2025-11-24 20:56:31,0.0001,0.3,32,5,3,300,0.0001,basic,84.3875,0.9985,0.8892,0.0106,0.7802,0.0073,0.8179,0.0112,0.7991,0.0311,0.7496,0.0337
ablation_Basic_254,2025-11-24 21:01:01,0.0001,0.3,32,7,3,300,0.0001,basic,84.3587,1.1685,0.8880,0.0097,0.7826,0.0090,0.8210,0.0079,0.8063,0.0182,0.7442,0.0211
ablation_Basic_258,2025-11-24 21:02:41,0.0001,0.3,32,7,5,300,0.0,basic,84.9108,0.9729,0.8983,0.0059,0.7808,0.0088,0.8216,0.0147,0.8191,0.0497,0.7189,0.0640
ablation_Basic_260,2025-11-24 21:13:18,0.0001,0.3,32,7,5,300,0.0001,basic,85.0974,1.0349,0.8979,0.0076,0.7837,0.0119,0.8221,0.0121,0.8090,0.0250,0.7424,0.0365
ablation_Basic_285,2025-11-24 21:18:12,0.0001,0.5,128,3,7,300,0.0,basic,83.4161,1.2422,0.8812,0.0118,0.7693,0.0134,0.8070,0.0128,0.7804,0.0319,0.7528,0.0183
ablation_Basic_286,2025-11-24 21:23:28,0.0001,0.5,128,3,7,300,1e-05,basic,83.4908,1.3477,0.8814,0.0120,0.7712,0.0140,0.8088,0.0144,0.7838,0.0377,0.7527,0.0262
ablation_Basic_287,2025-11-24 21:25:31,0.0001,0.5,128,3,7,300,0.0001,basic,83.3653,1.3222,0.8808,0.0115,0.7697,0.0116,0.8082,0.0126,0.7854,0.0345,0.7457,0.0259
ablation_Basic_279,2025-11-24 21:33:30,0.0001,0.5,128,3,5,300,0.0,basic,84.9576,1.0278,0.8972,0.0071,0.7859,0.0087,0.8252,0.0117,0.8184,0.0259,0.7326,0.0318
ablation_Basic_273,2025-11-24 21:34:50,0.0001,0.5,128,3,3,300,0.0,basic,83.2211,0.6449,0.8682,0.0028,0.7732,0.0099,0.8135,0.0097,0.8000,0.0210,0.7293,0.0196
ablation_Basic_274,2025-11-24 21:39:08,0.0001,0.5,128,3,3,300,1e-05,basic,83.2545,0.6074,0.8691,0.0029,0.7760,0.0100,0.8165,0.0121,0.8068,0.0306,0.7245,0.0353
ablation_Basic_280,2025-11-24 21:50:07,0.0001,0.5,128,3,5,300,1e-05,basic,84.9987,0.9303,0.8975,0.0069,0.7868,0.0098,0.8252,0.0125,0.8148,0.0229,0.7410,0.0228
ablation_Basic_275,2025-11-24 21:54:42,0.0001,0.5,128,3,3,300,0.0001,basic,83.8957,1.1059,0.8741,0.0122,0.7813,0.0124,0.8201,0.0141,0.8073,0.0282,0.7384,0.0321
ablation_Basic_281,2025-11-24 22:00:17,0.0001,0.5,128,3,5,300,0.0001,basic,85.0025,1.1338,0.8985,0.0086,0.7842,0.0130,0.8238,0.0163,0.8178,0.0309,0.7289,0.0215
ablation_Basic_282,2025-11-24 22:22:43,0.0001,0.5,32,3,7,300,0.0,basic,84.0115,1.1979,0.8823,0.0117,0.7746,0.0153,0.8105,0.0210,0.7834,0.0493,0.7599,0.0408
ablation_Basic_283,2025-11-24 22:27:06,0.0001,0.5,32,3,7,300,1e-05,basic,84.0890,1.2852,0.8830,0.0136,0.7758,0.0147,0.8122,0.0206,0.7877,0.0496,0.7565,0.0434
ablation_Basic_292,2025-11-24 22:30:42,0.0001,0.5,128,5,3,300,1e-05,basic,83.5041,1.9034,0.8749,0.0160,0.7753,0.0150,0.8133,0.0177,0.7940,0.0458,0.7456,0.0429
ablation_Basic_291,2025-11-24 22:30:45,0.0001,0.5,128,5,3,300,0.0,basic,83.3715,1.9654,0.8734,0.0167,0.7754,0.0170,0.8144,0.0191,0.7993,0.0461,0.7371,0.0424
ablation_Basic_276,2025-11-24 22:35:18,0.0001,0.5,32,3,5,300,0.0,basic,84.8628,1.2155,0.8960,0.0086,0.7845,0.0102,0.8234,0.0156,0.8152,0.0395,0.7338,0.0446
ablation_Basic_277,2025-11-24 22:39:15,0.0001,0.5,32,3,5,300,1e-05,basic,85.0177,0.8734,0.8976,0.0053,0.7868,0.0092,0.8284,0.0116,0.8332,0.0237,0.7108,0.0303
ablation_Basic_284,2025-11-24 22:42:48,0.0001,0.5,32,3,7,300,0.0001,basic,83.5513,0.9244,0.8792,0.0113,0.7717,0.0076,0.8081,0.0138,0.7795,0.0416,0.7592,0.0529
ablation_Basic_271,2025-11-24 22:51:44,0.0001,0.5,32,3,3,300,1e-05,basic,84.0599,1.0531,0.8787,0.0080,0.7752,0.0109,0.8136,0.0155,0.7958,0.0464,0.7405,0.0590
ablation_Basic_293,2025-11-24 22:52:02,0.0001,0.5,128,5,3,300,0.0001,basic,83.5930,2.1387,0.8777,0.0184,0.7749,0.0173,0.8147,0.0194,0.8023,0.0405,0.7309,0.0302
ablation_Basic_278,2025-11-24 23:04:33,0.0001,0.5,32,3,5,300,0.0001,basic,85.1764,0.7557,0.8990,0.0075,0.7852,0.0109,0.8244,0.0150,0.8173,0.0347,0.7319,0.0423
ablation_Basic_303,2025-11-24 23:05:27,0.0001,0.5,128,5,7,300,0.0,basic,83.6249,1.1130,0.8853,0.0076,0.7702,0.0088,0.8096,0.0091,0.7901,0.0254,0.7379,0.0294
ablation_Basic_272,2025-11-24 23:05:46,0.0001,0.5,32,3,3,300,0.0001,basic,83.9953,1.4189,0.8806,0.0128,0.7736,0.0102,0.8136,0.0131,0.8004,0.0401,0.7314,0.0527
ablation_Basic_305,2025-11-24 23:10:05,0.0001,0.5,128,5,7,300,0.0001,basic,83.5654,1.0805,0.8854,0.0068,0.7706,0.0079,0.8104,0.0084,0.7929,0.0220,0.7350,0.0156
ablation_Basic_297,2025-11-24 23:10:34,0.0001,0.5,128,5,5,300,0.0,basic,85.2498,0.8916,0.9005,0.0058,0.7892,0.0095,0.8280,0.0109,0.8208,0.0196,0.7373,0.0292
ablation_Basic_304,2025-11-24 23:12:36,0.0001,0.5,128,5,7,300,1e-05,basic,83.6485,1.0711,0.8859,0.0077,0.7734,0.0064,0.8124,0.0099,0.7945,0.0283,0.7391,0.0282
ablation_Basic_298,2025-11-24 23:17:37,0.0001,0.5,128,5,5,300,1e-05,basic,85.2070,0.8177,0.9003,0.0046,0.7876,0.0111,0.8260,0.0131,0.8160,0.0249,0.7417,0.0295
ablation_Basic_299,2025-11-24 23:22:52,0.0001,0.5,128,5,5,300,0.0001,basic,85.1745,0.8325,0.8995,0.0036,0.7875,0.0102,0.8259,0.0136,0.8163,0.0273,0.7401,0.0266
ablation_Basic_302,2025-11-24 23:43:46,0.0001,0.5,32,5,7,300,0.0001,basic,83.8793,1.6604,0.8872,0.0110,0.7775,0.0179,0.8139,0.0228,0.7907,0.0514,0.7542,0.0472
ablation_Basic_270,2025-11-24 23:48:05,0.0001,0.5,32,3,3,300,0.0,basic,84.2260,1.3279,0.8800,0.0105,0.7833,0.0136,0.8238,0.0163,0.8216,0.0388,0.7193,0.0423
ablation_Basic_300,2025-11-24 23:53:58,0.0001,0.5,32,5,7,300,0.0,basic,83.9632,1.4969,0.8887,0.0116,0.7776,0.0155,0.8156,0.0180,0.7970,0.0362,0.7448,0.0322
ablation_Basic_301,2025-11-25 00:00:03,0.0001,0.5,32,5,7,300,1e-05,basic,83.8910,1.4558,0.8880,0.0105,0.7774,0.0154,0.8151,0.0164,0.7946,0.0318,0.7489,0.0173
ablation_Basic_296,2025-11-25 00:05:06,0.0001,0.5,32,5,5,300,0.0001,basic,85.1165,0.7933,0.8998,0.0035,0.7878,0.0137,0.8254,0.0169,0.8135,0.0387,0.7456,0.0371
ablation_Basic_290,2025-11-25 00:15:11,0.0001,0.5,32,5,3,300,0.0001,basic,84.5529,1.3336,0.8843,0.0132,0.7845,0.0151,0.8199,0.0198,0.7968,0.0456,0.7638,0.0419
ablation_Basic_295,2025-11-25 00:16:39,0.0001,0.5,32,5,5,300,1e-05,basic,85.2713,0.9017,0.9003,0.0041,0.7860,0.0149,0.8239,0.0185,0.8124,0.0398,0.7417,0.0372
ablation_Basic_311,2025-11-25 00:23:04,0.0001,0.5,128,7,3,300,0.0001,basic,83.6699,2.5149,0.8791,0.0199,0.7747,0.0234,0.8147,0.0197,0.8005,0.0247,0.7323,0.0405
ablation_Basic_309,2025-11-25 00:23:38,0.0001,0.5,128,7,3,300,0.0,basic,83.5883,2.5638,0.8799,0.0206,0.7716,0.0230,0.8119,0.0199,0.7975,0.0284,0.7290,0.0347
ablation_Basic_310,2025-11-25 00:28:18,0.0001,0.5,128,7,3,300,1e-05,basic,83.6568,2.5647,0.8805,0.0207,0.7723,0.0243,0.8132,0.0207,0.8017,0.0290,0.7247,0.0325
ablation_Basic_316,2025-11-25 00:29:22,0.0001,0.5,128,7,5,300,1e-05,basic,85.0850,0.8485,0.8988,0.0067,0.7854,0.0104,0.8258,0.0136,0.8237,0.0300,0.7230,0.0322
ablation_Basic_321,2025-11-25 00:31:47,0.0001,0.5,128,7,7,300,0.0,basic,83.8787,1.1122,0.8874,0.0090,0.7716,0.0095,0.8097,0.0104,0.7867,0.0338,0.7482,0.0307
ablation_Basic_317,2025-11-25 00:34:25,0.0001,0.5,128,7,5,300,0.0001,basic,84.9802,0.9076,0.8966,0.0064,0.7859,0.0110,0.8247,0.0141,0.8160,0.0315,0.7369,0.0306
ablation_Basic_315,2025-11-25 00:35:10,0.0001,0.5,128,7,5,300,0.0,basic,85.0581,0.8942,0.8987,0.0072,0.7860,0.0099,0.8262,0.0128,0.8240,0.0294,0.7240,0.0350
ablation_Basic_322,2025-11-25 00:40:00,0.0001,0.5,128,7,7,300,1e-05,basic,83.9318,1.0327,0.8884,0.0060,0.7710,0.0089,0.8106,0.0111,0.7932,0.0367,0.7349,0.0453
ablation_Basic_323,2025-11-25 00:40:42,0.0001,0.5,128,7,7,300,0.0001,basic,83.8847,1.1222,0.8874,0.0064,0.7728,0.0099,0.8125,0.0094,0.7961,0.0312,0.7356,0.0325
ablation_Basic_294,2025-11-25 00:43:59,0.0001,0.5,32,5,5,300,0.0,basic,85.1928,0.9980,0.9006,0.0049,0.7879,0.0146,0.8280,0.0184,0.8286,0.0440,0.7215,0.0451
ablation_Basic_288,2025-11-25 00:45:29,0.0001,0.5,32,5,3,300,0.0,basic,84.6710,1.2592,0.8883,0.0124,0.7798,0.0121,0.8163,0.0153,0.7926,0.0376,0.7588,0.0331
ablation_Phys_3,2025-11-25 00:55:25,0.001,0.3,128,3,3,300,0.0,basic+phys,84.1148,1.6097,0.8858,0.0135,0.7782,0.0134,0.8166,0.0172,0.8013,0.0455,0.7413,0.0381
ablation_Phys_4,2025-11-25 00:56:59,0.001,0.3,128,3,3,300,1e-05,basic+phys,83.9448,1.4828,0.8856,0.0115,0.7716,0.0154,0.8120,0.0197,0.8010,0.0534,0.7254,0.0500
ablation_Phys_9,2025-11-25 00:57:33,0.001,0.3,128,3,5,300,0.0,basic+phys,84.6610,0.8755,0.8953,0.0043,0.7769,0.0097,0.8178,0.0104,0.8097,0.0272,0.7241,0.0201
ablation_Phys_5,2025-11-25 00:58:44,0.001,0.3,128,3,3,300,0.0001,basic+phys,84.0478,1.4315,0.8870,0.0088,0.7710,0.0169,0.8135,0.0214,0.8122,0.0656,0.7072,0.0696
ablation_Phys_10,2025-11-25 01:00:51,0.001,0.3,128,3,5,300,1e-05,basic+phys,84.2727,1.1289,0.8939,0.0067,0.7735,0.0164,0.8143,0.0188,0.8055,0.0416,0.7224,0.0325
ablation_Phys_11,2025-11-25 01:02:54,0.001,0.3,128,3,5,300,0.0001,basic+phys,84.9135,1.0335,0.8966,0.0057,0.7774,0.0092,0.8167,0.0106,0.8026,0.0312,0.7375,0.0245
ablation_Basic_319,2025-11-25 01:07:05,0.0001,0.5,32,7,7,300,1e-05,basic,83.7714,1.1789,0.8870,0.0077,0.7753,0.0136,0.8129,0.0163,0.7913,0.0384,0.7477,0.0414
ablation_Basic_318,2025-11-25 01:07:56,0.0001,0.5,32,7,7,300,0.0,basic,83.7245,1.4393,0.8872,0.0092,0.7728,0.0121,0.8082,0.0146,0.7749,0.0302,0.7674,0.0386
ablation_Phys_0,2025-11-25 01:17:40,0.001,0.3,32,3,3,300,0.0,basic+phys,84.1553,1.5419,0.8856,0.0127,0.7760,0.0124,0.8224,0.0163,0.8416,0.0489,0.6684,0.0642
ablation_Basic_312,2025-11-25 01:21:51,0.0001,0.5,32,7,5,300,0.0,basic,84.9527,0.9580,0.8971,0.0078,0.7844,0.0106,0.8248,0.0156,0.8233,0.0414,0.7205,0.0435
ablation_Phys_17,2025-11-25 01:22:32,0.001,0.3,128,3,7,300,0.0001,basic+phys,82.9671,1.2489,0.8810,0.0077,0.7697,0.0119,0.8119,0.0164,0.8059,0.0383,0.7096,0.0360
ablation_Phys_6,2025-11-25 01:23:04,0.001,0.3,32,3,5,300,0.0,basic+phys,84.4769,0.6155,0.8961,0.0027,0.7651,0.0050,0.8067,0.0075,0.7929,0.0340,0.7220,0.0446
ablation_Phys_15,2025-11-25 01:23:06,0.001,0.3,128,3,7,300,0.0,basic+phys,83.2534,1.0505,0.8851,0.0093,0.7657,0.0121,0.8073,0.0159,0.7952,0.0349,0.7172,0.0283
ablation_Phys_16,2025-11-25 01:23:42,0.001,0.3,128,3,7,300,1e-05,basic+phys,82.9195,1.2838,0.8812,0.0099,0.7669,0.0113,0.8090,0.0150,0.7999,0.0363,0.7129,0.0322
ablation_Basic_289,2025-11-25 01:24:04,0.0001,0.5,32,5,3,300,1e-05,basic,84.8721,1.1258,0.8917,0.0113,0.7804,0.0103,0.8174,0.0121,0.7956,0.0314,0.7560,0.0358
ablation_Phys_7,2025-11-25 01:24:40,0.001,0.3,32,3,5,300,1e-05,basic+phys,84.4333,1.1113,0.8951,0.0040,0.7676,0.0161,0.8043,0.0250,0.7783,0.0638,0.7507,0.0605
ablation_Phys_1,2025-11-25 01:32:14,0.001,0.3,32,3,3,300,1e-05,basic+phys,83.8942,1.0874,0.8864,0.0070,0.7760,0.0072,0.8195,0.0128,0.8246,0.0461,0.6975,0.0654
ablation_Basic_314,2025-11-25 01:33:35,0.0001,0.5,32,7,5,300,0.0001,basic,85.2494,0.8157,0.8990,0.0043,0.7900,0.0082,0.8274,0.0095,0.8146,0.0214,0.7502,0.0255
ablation_Basic_320,2025-11-25 01:35:51,0.0001,0.5,32,7,7,300,0.0001,basic,83.9036,1.4608,0.8903,0.0089,0.7725,0.0102,0.8095,0.0121,0.7824,0.0364,0.7568,0.0494
ablation_Phys_21,2025-11-25 01:37:24,0.001,0.3,128,5,3,300,0.0,basic+phys,84.5318,1.4814,0.8888,0.0130,0.7823,0.0141,0.8233,0.0135,0.8209,0.0334,0.7194,0.0419
ablation_Phys_8,2025-11-25 01:38:08,0.001,0.3,32,3,5,300,0.0001,basic+phys,84.9065,1.2975,0.8979,0.0065,0.7780,0.0264,0.8135,0.0274,0.7867,0.0521,0.7644,0.0227
ablation_Basic_313,2025-11-25 01:40:09,0.0001,0.5,32,7,5,300,1e-05,basic,85.0076,0.8468,0.8975,0.0068,0.7838,0.0096,0.8250,0.0148,0.8265,0.0427,0.7144,0.0516
ablation_Phys_28,2025-11-25 01:43:54,0.001,0.3,128,5,5,300,1e-05,basic+phys,84.8974,0.8921,0.8984,0.0082,0.7731,0.0158,0.8122,0.0205,0.7969,0.0516,0.7355,0.0588
ablation_Phys_27,2025-11-25 01:47:40,0.001,0.3,128,5,5,300,0.0,basic+phys,84.8030,0.7978,0.8977,0.0075,0.7790,0.0094,0.8188,0.0132,0.8091,0.0396,0.7313,0.0458
ablation_Phys_29,2025-11-25 01:48:22,0.001,0.3,128,5,5,300,0.0001,basic+phys,84.9318,0.9592,0.8984,0.0047,0.7763,0.0072,0.8162,0.0111,0.8051,0.0404,0.7300,0.0471
ablation_Phys_13,2025-11-25 01:50:42,0.001,0.3,32,3,7,300,1e-05,basic+phys,83.4385,1.4891,0.8850,0.0100,0.7570,0.0194,0.7922,0.0229,0.7523,0.0538,0.7668,0.0418
ablation_Phys_22,2025-11-25 01:50:59,0.001,0.3,128,5,3,300,1e-05,basic+phys,84.6506,1.3899,0.8893,0.0120,0.7809,0.0139,0.8232,0.0168,0.8273,0.0424,0.7040,0.0463
ablation_Phys_2,2025-11-25 01:51:11,0.001,0.3,32,3,3,300,0.0001,basic+phys,84.0932,1.3995,0.8883,0.0108,0.7657,0.0265,0.8053,0.0329,0.7938,0.0863,0.7222,0.0784
ablation_Phys_23,2025-11-25 01:51:19,0.001,0.3,128,5,3,300,0.0001,basic+phys,84.4182,1.4709,0.8884,0.0139,0.7790,0.0125,0.8243,0.0119,0.8387,0.0291,0.6834,0.0263
ablation_Phys_12,2025-11-25 01:52:46,0.001,0.3,32,3,7,300,0.0,basic+phys,83.6889,1.2638,0.8876,0.0088,0.7661,0.0214,0.8010,0.0270,0.7657,0.0538,0.7648,0.0468
ablation_Basic_307,2025-11-25 02:01:10,0.0001,0.5,32,7,3,300,1e-05,basic,84.6713,1.3214,0.8892,0.0130,0.7779,0.0107,0.8133,0.0132,0.7833,0.0363,0.7697,0.0373
ablation_Phys_33,2025-11-25 02:01:12,0.001,0.3,128,5,7,300,0.0,basic+phys,83.5970,1.1784,0.8903,0.0074,0.7702,0.0080,0.8089,0.0115,0.7872,0.0299,0.7432,0.0342
ablation_Phys_34,2025-11-25 02:01:16,0.001,0.3,128,5,7,300,1e-05,basic+phys,83.6327,1.1773,0.8909,0.0080,0.7736,0.0146,0.8121,0.0174,0.7928,0.0361,0.7427,0.0328
ablation_Phys_14,2025-11-25 02:03:25,0.001,0.3,32,3,7,300,0.0001,basic+phys,83.8382,1.5508,0.8863,0.0095,0.7743,0.0177,0.8125,0.0239,0.7957,0.0591,0.7402,0.0590
ablation_Phys_35,2025-11-25 02:08:57,0.001,0.3,128,5,7,300,0.0001,basic+phys,83.1813,1.0306,0.8859,0.0062,0.7669,0.0110,0.8073,0.0174,0.7925,0.0444,0.7250,0.0448
ablation_Phys_19,2025-11-25 02:13:59,0.001,0.3,32,5,3,300,1e-05,basic+phys,84.2449,1.4791,0.8875,0.0124,0.7771,0.0215,0.8159,0.0239,0.8025,0.0505,0.7366,0.0299
ablation_Phys_18,2025-11-25 02:14:12,0.001,0.3,32,5,3,300,0.0,basic+phys,84.3762,1.4087,0.8899,0.0106,0.7739,0.0163,0.8131,0.0186,0.7974,0.0432,0.7355,0.0355
ablation_Phys_24,2025-11-25 02:16:39,0.001,0.3,32,5,5,300,0.0,basic+phys,85.0108,1.1864,0.8985,0.0077,0.7835,0.0099,0.8249,0.0133,0.8262,0.0349,0.7146,0.0334
ablation_Phys_40,2025-11-25 02:17:54,0.001,0.3,128,7,3,300,1e-05,basic+phys,84.5623,1.6087,0.8897,0.0137,0.7800,0.0112,0.8226,0.0121,0.8261,0.0350,0.7051,0.0372
ablation_Phys_25,2025-11-25 02:18:15,0.001,0.3,32,5,5,300,1e-05,basic+phys,85.0508,1.2338,0.8986,0.0082,0.7848,0.0088,0.8253,0.0118,0.8232,0.0330,0.7232,0.0361
ablation_Phys_39,2025-11-25 02:19:02,0.001,0.3,128,7,3,300,0.0,basic+phys,84.4788,1.5032,0.8896,0.0134,0.7809,0.0121,0.8240,0.0150,0.8312,0.0367,0.6980,0.0372
ablation_Phys_26,2025-11-25 02:19:19,0.001,0.3,32,5,5,300,0.0001,basic+phys,84.7002,1.4080,0.8949,0.0084,0.7805,0.0175,0.8198,0.0198,0.8096,0.0389,0.7332,0.0272
ablation_Basic_308,2025-11-25 02:19:20,0.0001,0.5,32,7,3,300,0.0001,basic,84.7736,1.2297,0.8901,0.0130,0.7816,0.0132,0.8174,0.0171,0.7936,0.0469,0.7605,0.0597
ablation_Phys_41,2025-11-25 02:19:40,0.001,0.3,128,7,3,300,0.0001,basic+phys,84.3147,1.6418,0.8909,0.0127,0.7835,0.0134,0.8275,0.0133,0.8403,0.0307,0.6907,0.0305
ablation_Phys_45,2025-11-25 02:21:28,0.001,0.3,128,7,5,300,0.0,basic+phys,84.9788,0.7478,0.8993,0.0041,0.7795,0.0087,0.8182,0.0113,0.8027,0.0266,0.7413,0.0252
ablation_Phys_46,2025-11-25 02:22:05,0.001,0.3,128,7,5,300,1e-05,basic+phys,85.1458,0.7716,0.9002,0.0044,0.7823,0.0093,0.8216,0.0117,0.8116,0.0316,0.7349,0.0316
ablation_Phys_47,2025-11-25 02:24:59,0.001,0.3,128,7,5,300,0.0001,basic+phys,85.2241,0.5642,0.9013,0.0060,0.7828,0.0112,0.8198,0.0124,0.7995,0.0274,0.7571,0.0314
ablation_Phys_20,2025-11-25 02:30:10,0.001,0.3,32,5,3,300,0.0001,basic+phys,84.3910,1.1999,0.8876,0.0127,0.7823,0.0097,0.8232,0.0101,0.8199,0.0265,0.7217,0.0236
ablation_Phys_30,2025-11-25 02:34:42,0.001,0.3,32,5,7,300,0.0,basic+phys,84.3312,0.8599,0.8960,0.0037,0.7746,0.0128,0.8120,0.0105,0.7870,0.0192,0.7533,0.0325
ablation_Phys_31,2025-11-25 02:37:43,0.001,0.3,32,5,7,300,1e-05,basic+phys,84.4317,0.9183,0.8959,0.0031,0.7752,0.0103,0.8124,0.0087,0.7871,0.0182,0.7543,0.0326
ablation_Phys_51,2025-11-25 02:38:06,0.001,0.3,128,7,7,300,0.0,basic+phys,83.8815,1.2830,0.8905,0.0087,0.7691,0.0170,0.8076,0.0217,0.7873,0.0523,0.7408,0.0489
ablation_Phys_52,2025-11-25 02:38:56,0.001,0.3,128,7,7,300,1e-05,basic+phys,83.7065,1.0502,0.8896,0.0068,0.7684,0.0168,0.8074,0.0215,0.7885,0.0532,0.7373,0.0519
ablation_Phys_53,2025-11-25 02:40:47,0.001,0.3,128,7,7,300,0.0001,basic+phys,83.4293,1.4007,0.8865,0.0085,0.7683,0.0149,0.8095,0.0204,0.8005,0.0550,0.7164,0.0558
ablation_Phys_43,2025-11-25 02:46:35,0.001,0.3,32,7,5,300,1e-05,basic+phys,85.0817,0.6392,0.8988,0.0041,0.7872,0.0129,0.8239,0.0153,0.8065,0.0276,0.7552,0.0174
ablation_Phys_36,2025-11-25 02:51:39,0.001,0.3,32,7,3,300,0.0,basic+phys,84.7018,1.4709,0.8904,0.0139,0.7856,0.0165,0.8256,0.0186,0.8229,0.0374,0.7234,0.0297
ablation_Phys_42,2025-11-25 02:52:57,0.001,0.3,32,7,5,300,0.0,basic+phys,85.0872,0.6353,0.9008,0.0037,0.7822,0.0074,0.8183,0.0110,0.7939,0.0186,0.7623,0.0135
ablation_Phys_37,2025-11-25 02:55:15,0.001,0.3,32,7,3,300,1e-05,basic+phys,84.7973,1.2786,0.8911,0.0130,0.7861,0.0131,0.8288,0.0112,0.8372,0.0169,0.7021,0.0395
ablation_Phys_44,2025-11-25 02:56:06,0.001,0.3,32,7,5,300,0.0001,basic+phys,85.2619,1.0475,0.9006,0.0086,0.7795,0.0132,0.8153,0.0174,0.7886,0.0309,0.7634,0.0218
ablation_Basic_306,2025-11-25 02:57:35,0.0001,0.5,32,7,3,300,0.0,basic,84.8403,1.3301,0.8917,0.0125,0.7806,0.0150,0.8205,0.0191,0.8141,0.0507,0.7273,0.0414
ablation_Phys_38,2025-11-25 02:58:50,0.001,0.3,32,7,3,300,0.0001,basic+phys,84.6587,1.5769,0.8943,0.0102,0.7835,0.0175,0.8261,0.0110,0.8306,0.0328,0.7077,0.0759
ablation_Phys_59,2025-11-25 03:04:28,0.001,0.5,128,3,3,300,0.0001,basic+phys,84.3007,1.6243,0.8845,0.0161,0.7787,0.0187,0.8179,0.0217,0.8071,0.0498,0.7346,0.0410
ablation_Phys_63,2025-11-25 03:05:15,0.001,0.5,128,3,5,300,0.0,basic+phys,85.2578,0.7119,0.9011,0.0045,0.7801,0.0084,0.8197,0.0091,0.8083,0.0219,0.7346,0.0140
ablation_Phys_65,2025-11-25 03:05:43,0.001,0.5,128,3,5,300,0.0001,basic+phys,84.5390,1.1674,0.8961,0.0058,0.7731,0.0148,0.8128,0.0136,0.7971,0.0308,0.7355,0.0257
