number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_beta,params_decay,params_dropout_ratio,params_emb_dim,params_lr,params_min_temp,params_num_experts,params_num_layer,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,state
19,0.0,2025-11-26 07:38:38.031135,2025-11-26 07:38:38.320957,0 days 00:00:00.289822,0.2530600229973188,512,0.031598770454590225,6.290006149247731e-06,0.1,300,0.002263481750021389,0.29862407453733153,9,6,,,,COMPLETE
20,0.0,2025-11-26 07:38:38.321866,2025-11-26 07:38:38.661936,0 days 00:00:00.340070,0.36430484639504956,512,0.05472360414492925,2.6035260234191324e-05,0.0,300,0.0003184696215376229,0.06648694760421578,6,7,,,,COMPLETE
21,4.680116176605225,2025-11-26 07:38:38.662855,2025-11-26 07:38:54.242810,0 days 00:00:15.579955,0.14247274474798907,128,0.017440752274318547,9.129156214579177e-05,0.2,300,8.811088362947049e-05,0.05863613057367495,7,6,4.680116176605225,,,PRUNED
22,0.0,2025-11-26 07:38:54.243177,2025-11-26 07:38:54.622980,0 days 00:00:00.379803,0.04302651450587014,512,0.04966534569967109,1.2153013335262147e-05,0.1,300,0.00025570479744410445,0.4683799729569774,8,7,,,,COMPLETE
23,0.0,2025-11-26 07:38:54.623754,2025-11-26 07:38:54.967224,0 days 00:00:00.343470,0.35997160903763076,512,0.016127007011925067,4.260956053771976e-05,0.4,300,5.682843884208559e-05,0.19165086270366766,5,5,,,,COMPLETE
24,0.0,2025-11-26 07:38:54.968047,2025-11-26 07:38:55.275635,0 days 00:00:00.307588,0.11815589780303311,512,0.09988436189568424,2.0051541205728966e-05,0.2,300,0.0022744714435637076,0.07039361820815573,3,6,,,,COMPLETE
25,5.514538764953613,2025-11-26 07:38:55.276170,2025-11-26 07:39:15.017604,0 days 00:00:19.741434,0.02574098250315549,32,0.00972180734898031,7.2589216530494715e-06,0.30000000000000004,300,3.555084046656488e-05,0.5640148352507133,9,4,5.514538764953613,,,PRUNED
26,3.103025197982788,2025-11-26 07:39:15.018112,2025-11-26 07:39:32.149947,0 days 00:00:17.131835,0.06289495292463966,64,0.049426961129497134,4.413649828768182e-06,0.0,300,0.0001671294447680578,0.2031083636219329,4,5,3.103025197982788,,,PRUNED
27,0.0,2025-11-26 07:39:32.150207,2025-11-26 07:39:32.474575,0 days 00:00:00.324368,0.03433685180790934,512,0.005059164891535436,1.096134826132534e-05,0.30000000000000004,300,1.1177716597548382e-05,0.4827499706945015,7,5,,,,COMPLETE
28,0.0,2025-11-26 07:39:32.475049,2025-11-26 07:39:32.783888,0 days 00:00:00.308839,0.010813276532913729,512,0.0027135247597994804,1.3781760659130714e-05,0.2,300,0.0005486766543443087,0.6740491417578193,6,6,,,,COMPLETE
29,0.0,2025-11-26 07:39:32.784815,2025-11-26 07:39:33.131419,0 days 00:00:00.346604,0.028490921460865234,512,0.0011942386412488563,2.301212609246138e-05,0.30000000000000004,300,2.6324193798918774e-05,0.3309867294118611,9,7,,,,COMPLETE
